comp,2656,10/31/16,3037393,"40.6691580,-73.9268300",,
comp,2218,10/31/16,1016062,"40.7357534,-73.9929586",,
comp,1780,10/31/16,2014739,"40.8612341,-73.9075370",,
comp,2747,10/31/16,4011934,"40.7623690,-73.9132480",,
comp,2556,10/31/16,2003109,"40.8392140,-73.9218090",,
comp,2676,10/31/16,2003109,"40.8392140,-73.9218090",,
comp,2788,10/31/16,1079266,"40.7660989,-73.9929110",,
comp,2374,10/31/16,1061156,"40.8263270,-73.9425230",,
comp,2351,10/31/16,2116170,"40.8190166,-73.9097174",,
comp,2351,10/31/16,2119403,"40.8058650,-73.9259050",,
comp,2351,10/31/16,2114612,"40.8215160,-73.9145910",,
comp,2210,10/31/16,1017246,"40.7511520,-73.9821180",,
comp,2713,10/31/16,1076626,"40.8017436,-73.9611117",,
comp,2542,10/31/16,5003118,"40.6323859,-74.0967570",,
comp,2706,10/31/16,1076844,"40.7580015,-73.9856053",,
comp,2787,10/31/16,1063575,"40.8485348,-73.9305786",,
comp,1780,10/31/16,2024145,"40.8293477,-73.8705962",,
comp,2422,10/31/16,3062142,"40.7144500,-73.9532700",,
comp,2668,10/31/16,1001410,"40.7139538,-74.0096019",,
comp,2633,10/31/16,3330686,"40.6716897,-73.9515541",,
comp,2676,10/31/16,1027110,"40.7638620,-73.9970190",,
comp,2633,10/31/16,1005676,"40.7206190,-73.9934700",,
comp,2685,10/31/16,3124738,"40.6439580,-73.9735590",,
comp,2706,10/31/16,1076844,"40.7581957,-73.9850757",,
comp,2344,10/31/16,3062358,"40.7184008,-73.9640293",,
comp,2633,10/31/16,1033204,"40.7895212,-73.9764621",,
comp,2725,10/31/16,3055658,"40.6884636,-73.9592824",,
comp,2706,10/31/16,1076844,"40.7580320,-73.9848319",,
comp,2412,10/31/16,2084151,"40.8859104,-73.9097872",,
comp,2412,10/31/16,2084160,"40.8859809,-73.9099882",,
comp,2565,10/31/16,1043046,"40.7707224,-73.9602908",,
comp,2706,10/31/16,1031728,"40.7915634,-73.9651592",,
comp,2282,10/31/16,1080776,"40.7444291,-73.9857968",,
comp,2556,10/31/16,2015100,"40.8611091,-73.9105870",,
comp,2666,10/31/16,2015100,"40.8611091,-73.9105870",,
comp,250,10/31/16,3002928,"40.6906216,-73.9975518",,
comp,2530,10/31/16,3079744,"40.6890570,-73.9068790",,
comp,2596,10/31/16,4080139,"40.7081660,-73.8280210",,
comp,2565,10/31/16,1051349,"40.7766631,-73.9439313",,
comp,2722,10/31/16,1040543,"40.7576890,-73.9607080",,
comp,474,10/31/16,1077189,"40.7209580,-73.9885110",,
comp,2706,10/31/16,1022624,"40.7574125,-73.9852816",,
comp,1780,10/31/16,2024145,"40.8305262,-73.8708752",,
comp,2600,10/31/16,1011938,"40.7366850,-74.0068090",,
comp,2680,10/31/16,3136233,"40.6377750,-73.9886540",,
comp,2542,10/31/16,5046266,"40.6046900,-74.0869510",,
comp,2399,10/31/16,3031680,"40.6723118,-73.9439297",,
comp,2389,10/31/16,3031680,"40.6723118,-73.9439297",,
comp,2713,10/31/16,1057061,"40.7959590,-73.9734280",,
comp,2732,10/31/16,2013614,"40.8623597,-73.8952922",,
comp,2562,10/31/16,1080358,"40.7418780,-74.0060300",,
comp,2276,10/31/16,1064101,"40.8568615,-73.9318833",,
comp,2276,10/31/16,1063987,"40.8520072,-73.9340547",,
comp,2276,10/31/16,1064015,"40.8549970,-73.9308200",,
comp,2389,10/31/16,3074559,"40.7019400,-73.9183640",,
comp,2344,10/31/16,3062358,"40.7184105,-73.9640175",,
comp,2283,10/31/16,1018041,"40.7394983,-73.9847236",,
comp,2351,10/31/16,1044120,"40.7729160,-73.9566786",,
comp,2449,10/31/16,5039658,"40.5824180,-74.1659155",,
comp,474,10/31/16,1006404,"40.7295352,-73.9866299",,
comp,474,10/31/16,1006798,"40.7295411,-73.9872437",,
comp,1795,10/31/16,2006667,"40.8128180,-73.8876450",,
comp,2720,10/31/16,4436179,"40.5944945,-73.7530624",,
comp,2720,10/31/16,4436178,"40.5940940,-73.7515774",,
comp,2562,10/31/16,1015921,"40.7514061,-73.9857264",,
comp,1795,10/31/16,1026508,"40.7621701,-73.9921840",,
comp,2761,10/31/16,3063194,"40.7097150,-73.9532020",,
comp,2742,10/31/16,3331321,"40.7039491,-73.9628325",,
comp,2646,10/31/16,3165840,"40.6043200,-73.9966060",,
comp,2224,10/31/16,1055052,"40.8023140,-73.9511230",,
comp,2787,10/31/16,1063575,"40.8486199,-73.9305135",,
comp,2723,10/31/16,3002539,"40.6927409,-73.9934177",,
comp,2668,10/31/16,1020078,"40.7447573,-73.9783690",,
comp,2556,10/31/16,3126867,"40.6386120,-73.9702380",,
comp,1334,10/31/16,3247918,"40.5869005,-73.9329495",,
comp,2732,10/31/16,2005080,"40.8124060,-73.9040120",,
comp,2722,10/31/16,1063425,"40.8442090,-73.9430930",,
comp,2574,10/31/16,4075086,"40.7247254,-73.8548893",,
comp,2151,10/31/16,4035855,"40.7503950,-73.8803360",,
comp,1795,10/31/16,1014453,"40.7542514,-73.9917648",,
comp,2565,10/31/16,1087335,"40.8000335,-73.9619541",,
boiler,2491,10/31/16,3340607,"40.6031731,-73.9423233",FAILED F/T 340312628,SPINNATO CHARLE 2491
boiler,2762,10/31/16,1089679,"40.7235720,-73.9957420",F/T PASSED 122479077,TUA LUIS 2762
boiler,2705,10/31/16,1031571,"40.7880400,-73.9680590",FAILED F/T 140524494,PROLOGO VINCENT 2705
