building,counts
6702 4 AV,4
2175 ALBERMARLE RD,4
280 METROPOLITAN AV,4
191 LAWRENCE AV,4
2804 E 19 ST,4
115 OCEAN AV,4
6726 5 AV,4
1430 OCEAN AV,4
2042 PITKIN AV,4
125 NORTH 10 ST,4
48 NEVINS ST,4
729 MEEKER AV,4
1421 DEKALB AV,4
264 BLAKE AV,4
128 BRIGHTON BEACH AV,4
111 GARDNER AV,4
650 52 ST,4
35 PIERREPONT ST,4
1720 BEDFORD AV,4
147 GREEN ST,4
314 MAC DOUGAL ST,4
620 PARKSIDE AV,4
130 8 AV,4
177 SHEFFIELD AV,4
2601 GLENWOOD RD,4
30 PRINCE ST,4
441 OCEAN AV,4
302 2 ST,4
596 PROSPECT PL,4
79A COOPER ST,4
435 KINGS HIGHWAY,4
3301 FULTON ST,4
60 OCEANA DRIVE W,4
78 TROUTMAN ST,4
1112 BRIGHTON BCH AV,4
2483 W 16 ST,4
18 HITCHINGS AV,4
2 E 14 ST,4
2728 KINGS HIGHWAY,4
106 CHRISTOPHER AV,4
772 WYTHE AV,4
71 OCEAN PARKWAY,4
58 CLARKSON AV,4
6214 4 AV,4
185 HALL ST,4
22 NORTH 6 ST,4
365 PULASKI ST,4
251 BUTLER ST,4
229 E 1 AV ST,4
660 LOUISIANA AV,4
231 OCEAN AV,4
964 4 AV ST,4
291 HEMLOCK ST,4
1557 45 ST,4
160 SCOTT AV,4
156 SANFORD ST,4
348 STERLING ST,4
321 PALMETTO ST,4
2696 FULTON ST,4
858 KNICKERBOCKER AV,4
913 PARK PL,4
80 DUPONT ST,4
75 OCEANA DRIVE E,4
1227 FULTON ST,4
61 WASHINGTON ST,4
70 FRANKLIN AV,3
769 MACDONOUGH ST,3
40 LORIMER ST,3
6925 4 AV,3
1270 37 ST,3
132 MESEROLE ST,3
32 SOUTH 8 ST,3
4057 EMMONS AV,3
345 DEAN ST,3
1263 LOCUST AV,3
236 44 ST,3
1660 EERN PARKWAY,3
3014 BRIGHTON 1 ST,3
260 POWERS ST,3
5506 15 AV,3
1059 MANHATTAN AV,3
318 CLERMONT AV,3
55 LINDEN BLVD,3
89 CHRISTOPHER AV,3
474 JOHNSON AV,3
215 COZINE AV,3
853 72 ST,3
101 JOHNSON ST,3
9101 SHORE RD,3
982 MYRTLE AV,3
2345 OCEAN AV,3
1501 VOORHIES AV,3
221 LINDEN BLVD,3
2788 ATLANTIC AV,3
2616 HOMECREST AV,3
5301 14 AV,3
1743 LINDEN BLVD,3
1347 BAY RIDGE AV,3
404 3 ST,3
2369 86 ST,3
59 SEIGEL ST,3
2721 OCEAN PARKWAY,3
1818 86 ST,3
1226 37 ST,3
819 BUSHWICK AV,3
30 FLATBUSH AV,3
309 OCEAN PARKWAY,3
8734 BAY PKWY,3
150 HAWTHORNE ST,3
33 SKILLMAN ST,3
1080 MC DONALD AV,3
207 WYCKOFF ST,3
21 COOK ST,3
2728 BATH AV,3
6701 2 AV AV,3
117 ADAMS ST,3
2938 BEDFORD AV,3
704 MANHATTAN AV,3
2250 83 ST,3
257 E 45 ST,3
3707 12 AV,3
207 PROSPECT PARK SOUTHW,3
519 ROCKAWAY AV,3
412 AV J,3
28 RICHARDSON ST,3
422 KNICKERBOCKER AV,3
486 6 ST,3
50 PARKSIDE AV,3
867 METROPOLITAN AV,3
