ecb_issue_badge,ecb_issue_date,nyc_BIN,ecb_type_code
2565,2015-11-19,1048532,CONSTRUCTION
2421,2015-11-19,2116173,CONSTRUCTION
1759,2015-11-19,3245465,CONSTRUCTION
2625,2015-11-19,4299581,CONSTRUCTION
2595,2015-11-19,1048054,CONSTRUCTION
2591,2015-11-19,1001629,CONSTRUCTION
1244,2015-11-19,1087754,ELECTRICAL
2294,2015-11-19,3044146,CONSTRUCTION
2625,2015-11-19,4299581,CONSTRUCTION
2591,2015-11-19,1001629,CONSTRUCTION
1759,2015-11-19,3183162,CONSTRUCTION
2565,2015-11-19,1048532,CONSTRUCTION
2655,2015-11-19,3009068,CONSTRUCTION
2570,2015-11-18,3072729,CONSTRUCTION
2584,2015-11-18,2017489,ELEVATOR
2589,2015-11-18,1027176,CONSTRUCTION
2555,2015-11-18,1027176,CONSTRUCTION
2271,2015-11-18,1001022,CONSTRUCTION
2294,2015-11-18,3072729,PLUMBING
2555,2015-11-18,1027176,CONSTRUCTION
2589,2015-11-18,1027176,CONSTRUCTION
2555,2015-11-18,1027176,CONSTRUCTION
2670,2015-11-18,4206530,ELEVATOR
2570,2015-11-18,3072729,CONSTRUCTION
2607,2015-11-18,2026458,ELEVATOR
2480,2015-11-18,5108650,BOILER
2555,2015-11-18,1027176,CONSTRUCTION
2556,2015-11-18,1035383,ELEVATOR
2650,2015-11-18,4002516,CONSTRUCTION
2555,2015-11-18,1027176,CONSTRUCTION
2584,2015-11-18,2008118,ELEVATOR
2670,2015-11-18,4206530,ELEVATOR
2570,2015-11-18,3072729,CONSTRUCTION
2589,2015-11-18,1027176,CONSTRUCTION
2555,2015-11-18,1027176,CONSTRUCTION
2589,2015-11-18,1027176,CONSTRUCTION
2294,2015-11-18,3072729,CONSTRUCTION
2570,2015-11-18,3072729,CONSTRUCTION
2555,2015-11-18,1027176,CONSTRUCTION
2590,2015-11-18,1061887,ELEVATOR
1514,2015-11-18,2018567,ELEVATOR
2556,2015-11-18,1035383,ELEVATOR
2555,2015-11-18,1027176,CONSTRUCTION
2670,2015-11-18,4206530,ELEVATOR
2576,2015-11-17,1032631,CONSTRUCTION
2556,2015-11-17,1035383,ELEVATOR
2576,2015-11-17,1032631,CONSTRUCTION
2171,2015-11-17,1057188,ELEVATOR
2607,2015-11-17,2002784,ELEVATOR
2625,2015-11-17,2012402,CONSTRUCTION
2509,2015-11-17,1015685,ELEVATOR
2632,2015-11-17,2003643,CONSTRUCTION
2576,2015-11-17,1032631,CONSTRUCTION
2576,2015-11-17,1032631,CONSTRUCTION
2565,2015-11-17,1028827,CONSTRUCTION
2600,2015-11-17,3180555,"CRANES "
2512,2015-11-17,1006421,CONSTRUCTION
2576,2015-11-17,1032631,ELECTRICAL
1983,2015-11-17,1034501,CONSTRUCTION
2607,2015-11-17,2002784,ELEVATOR
2556,2015-11-17,1035383,ELEVATOR
2576,2015-11-17,1032631,CONSTRUCTION
2576,2015-11-17,1032631,CONSTRUCTION
1983,2015-11-17,1015040,CONSTRUCTION
1993,2015-11-16,5039658,ELEVATOR
2666,2015-11-16,1063929,ELEVATOR
2224,2015-11-16,1020558,
1952,2015-11-16,2022645,BOILER
2274,2015-11-16,2010702,CONSTRUCTION
2556,2015-11-16,1035383,ELEVATOR
2224,2015-11-16,1020558,CONSTRUCTION
2584,2015-11-16,2017536,ELEVATOR
2542,2015-11-16,1065067,ELEVATOR
2632,2015-11-16,1079778,CONSTRUCTION
2224,2015-11-16,1020558,CONSTRUCTION
1993,2015-11-16,5039658,ELEVATOR
1952,2015-11-16,2022645,BOILER
2687,2015-11-16,4008606,ELEVATOR
2542,2015-11-16,1065067,ELEVATOR
2556,2015-11-16,1035383,ELEVATOR
2224,2015-11-16,1020558,PLUMBING
2351,2015-11-15,1043252,CONSTRUCTION
2647,2015-11-15,1061456,CONSTRUCTION
2351,2015-11-15,1043252,CONSTRUCTION
2547,2015-11-15,1057216,CONSTRUCTION
2547,2015-11-15,1057216,CONSTRUCTION
2647,2015-11-14,2010905,CONSTRUCTION
2427,2015-11-14,1058390,CONSTRUCTION
2418,2015-11-14,3075162,CONSTRUCTION
2555,2015-11-14,1089698,SIGNS
2271,2015-11-14,1087530,CONSTRUCTION
2427,2015-11-14,1058390,CONSTRUCTION
2418,2015-11-14,3073587,CONSTRUCTION
2271,2015-11-14,1007714,CONSTRUCTION
2647,2015-11-14,2013745,CONSTRUCTION
1983,2015-11-13,1063553,CONSTRUCTION
2346,2015-11-13,1032587,CONSTRUCTION
5040,2015-11-13,2127019,CONSTRUCTION
1952,2015-11-13,3327323,BOILER
2346,2015-11-13,1032587,CONSTRUCTION
2224,2015-11-13,1052253,PLUMBING
2346,2015-11-13,1032587,CONSTRUCTION
2224,2015-11-13,1052253,CONSTRUCTION
1952,2015-11-13,3327323,BOILER
2224,2015-11-13,1052253,CONSTRUCTION
2294,2015-11-13,1079913,CONSTRUCTION
1244,2015-11-13,1062082,ELECTRICAL
2294,2015-11-12,1079910,CONSTRUCTION
2639,2015-11-12,3063426,CONSTRUCTION
1514,2015-11-12,2093858,ELEVATOR
2584,2015-11-12,2091015,ELEVATOR
2625,2015-11-12,2002796,CONSTRUCTION
2294,2015-11-12,1063637,CONSTRUCTION
2668,2015-11-12,1057216,CONSTRUCTION
1751,2015-11-12,1079913,ELECTRICAL
2647,2015-11-12,1051936,CONSTRUCTION
2358,2015-11-12,3117102,ELEVATOR
2603,2015-11-12,1048824,CONSTRUCTION
2570,2015-11-12,1063649,CONSTRUCTION
2365,2015-11-12,3326236,CONSTRUCTION
2603,2015-11-12,1048824,PLUMBING
2625,2015-11-12,2002796,CONSTRUCTION
2603,2015-11-12,1048824,CONSTRUCTION
2294,2015-11-12,1079913,PLUMBING
2603,2015-11-12,1048824,CONSTRUCTION
2562,2015-11-12,1009730,CONSTRUCTION
2603,2015-11-12,1048824,CONSTRUCTION
2651,2015-11-12,3006375,CONSTRUCTION
2570,2015-11-12,1079910,CONSTRUCTION
2411,2015-11-12,1015070,CONSTRUCTION
2584,2015-11-12,2091015,ELEVATOR
2570,2015-11-12,1063637,CONSTRUCTION
2570,2015-11-12,1063649,CONSTRUCTION
2603,2015-11-12,1048824,CONSTRUCTION
2668,2015-11-12,1064372,CONSTRUCTION
1751,2015-11-12,1079910,ELECTRICAL
2570,2015-11-12,1079913,CONSTRUCTION
2603,2015-11-12,1048824,PLUMBING
2294,2015-11-12,1063649,CONSTRUCTION
1751,2015-11-12,1063637,ELECTRICAL
2603,2015-11-12,1048824,CONSTRUCTION
2603,2015-11-12,1048824,PLUMBING
0702,2015-11-12,3213393,CONSTRUCTION
2570,2015-11-12,1079910,CONSTRUCTION
2542,2015-11-12,1064779,ELEVATOR
2668,2015-11-12,1057216,CONSTRUCTION
1514,2015-11-12,2093858,ELEVATOR
2411,2015-11-12,1015070,CONSTRUCTION
2639,2015-11-12,3063426,CONSTRUCTION
1751,2015-11-12,1063649,ELECTRICAL
2625,2015-11-10,3100705,CONSTRUCTION
2556,2015-11-10,1035383,ELEVATOR
2460,2015-11-10,1051514,ELEVATOR
1244,2015-11-10,1015043,ELECTRICAL
2460,2015-11-10,1051514,ELEVATOR
2542,2015-11-10,1064215,ELEVATOR
2460,2015-11-10,1051514,ELEVATOR
2460,2015-11-10,1051514,ELEVATOR
2559,2015-11-10,3114646,ELEVATOR
1514,2015-11-10,2004419,ELEVATOR
2565,2015-11-10,2000332,CONSTRUCTION
2625,2015-11-10,3100705,"QUALITY OF LIFE"
2556,2015-11-10,1035383,ELEVATOR
2687,2015-11-10,4006610,ELEVATOR
2252,2015-11-10,4436437,CONSTRUCTION
2460,2015-11-10,1051514,ELEVATOR
2460,2015-11-10,1051514,ELEVATOR
2460,2015-11-10,1051514,ELEVATOR
2556,2015-11-10,1035383,ELEVATOR
2252,2015-11-10,4436450,CONSTRUCTION
1334,2015-11-10,3201771,ELEVATOR
2460,2015-11-10,1051514,ELEVATOR
2559,2015-11-10,3114646,ELEVATOR
1733,2015-11-10,2003382,CONSTRUCTION
2687,2015-11-10,4006610,ELEVATOR
2576,2015-11-09,1009386,CONSTRUCTION
2255,2015-11-09,1002286,CONSTRUCTION
2576,2015-11-09,1009386,CONSTRUCTION
2245,2015-11-09,1001113,CONSTRUCTION
2245,2015-11-09,1001113,CONSTRUCTION
2670,2015-11-09,4037275,ELEVATOR
2576,2015-11-09,1009386,CONSTRUCTION
2556,2015-11-09,1035383,ELEVATOR
1514,2015-11-09,2116711,ELEVATOR
2245,2015-11-09,1001113,CONSTRUCTION
2422,2015-11-09,3185543,CONSTRUCTION
2576,2015-11-09,1009386,CONSTRUCTION
2576,2015-11-09,1009386,CONSTRUCTION
1514,2015-11-09,2017426,ELEVATOR
2245,2015-11-09,1001113,CONSTRUCTION
2271,2015-11-09,1062082,CONSTRUCTION
2271,2015-11-09,1061187,CONSTRUCTION
2255,2015-11-09,1002286,CONSTRUCTION
2576,2015-11-09,1009386,CONSTRUCTION
2245,2015-11-09,1001113,CONSTRUCTION
2245,2015-11-09,1001113,CONSTRUCTION
2188,2015-11-09,3418686,CONSTRUCTION
2576,2015-11-09,1009386,CONSTRUCTION
2576,2015-11-09,1009386,CONSTRUCTION
1771,2015-11-09,3041476,CONSTRUCTION
2362,2015-11-08,4029662,ELEVATOR
2362,2015-11-08,4029564,ELEVATOR
2362,2015-11-08,4029662,ELEVATOR
2362,2015-11-08,4029564,ELEVATOR
1993,2015-11-07,1014387,ELEVATOR
1993,2015-11-07,1013552,ELEVATOR
2639,2015-11-07,3090553,CONSTRUCTION
2542,2015-11-07,1013552,ELEVATOR
2542,2015-11-07,1014387,ELEVATOR
1993,2015-11-07,1013552,ELEVATOR
1993,2015-11-07,1014387,ELEVATOR
1993,2015-11-07,1013552,ELEVATOR
2542,2015-11-07,1014387,ELEVATOR
1993,2015-11-07,1013552,ELEVATOR
1993,2015-11-07,1014387,ELEVATOR
2542,2015-11-07,1013552,ELEVATOR
2342,2015-11-07,1014387,ELEVATOR
1993,2015-11-07,1013552,ELEVATOR
2542,2015-11-07,1013552,ELEVATOR
2294,2015-11-07,1057061,CONSTRUCTION
1129,2015-11-07,3041413,BOILER
2351,2015-11-07,1039846,CONSTRUCTION
1993,2015-11-07,1014387,ELEVATOR
2542,2015-11-07,1013552,ELEVATOR
1993,2015-11-07,1014387,ELEVATOR
2542,2015-11-07,1013552,ELEVATOR
2342,2015-11-07,1014387,ELEVATOR
1993,2015-11-07,1013552,ELEVATOR
2542,2015-11-07,1013552,ELEVATOR
2542,2015-11-07,1014387,ELEVATOR
1993,2015-11-07,1013552,ELEVATOR
2245,2015-11-07,1089450,CONSTRUCTION
2542,2015-11-07,1013552,ELEVATOR
1993,2015-11-07,1013552,ELEVATOR
1129,2015-11-07,3041413,CONSTRUCTION
2351,2015-11-07,1039846,CONSTRUCTION
1993,2015-11-07,1014387,ELEVATOR
2542,2015-11-07,1013552,ELEVATOR
2542,2015-11-07,1014387,ELEVATOR
1514,2015-11-06,2012997,ELEVATOR
1514,2015-11-06,2004408,ELEVATOR
2542,2015-11-06,1053262,ELEVATOR
2387,2015-11-06,1045249,CONSTRUCTION
2271,2015-11-06,1062326,CONSTRUCTION
1244,2015-11-06,1004160,ELECTRICAL
2460,2015-11-05,1065082,ELEVATOR
2634,2015-11-05,3135628,CONSTRUCTION
2619,2015-11-05,3000495,CONSTRUCTION
1983,2015-11-05,1033580,CONSTRUCTION
2634,2015-11-05,3135628,CONSTRUCTION
2574,2015-11-05,3056363,CONSTRUCTION
2218,2015-11-05,3413222,CONSTRUCTION
1983,2015-11-05,1033580,CONSTRUCTION
2634,2015-11-05,3135628,CONSTRUCTION
2634,2015-11-05,3135628,CONSTRUCTION
2584,2015-11-05,2118406,ELEVATOR
2634,2015-11-05,3135628,CONSTRUCTION
2643,2015-11-05,3034226,CONSTRUCTION
2420,2015-11-05,2026146,CONSTRUCTION
2218,2015-11-05,3413222,ZONING
2245,2015-11-05,1081692,CONSTRUCTION
2460,2015-11-05,1065082,ELEVATOR
2634,2015-11-05,3135628,CONSTRUCTION
2362,2015-11-05,4008354,ELEVATOR
2634,2015-11-05,3135628,CONSTRUCTION
2218,2015-11-05,3413222,CONSTRUCTION
2584,2015-11-05,2010702,ELEVATOR
2584,2015-11-05,2118406,ELEVATOR
2634,2015-11-05,3135628,CONSTRUCTION
2420,2015-11-05,2026282,CONSTRUCTION
1983,2015-11-04,1062592,CONSTRUCTION
2439,2015-11-04,3342676,CONSTRUCTION
2570,2015-11-04,3342725,CONSTRUCTION
2570,2015-11-04,3336988,CONSTRUCTION
1983,2015-11-04,1062443,CONSTRUCTION
2565,2015-11-04,1063553,CONSTRUCTION
1244,2015-11-04,1014560,ELECTRICAL
2570,2015-11-04,3342676,CONSTRUCTION
2562,2015-11-04,1080304,CONSTRUCTION
2439,2015-11-04,3342676,PLUMBING
1252,2015-11-04,3034615,CONSTRUCTION
2570,2015-11-04,3336988,CONSTRUCTION
1983,2015-11-04,1062443,CONSTRUCTION
1244,2015-11-04,1061918,ELECTRICAL
2438,2015-11-04,3342676,CONSTRUCTION
2438,2015-11-04,3336988,BOILER
2542,2015-11-04,1060850,ELEVATOR
2460,2015-11-04,1063188,ELEVATOR
2565,2015-11-04,1063553,CONSTRUCTION
1983,2015-11-04,1062450,CONSTRUCTION
1244,2015-11-04,1014560,ELECTRICAL
2570,2015-11-04,3342676,CONSTRUCTION
2276,2015-11-04,3397012,ELECTRICAL
2460,2015-11-04,1063513,ELEVATOR
2224,2015-11-03,1084948,CONSTRUCTION
2224,2015-11-03,1084948,PLUMBING
2224,2015-11-03,1084948,
2224,2015-11-03,1084948,CONSTRUCTION
2224,2015-11-03,1084948,CONSTRUCTION
9CRX,2015-11-02,1011322,"LOCAL LAW"
2381,2015-11-02,1015729,CONSTRUCTION
9CRX,2015-11-02,1015007,"LOCAL LAW"
,2015-11-02,1002856,"LOCAL LAW"
9CRX,2015-11-02,3058922,"LOCAL LAW"
2543,2015-11-02,1010194,CONSTRUCTION
2531,2015-11-02,1015997,CONSTRUCTION
9CRX,2015-11-02,3058922,"LOCAL LAW"
9CRX,2015-11-02,3329423,"LOCAL LAW"
9CRX,2015-11-02,2068251,"LOCAL LAW"
9CRX,2015-11-02,1007019,"LOCAL LAW"
2282,2015-11-02,2003556,CONSTRUCTION
2358,2015-11-02,3117583,ELEVATOR
2584,2015-11-02,2017591,ELEVATOR
2460,2015-11-02,1058270,ELEVATOR
9CRX,2015-11-02,3101145,"LOCAL LAW"
9CRX,2015-11-02,3054155,"LOCAL LAW"
9CRX,2015-11-02,1001017,"LOCAL LAW"
9CRX,2015-11-02,3010557,"LOCAL LAW"
2639,2015-11-02,3205941,CONSTRUCTION
9CRX,2015-11-02,4052598,"LOCAL LAW"
2237,2015-11-02,1083376,CONSTRUCTION
,2015-11-02,1002856,"LOCAL LAW"
,2015-11-02,1008746,"LOCAL LAW"
2559,2015-11-02,3336900,ELEVATOR
9CRX,2015-11-02,4075086,"LOCAL LAW"
1904,2015-11-02,3076539,CONSTRUCTION
2559,2015-11-02,3336900,ELEVATOR
9CRX,2015-11-02,1013622,"LOCAL LAW"
9CRX,2015-11-02,4052811,"LOCAL LAW"
0860,2015-11-02,2085773,CONSTRUCTION
0860,2015-11-02,2085773,CONSTRUCTION
1244,2015-11-02,1033933,ELECTRICAL
2542,2015-11-02,1057392,ELEVATOR
9CRX,2015-11-02,4064869,"LOCAL LAW"
2658,2015-11-02,1084633,ELEVATOR
9CRX,2015-11-02,2068251,"LOCAL LAW"
,2015-11-02,1002856,"LOCAL LAW"
,2015-11-02,1015040,"LOCAL LAW"
9CRX,2015-11-02,3029254,"LOCAL LAW"
9CRX,2015-11-02,3029312,"LOCAL LAW"
2542,2015-11-02,1057392,ELEVATOR
0860,2015-11-02,2085773,CONSTRUCTION
9CRX,2015-11-02,3054155,"LOCAL LAW"
2358,2015-11-02,3032046,ELEVATOR
9CRX,2015-11-02,1088966,"LOCAL LAW"
1904,2015-11-02,3075817,CONSTRUCTION
9CRX,2015-11-02,3010557,"LOCAL LAW"
0860,2015-11-02,2085773,CONSTRUCTION
1904,2015-11-01,2056136,CONSTRUCTION
1904,2015-11-01,2056136,CONSTRUCTION
2583,2015-11-01,1035383,ELEVATOR
2362,2015-10-31,4117047,ELEVATOR
2418,2015-10-31,2002796,CONSTRUCTION
2276,2015-10-31,3033219,ELECTRICAL
2426,2015-10-31,1089871,CONSTRUCTION
2544,2015-10-31,2071916,CONSTRUCTION
2418,2015-10-31,2002796,CONSTRUCTION
2411,2015-10-31,3327565,CONSTRUCTION
2550,2015-10-31,3100706,CONSTRUCTION
2426,2015-10-31,2072353,CONSTRUCTION
2550,2015-10-31,3102521,CONSTRUCTION
1760,2015-10-31,2003382,CONSTRUCTION
2565,2015-10-31,1015495,CONSTRUCTION
2411,2015-10-31,3327565,CONSTRUCTION
2276,2015-10-31,3033219,ELECTRICAL
2426,2015-10-31,1089871,SIGNS
2420,2015-10-31,1051936,CONSTRUCTION
1904,2015-10-31,3332190,CONSTRUCTION
2583,2015-10-31,1035462,ELEVATOR
2426,2015-10-31,2072353,CONSTRUCTION
1904,2015-10-31,3053346,CONSTRUCTION
1129,2015-10-31,2013792,BOILER
2544,2015-10-30,2093685,CONSTRUCTION
2512,2015-10-30,1038570,CONSTRUCTION
1983,2015-10-30,1017134,CONSTRUCTION
2643,2015-10-30,3846350,CONSTRUCTION
2544,2015-10-30,2093685,CONSTRUCTION
2603,2015-10-30,1064187,CONSTRUCTION
2544,2015-10-30,2071916,CONSTRUCTION
2547,2015-10-30,3118786,ELEVATOR
2550,2015-10-30,1079887,CONSTRUCTION
2491,2015-10-30,3116226,BOILER
2643,2015-10-30,3846350,CONSTRUCTION
2282,2015-10-29,1004298,CONSTRUCTION
2650,2015-10-29,3038244,CONSTRUCTION
2218,2015-10-29,1010834,CONSTRUCTION
2650,2015-10-29,3038244,CONSTRUCTION
2543,2015-10-29,4432005,CONSTRUCTION
1904,2015-10-29,3020888,CONSTRUCTION
2421,2015-10-29,1014077,CONSTRUCTION
1760,2015-10-29,3071940,CONSTRUCTION
2218,2015-10-29,1010834,"QUALITY OF LIFE"
2274,2015-10-29,2014543,ELEVATOR
2650,2015-10-29,3038244,CONSTRUCTION
2543,2015-10-29,4432005,CONSTRUCTION
2246,2015-10-29,3245034,CONSTRUCTION
1244,2015-10-29,1030169,ELECTRICAL
2650,2015-10-29,3038244,CONSTRUCTION
2218,2015-10-29,1010834,CONSTRUCTION
2550,2015-10-29,3038261,CONSTRUCTION
2543,2015-10-29,4432007,CONSTRUCTION
2650,2015-10-29,3038244,CONSTRUCTION
2218,2015-10-29,1010834,PLUMBING
2650,2015-10-29,3038244,CONSTRUCTION
2422,2015-10-29,1055724,CONSTRUCTION
2543,2015-10-29,4432005,CONSTRUCTION
2421,2015-10-29,1014077,CONSTRUCTION
1244,2015-10-28,1003227,ELECTRICAL
9CRX,2015-10-28,2009010,"LOCAL LAW"
2668,2015-10-28,4432005,CONSTRUCTION
1993,2015-10-28,1015190,ELEVATOR
2570,2015-10-28,1026849,CONSTRUCTION
2655,2015-10-28,1006564,CONSTRUCTION
2651,2015-10-28,3165841,CONSTRUCTION
2570,2015-10-28,2017617,CONSTRUCTION
9CRX,2015-10-28,2017808,"LOCAL LAW"
2460,2015-10-28,1063333,ELEVATOR
2565,2015-10-28,1081107,CONSTRUCTION
1993,2015-10-28,1015190,ELEVATOR
2607,2015-10-28,1087337,ELEVATOR
2570,2015-10-28,1026849,CONSTRUCTION
9CRX,2015-10-28,2092768,"LOCAL LAW"
2294,2015-10-28,2017617,PLUMBING
1952,2015-10-28,1064986,BOILER
1244,2015-10-28,1003227,ELECTRICAL
2294,2015-10-28,1026849,CONSTRUCTION
2570,2015-10-28,1026849,CONSTRUCTION
2294,2015-10-28,2017617,CONSTRUCTION
9CRX,2015-10-28,2113134,"LOCAL LAW"
2460,2015-10-28,1061969,ELEVATOR
2570,2015-10-28,2017617,CONSTRUCTION
9CRX,2015-10-28,2009014,"LOCAL LAW"
1993,2015-10-28,1015190,ELEVATOR
2570,2015-10-28,1026849,CONSTRUCTION
2245,2015-10-28,1005676,CONSTRUCTION
2570,2015-10-28,1026849,CONSTRUCTION
2421,2015-10-28,1065079,CONSTRUCTION
9CRX,2015-10-28,2009010,"LOCAL LAW"
9CRX,2015-10-28,2092767,"LOCAL LAW"
2570,2015-10-28,2017617,CONSTRUCTION
1244,2015-10-28,1004219,ELECTRICAL
9CRX,2015-10-28,2013718,"LOCAL LAW"
2607,2015-10-28,1058273,ELEVATOR
2607,2015-10-28,1058271,ELEVATOR
9CRX,2015-10-28,2009014,"LOCAL LAW"
2570,2015-10-28,1026849,CONSTRUCTION
2294,2015-10-28,2017617,PLUMBING
9CRX,2015-10-28,2009910,"LOCAL LAW"
2548,2015-10-27,1033933,CONSTRUCTION
1845,2015-10-27,3118734,CONSTRUCTION
2420,2015-10-27,2025350,CONSTRUCTION
1983,2015-10-27,1047669,CONSTRUCTION
2607,2015-10-27,1064279,ELEVATOR
1244,2015-10-27,1000810,ELECTRICAL
1244,2015-10-27,1000810,ELECTRICAL
2607,2015-10-27,1063513,ELEVATOR
1244,2015-10-27,1081685,ELECTRICAL
2542,2015-10-27,5105551,ELEVATOR
2548,2015-10-27,1033933,CONSTRUCTION
2420,2015-10-27,2025350,CONSTRUCTION
2544,2015-10-27,2084745,CONSTRUCTION
9TLX,2015-10-27,1023737,"LOCAL LAW"
1244,2015-10-27,1000810,ELECTRICAL
1244,2015-10-27,1088723,ELECTRICAL
2358,2015-10-27,3331320,ELEVATOR
2543,2015-10-27,4002479,CONSTRUCTION
2358,2015-10-27,3331320,ELEVATOR
1244,2015-10-27,1081685,ELECTRICAL
2542,2015-10-27,5105551,ELEVATOR
2547,2015-10-27,3035257,ELEVATOR
2548,2015-10-27,1033933,ELECTRICAL
1244,2015-10-27,1000810,ELECTRICAL
1244,2015-10-27,1088723,ELECTRICAL
2591,2015-10-27,1020567,CONSTRUCTION
2460,2015-10-26,1024937,ELEVATOR
2544,2015-10-26,2018036,CONSTRUCTION
2544,2015-10-26,2017733,CONSTRUCTION
1244,2015-10-26,1085785,ELECTRICAL
2643,2015-10-26,3065014,CONSTRUCTION
2252,2015-10-26,4436438,CONSTRUCTION
1244,2015-10-26,1085785,ELECTRICAL
2562,2015-10-26,2046635,CONSTRUCTION
2418,2015-10-26,1063188,CONSTRUCTION
2362,2015-10-26,4181355,ELEVATOR
2252,2015-10-26,4436440,CONSTRUCTION
2460,2015-10-26,1024937,ELEVATOR
2252,2015-10-26,4436452,CONSTRUCTION
2607,2015-10-26,1078798,ELEVATOR
2607,2015-10-26,1051401,ELEVATOR
2460,2015-10-26,1024937,ELEVATOR
2252,2015-10-26,4436448,CONSTRUCTION
2427,2015-10-26,1063553,CONSTRUCTION
2252,2015-10-26,4440393,CONSTRUCTION
1244,2015-10-26,1085785,ELECTRICAL
2562,2015-10-26,2046635,CONSTRUCTION
9TLX,2015-10-26,1023736,CONSTRUCTION
2252,2015-10-26,4436454,CONSTRUCTION
2418,2015-10-26,1061187,CONSTRUCTION
2362,2015-10-26,4181355,ELEVATOR
2255,2015-10-26,1061221,CONSTRUCTION
2542,2015-10-26,1063253,ELEVATOR
2544,2015-10-26,2017733,CONSTRUCTION
1733,2015-10-25,1020105,CONSTRUCTION
2574,2015-10-24,3180735,CONSTRUCTION
2574,2015-10-24,3180736,CONSTRUCTION
0338,2015-10-24,1015098,CONSTRUCTION
2362,2015-10-24,4192964,ELEVATOR
2559,2015-10-24,3116559,ELEVATOR
2639,2015-10-24,4080489,CONSTRUCTION
2574,2015-10-24,3180737,CONSTRUCTION
2418,2015-10-23,1087527,CONSTRUCTION
1514,2015-10-23,2023474,ELEVATOR
2418,2015-10-23,1087527,CONSTRUCTION
2358,2015-10-23,3327785,ELEVATOR
2418,2015-10-23,1087527,CONSTRUCTION
1514,2015-10-23,2023474,ELEVATOR
2438,2015-10-23,1082600,CONSTRUCTION
2556,2015-10-23,1049819,ELEVATOR
2625,2015-10-23,4115055,CONSTRUCTION
2224,2015-10-23,1002970,CONSTRUCTION
2282,2015-10-23,1047524,CONSTRUCTION
2237,2015-10-23,1083376,CONSTRUCTION
2639,2015-10-22,1062326,CONSTRUCTION
2418,2015-10-22,1065054,CONSTRUCTION
1987,2015-10-22,3098471,CONSTRUCTION
2185,2015-10-22,1063020,"QUALITY OF LIFE"
2232,2015-10-22,1089797,CONSTRUCTION
1983,2015-10-22,1029658,CONSTRUCTION
2402,2015-10-22,1083631,CONSTRUCTION
2245,2015-10-22,1005676,CONSTRUCTION
2269,2015-10-22,3327490,CONSTRUCTION
1244,2015-10-22,1088723,ELECTRICAL
1983,2015-10-22,1029891,CONSTRUCTION
2232,2015-10-22,1089797,CONSTRUCTION
2653,2015-10-22,1004298,CONSTRUCTION
2544,2015-10-22,2013828,CONSTRUCTION
2245,2015-10-22,1005676,CONSTRUCTION
2185,2015-10-22,1063020,CONSTRUCTION
1244,2015-10-22,2093864,ELECTRICAL
2232,2015-10-22,1089797,CONSTRUCTION
2402,2015-10-22,1083631,CONSTRUCTION
1987,2015-10-22,3116213,CONSTRUCTION
2653,2015-10-22,1004298,CONSTRUCTION
2245,2015-10-22,1005676,CONSTRUCTION
1244,2015-10-22,2093864,ELECTRICAL
9CRX,2015-10-21,2003496,"LOCAL LAW"
1129,2015-10-21,3041487,BOILER
9CRX,2015-10-21,1065086,"LOCAL LAW"
9CRX,2015-10-21,1032442,"LOCAL LAW"
1904,2015-10-21,3073586,CONSTRUCTION
9CRX,2015-10-21,1065086,"LOCAL LAW"
2543,2015-10-21,1010899,CONSTRUCTION
2542,2015-10-21,1087984,ELEVATOR
2565,2015-10-21,2002070,CONSTRUCTION
9CRX,2015-10-21,2008053,"LOCAL LAW"
2218,2015-10-21,1010834,PLUMBING
2218,2015-10-21,1025406,CONSTRUCTION
2657,2015-10-21,1088110,ELEVATOR
2218,2015-10-21,1025406,CONSTRUCTION
9CRX,2015-10-21,1063383,"LOCAL LAW"
2460,2015-10-21,1078798,ELEVATOR
2607,2015-10-21,1061156,ELEVATOR
2224,2015-10-21,1034238,CONSTRUCTION
2218,2015-10-21,1025406,CONSTRUCTION
2218,2015-10-21,1025406,CONSTRUCTION
9CRX,2015-10-21,1015997,"LOCAL LAW"
2565,2015-10-21,2002070,CONSTRUCTION
1129,2015-10-21,3039194,BOILER
1952,2015-10-21,1062629,BOILER
2544,2015-10-21,3063184,CONSTRUCTION
2218,2015-10-21,1025406,CONSTRUCTION
2224,2015-10-21,1034238,CONSTRUCTION
2548,2015-10-21,3332011,ELECTRICAL
2218,2015-10-21,1025406,CONSTRUCTION
2412,2015-10-21,2002937,CONSTRUCTION
2411,2015-10-21,1063372,CONSTRUCTION
9CRX,2015-10-21,1062357,"LOCAL LAW"
2369,2015-10-21,1089871,CONSTRUCTION
9CRX,2015-10-21,1023737,"LOCAL LAW"
1129,2015-10-21,3041487,CONSTRUCTION
9CRX,2015-10-21,2008054,"LOCAL LAW"
2218,2015-10-21,1025406,CONSTRUCTION
2565,2015-10-21,2002070,CONSTRUCTION
2218,2015-10-21,1010834,CONSTRUCTION
2218,2015-10-21,1025406,CONSTRUCTION
2548,2015-10-21,3332011,ELECTRICAL
2218,2015-10-21,1025406,CONSTRUCTION
9CRX,2015-10-21,2003313,"LOCAL LAW"
2224,2015-10-21,1034238,CONSTRUCTION
2218,2015-10-21,1025406,CONSTRUCTION
9CRX,2015-10-21,1084293,"LOCAL LAW"
2543,2015-10-21,1010899,CONSTRUCTION
2542,2015-10-21,1087984,ELEVATOR
2218,2015-10-21,1010834,
9CRX,2015-10-21,1079064,"LOCAL LAW"
