ecb_issue_badge,ecb_issue_date,nyc_BIN,ecb_type_code
2224,2015-01-09,1055659,
2550,2015-01-09,3060080,
2460,2015-01-09,1062359,ELEVATOR
2224,2015-01-09,1055659,CONSTRUCTION
2302,2015-01-09,1055479,ELECTRICAL
2422,2015-01-09,1058695,CONSTRUCTION
2302,2015-01-09,1055478,ELECTRICAL
2302,2015-01-09,1020444,ELECTRICAL
2224,2015-01-09,1055659,CONSTRUCTION
2224,2015-01-09,1055659,
2224,2015-01-09,1055659,
0247,2015-01-09,1087719,ELEVATOR
2224,2015-01-09,1055659,
2224,2015-01-09,1055659,
2276,2015-01-08,1035406,ELECTRICAL
2608,2015-01-08,1030366,CONSTRUCTION
2370,2015-01-08,1035406,
2339,2015-01-08,1035406,PLUMBING
2509,2015-01-08,1035406,ELEVATOR
2422,2015-01-08,1061897,
2452,2015-01-08,3040558,
2370,2015-01-08,1035406,CONSTRUCTION
2595,2015-01-08,1001460,CONSTRUCTION
2276,2015-01-08,1035406,ELECTRICAL
2421,2015-01-08,2012464,
2608,2015-01-08,1030366,CONSTRUCTION
2370,2015-01-08,1035406,
2276,2015-01-08,1035406,ELECTRICAL
2274,2015-01-08,2015514,ELEVATOR
2276,2015-01-08,1035377,ELECTRICAL
2358,2015-01-08,3100709,ELEVATOR
2370,2015-01-08,1035406,CONSTRUCTION
2339,2015-01-08,1035406,PLUMBING
2246,2015-01-07,1010239,
2584,2015-01-07,2014695,ELEVATOR
2421,2015-01-07,2094521,
1733,2015-01-07,1088815,
1244,2015-01-07,1030972,ELECTRICAL
2224,2015-01-07,1014558,
1987,2015-01-07,2024145,CONSTRUCTION
2584,2015-01-07,2014695,ELEVATOR
2559,2015-01-07,3038503,ELEVATOR
2506,2015-01-07,1064074,ELEVATOR
2559,2015-01-07,3099098,ELEVATOR
2438,2015-01-07,4114119,CONSTRUCTION
2411,2015-01-07,1001025,
2224,2015-01-07,1014558,PLUMBING
1334,2015-01-07,3198972,ELEVATOR
2224,2015-01-07,1014558,
2584,2015-01-07,2014695,ELEVATOR
2246,2015-01-07,1007371,
1244,2015-01-07,1030972,ELECTRICAL
1252,2015-01-07,3063288,CONSTRUCTION
1733,2015-01-07,1088815,
1904,2015-01-07,4065248,CONSTRUCTION
2562,2015-01-07,1035068,CONSTRUCTION
2224,2015-01-07,1014558,
2224,2015-01-07,1014558,CONSTRUCTION
1904,2015-01-07,4065248,CONSTRUCTION
2246,2015-01-07,1008183,
2283,2015-01-07,1008746,
2584,2015-01-07,2014695,ELEVATOR
2559,2015-01-07,3099098,ELEVATOR
1733,2015-01-07,1088815,
0380,2015-01-07,2114260,ELEVATOR
2438,2015-01-07,4114119,PLUMBING
2224,2015-01-07,1014558,CONSTRUCTION
1334,2015-01-07,3198972,ELEVATOR
2592,2015-01-07,3179400,CONSTRUCTION
2584,2015-01-07,2014695,ELEVATOR
2559,2015-01-07,3038503,ELEVATOR
2420,2015-01-07,2116173,
2460,2015-01-07,1051402,ELEVATOR
2565,2015-01-07,2002953,CONSTRUCTION
2224,2015-01-07,1014558,CONSTRUCTION
2421,2015-01-07,2003109,
1987,2015-01-07,2024145,CONSTRUCTION
2224,2015-01-07,1014558,CONSTRUCTION
2171,2015-01-07,1015229,CONSTRUCTION
2584,2015-01-07,2014695,ELEVATOR
2506,2015-01-06,1064745,ELEVATOR
2274,2015-01-06,2018358,ELEVATOR
2584,2015-01-06,2002764,ELEVATOR
2600,2015-01-06,1035069,
2584,2015-01-06,2002808,ELEVATOR
2535,2015-01-06,1035318,CONSTRUCTION
1514,2015-01-06,1076844,ELEVATOR
2246,2015-01-06,1079308,
2460,2015-01-06,1085146,ELEVATOR
2608,2015-01-06,1031127,CONSTRUCTION
2600,2015-01-06,1035069,
2600,2015-01-06,1035069,CONSTRUCTION
2251,2015-01-06,3039689,CONSTRUCTION
2535,2015-01-06,1035318,CONSTRUCTION
2460,2015-01-06,1051514,ELEVATOR
,2015-01-06,3111621,CONSTRUCTION
1993,2015-01-06,1022624,ELEVATOR
2528,2015-01-06,3119766,ELEVATOR
2584,2015-01-06,2002764,ELEVATOR
2460,2015-01-06,1051514,ELEVATOR
2460,2015-01-06,1051514,ELEVATOR
2535,2015-01-06,1035318,CONSTRUCTION
2283,2015-01-06,1040861,CONSTRUCTION
2460,2015-01-06,1051514,ELEVATOR
2246,2015-01-06,1079308,
2421,2015-01-06,2002176,
2600,2015-01-06,1035069,CONSTRUCTION
2251,2015-01-06,3039689,
1993,2015-01-06,1022624,ELEVATOR
2246,2015-01-06,1088503,CONSTRUCTION
2549,2015-01-06,3022490,
2528,2015-01-06,3118786,ELEVATOR
2535,2015-01-06,1035318,CONSTRUCTION
2460,2015-01-06,1085146,ELEVATOR
2608,2015-01-06,1031127,CONSTRUCTION
1983,2015-01-06,4432202,CONSTRUCTION
2274,2015-01-06,2018358,ELEVATOR
2600,2015-01-06,1035069,
2600,2015-01-06,1035070,CONSTRUCTION
2535,2015-01-06,1035318,CONSTRUCTION
2542,2015-01-06,1083423,ELEVATOR
2460,2015-01-06,1051514,ELEVATOR
2460,2015-01-06,1051514,ELEVATOR
2246,2015-01-06,1079308,
2422,2015-01-06,1060908,
2460,2015-01-06,1051514,ELEVATOR
2460,2015-01-06,1051514,ELEVATOR
2600,2015-01-06,1035069,
2251,2015-01-06,3039689,
1514,2015-01-06,1076844,ELEVATOR
1993,2015-01-06,1022624,ELEVATOR
1514,2015-01-06,1076844,ELEVATOR
2549,2015-01-06,3022490,
1983,2015-01-06,4432202,CONSTRUCTION
2535,2015-01-06,1035318,CONSTRUCTION
2584,2015-01-06,2002808,ELEVATOR
9CRX,2015-01-05,1087335,"LOCAL LAW"
9CRX,2015-01-05,2003545,"LOCAL LAW"
2576,2015-01-05,1089248,
9CRX,2015-01-05,1077854,"LOCAL LAW"
9CRX,2015-01-05,2016213,"LOCAL LAW"
2452,2015-01-05,3050556,
9CRX,2015-01-05,2005752,"LOCAL LAW"
9CRX,2015-01-05,1055031,"LOCAL LAW"
9CRX,2015-01-05,1088790,"LOCAL LAW"
1993,2015-01-05,1022624,ELEVATOR
9CRX,2015-01-05,1049819,"LOCAL LAW"
9CRX,2015-01-05,2004403,"LOCAL LAW"
9CRX,2015-01-05,1063887,"LOCAL LAW"
9CRX,2015-01-05,1083235,"LOCAL LAW"
9CRX,2015-01-05,2013303,"LOCAL LAW"
9CRX,2015-01-05,2007994,"LOCAL LAW"
9CRX,2015-01-05,2010885,"LOCAL LAW"
1993,2015-01-05,1022624,ELEVATOR
9CRX,2015-01-05,2016021,"LOCAL LAW"
9CRX,2015-01-05,1063896,"LOCAL LAW"
9CRX,2015-01-05,1053398,"LOCAL LAW"
1983,2015-01-05,2006549,CONSTRUCTION
9CRX,2015-01-05,2002650,"LOCAL LAW"
1803,2015-01-05,1064466,CONSTRUCTION
9CRX,2015-01-05,1088483,"LOCAL LAW"
9CRX,2015-01-05,2008717,"LOCAL LAW"
9CRX,2015-01-05,2009720,"LOCAL LAW"
9CRX,2015-01-05,2002457,"LOCAL LAW"
9CRX,2015-01-05,2002889,"LOCAL LAW"
2218,2015-01-05,1086106,
0380,2015-01-05,2071921,ELEVATOR
9CRX,2015-01-05,2016813,"LOCAL LAW"
9CRX,2015-01-05,1078732,"LOCAL LAW"
9CRX,2015-01-05,2005752,"LOCAL LAW"
9CRX,2015-01-05,1055002,"LOCAL LAW"
2339,2015-01-05,1045407,CONSTRUCTION
9CRX,2015-01-05,1079815,"LOCAL LAW"
9CRX,2015-01-05,2007354,"LOCAL LAW"
9CRX,2015-01-05,2013302,"LOCAL LAW"
1993,2015-01-05,1022624,ELEVATOR
9CRX,2015-01-05,1050141,"LOCAL LAW"
2274,2015-01-05,2008733,ELEVATOR
2171,2015-01-05,1013552,ELEVATOR
9CRX,2015-01-05,2018224,"LOCAL LAW"
9CRX,2015-01-05,1076933,"LOCAL LAW"
9CRX,2015-01-05,1057216,"LOCAL LAW"
9CRX,2015-01-05,2006549,"LOCAL LAW"
9CRX,2015-01-05,1063923,"LOCAL LAW"
9CRX,2015-01-05,2002974,"LOCAL LAW"
2218,2015-01-05,1086106,PLUMBING
2171,2015-01-05,1013552,ELEVATOR
9CRX,2015-01-05,2006023,"LOCAL LAW"
2576,2015-01-05,1089248,CONSTRUCTION
9CRX,2015-01-05,1051514,"LOCAL LAW"
9CRX,2015-01-05,2004257,"LOCAL LAW"
2506,2015-01-05,1064955,ELEVATOR
9CRX,2015-01-05,1064130,"LOCAL LAW"
9CRX,2015-01-05,1051514,"LOCAL LAW"
9CRX,2015-01-05,2013284,"LOCAL LAW"
1993,2015-01-05,1022624,ELEVATOR
9CRX,2015-01-05,1050385,"LOCAL LAW"
9CRX,2015-01-05,1053399,"LOCAL LAW"
9CRX,2015-01-05,1051514,"LOCAL LAW"
9CRX,2015-01-05,2004408,"LOCAL LAW"
9CRX,2015-01-05,1087313,"LOCAL LAW"
9CRX,2015-01-05,1083235,"LOCAL LAW"
2283,2015-01-05,2004502,
9CRX,2015-01-05,1051514,"LOCAL LAW"
9CRX,2015-01-05,2002962,"LOCAL LAW"
9CRX,2015-01-05,2010021,"LOCAL LAW"
2542,2015-01-05,1044925,ELEVATOR
1803,2015-01-05,1064466,CONSTRUCTION
9CRX,2015-01-05,2023962,"LOCAL LAW"
9CRX,2015-01-05,1057216,"LOCAL LAW"
0380,2015-01-05,2102580,ELEVATOR
9CRX,2015-01-05,1088732,"LOCAL LAW"
9CRX,2015-01-05,2006567,"LOCAL LAW"
9CRX,2015-01-05,2007852,"LOCAL LAW"
9CRX,2015-01-05,1088790,"LOCAL LAW"
9CRX,2015-01-05,1058390,"LOCAL LAW"
9CRX,2015-01-05,1079703,"LOCAL LAW"
9CRX,2015-01-05,2006021,"LOCAL LAW"
9CRX,2015-01-05,2013999,"LOCAL LAW"
9CRX,2015-01-05,1054974,"LOCAL LAW"
1993,2015-01-05,1022624,ELEVATOR
9CRX,2015-01-05,1086204,"LOCAL LAW"
2556,2015-01-05,1017807,ELEVATOR
9CRX,2015-01-05,1061083,"LOCAL LAW"
2171,2015-01-05,1013552,ELEVATOR
9CRX,2015-01-05,2002457,"LOCAL LAW"
9CRX,2015-01-05,2010979,"LOCAL LAW"
9CRX,2015-01-05,2013018,"LOCAL LAW"
2218,2015-01-05,1086106,CONSTRUCTION
9CRX,2015-01-05,2022645,"LOCAL LAW"
9CRX,2015-01-05,2004415,"LOCAL LAW"
9CRX,2015-01-05,2008734,"LOCAL LAW"
9CRX,2015-01-05,1063507,"LOCAL LAW"
2171,2015-01-05,1013552,ELEVATOR
9CRX,2015-01-05,1064129,"LOCAL LAW"
9CRX,2015-01-05,1083235,"LOCAL LAW"
1993,2015-01-05,1022624,ELEVATOR
2274,2015-01-05,2008733,ELEVATOR
9CRX,2015-01-05,2006421,"LOCAL LAW"
9CRX,2015-01-05,1045571,"LOCAL LAW"
2339,2015-01-05,1045407,CONSTRUCTION
9CRX,2015-01-05,1060493,"LOCAL LAW"
2549,2015-01-05,1005081,CONSTRUCTION
9CRX,2015-01-05,1061156,"LOCAL LAW"
9CRX,2015-01-05,1054961,"LOCAL LAW"
9CRX,2015-01-05,1058390,"LOCAL LAW"
2452,2015-01-05,3050556,
2218,2015-01-05,1086106,"QUALITY OF LIFE"
2607,2015-01-02,3101228,ELEVATOR
2565,2015-01-02,2093696,
2565,2015-01-02,2093697,CONSTRUCTION
2565,2015-01-02,2093697,CONSTRUCTION
2583,2015-01-02,4215612,ELEVATOR
2565,2015-01-02,2093696,CONSTRUCTION
2565,2015-01-02,2013303,CONSTRUCTION
2600,2015-01-02,1056384,CONSTRUCTION
2584,2015-01-02,2014580,ELEVATOR
2608,2015-01-02,1087720,ELECTRICAL
2607,2015-01-02,3101228,ELEVATOR
2616,2015-01-02,1007376,
2460,2015-01-02,1059935,ELEVATOR
2583,2015-01-02,4215612,ELEVATOR
2586,2015-01-02,2014580,ELEVATOR
2608,2015-01-02,1087720,
2302,2014-12-31,1005786,CONSTRUCTION
2422,2014-12-31,1035441,CONSTRUCTION
2608,2014-12-31,1083932,
2387,2014-12-31,2092403,CONSTRUCTION
2302,2014-12-31,1005786,CONSTRUCTION
2381,2014-12-31,1061727,
2302,2014-12-31,1005786,CONSTRUCTION
2565,2014-12-31,1063000,CONSTRUCTION
2565,2014-12-31,1063020,CONSTRUCTION
2600,2014-12-30,1015483,CONSTRUCTION
2302,2014-12-30,1006253,CONSTRUCTION
2600,2014-12-30,1015685,CONSTRUCTION
1983,2014-12-30,2008027,CONSTRUCTION
2460,2014-12-30,1062949,ELEVATOR
2608,2014-12-30,4099033,CONSTRUCTION
2584,2014-12-30,2013886,ELEVATOR
2600,2014-12-30,1015483,CONSTRUCTION
2607,2014-12-30,1016889,ELEVATOR
2252,2014-12-30,2005752,CONSTRUCTION
0614,2014-12-30,3063195,ELEVATOR
2252,2014-12-30,2005752,CONSTRUCTION
2302,2014-12-30,1006253,CONSTRUCTION
2600,2014-12-30,1015685,CONSTRUCTION
2610,2014-12-30,1001266,CONSTRUCTION
1983,2014-12-30,2008027,CONSTRUCTION
2543,2014-12-30,4436178,CONSTRUCTION
2608,2014-12-30,4099033,CONSTRUCTION
2506,2014-12-30,1063351,ELEVATOR
2302,2014-12-30,1004757,CONSTRUCTION
2283,2014-12-29,1062462,
2542,2014-12-29,1044858,ELEVATOR
1983,2014-12-29,4439180,CONSTRUCTION
1334,2014-12-29,3245066,ELEVATOR
1904,2014-12-29,4117047,CONSTRUCTION
2584,2014-12-29,2118205,ELEVATOR
1983,2014-12-29,4004872,CONSTRUCTION
2427,2014-12-29,2009013,
2608,2014-12-29,4001313,CONSTRUCTION
2362,2014-12-28,4029987,ELEVATOR
2362,2014-12-28,4028767,ELEVATOR
1129,2014-12-27,3116000,BOILER
2271,2014-12-27,1020443,CONSTRUCTION
2584,2014-12-27,2095314,ELEVATOR
2271,2014-12-27,1087118,CONSTRUCTION
2276,2014-12-27,1088417,ELECTRICAL
2584,2014-12-27,2010236,ELEVATOR
2271,2014-12-27,1087118,CONSTRUCTION
2271,2014-12-27,1087118,CONSTRUCTION
2252,2014-12-26,3061593,
2607,2014-12-26,1088816,ELEVATOR
2587,2014-12-26,4000240,ELEVATOR
2565,2014-12-26,2007284,CONSTRUCTION
2543,2014-12-26,1045398,CONSTRUCTION
2252,2014-12-26,3061593,
2607,2014-12-26,1088816,ELEVATOR
2246,2014-12-26,1088912,CONSTRUCTION
2587,2014-12-26,4000240,ELEVATOR
2549,2014-12-24,1802206,
2302,2014-12-24,1004999,CONSTRUCTION
2543,2014-12-24,4303677,
2302,2014-12-24,1004999,CONSTRUCTION
2449,2014-12-24,3339457,CONSTRUCTION
2422,2014-12-24,1058105,
2246,2014-12-24,1062699,
2246,2014-12-24,1062310,CONSTRUCTION
2346,2014-12-24,3053346,CONSTRUCTION
2302,2014-12-24,1004999,CONSTRUCTION
1904,2014-12-24,4117333,
2302,2014-12-24,1005027,CONSTRUCTION
2232,2014-12-24,3061991,ELECTRICAL
2449,2014-12-24,3339457,CONSTRUCTION
2246,2014-12-24,1062310,
1180,2014-12-23,4232979,ELEVATOR
1845,2014-12-23,3116155,CONSTRUCTION
2151,2014-12-23,1002855,CONSTRUCTION
2535,2014-12-23,1089438,CONSTRUCTION
2421,2014-12-23,2012464,
2274,2014-12-23,2046201,ELEVATOR
2232,2014-12-23,3335129,CONSTRUCTION
2274,2014-12-23,2046201,ELEVATOR
2531,2014-12-23,4005065,
2535,2014-12-23,1089438,CONSTRUCTION
2271,2014-12-23,1020443,CONSTRUCTION
2547,2014-12-23,3121396,
2282,2014-12-23,1007013,CONSTRUCTION
2527,2014-12-23,4311947,ELEVATOR
2358,2014-12-23,3327565,ELEVATOR
2584,2014-12-23,2116644,ELEVATOR
2276,2014-12-23,3045858,ELECTRICAL
0103,2014-12-23,1088760,CONSTRUCTION
2274,2014-12-23,2046201,ELEVATOR
2274,2014-12-23,2046201,ELEVATOR
1999,2014-12-23,2005359,ELEVATOR
2535,2014-12-23,1089438,
2438,2014-12-22,2006453,
2584,2014-12-22,2002161,ELEVATOR
2246,2014-12-22,1059321,CONSTRUCTION
2544,2014-12-22,4209830,CONSTRUCTION
2528,2014-12-22,3336897,ELEVATOR
2399,2014-12-22,1004504,
2528,2014-12-22,3336897,ELEVATOR
9CRX,2014-12-22,1043252,"LOCAL LAW"
9CRX,2014-12-22,1046034,"LOCAL LAW"
2460,2014-12-22,1062454,ELEVATOR
2421,2014-12-22,2016136,
9CRX,2014-12-22,1029891,"LOCAL LAW"
2420,2014-12-22,1063253,
9CRX,2014-12-22,1035077,"LOCAL LAW"
2151,2014-12-22,1006404,CONSTRUCTION
2584,2014-12-22,2002069,ELEVATOR
1129,2014-12-22,3110194,BOILER
9CRX,2014-12-22,1038613,"LOCAL LAW"
9CRX,2014-12-22,1045988,"LOCAL LAW"
9CRX,2014-12-22,1036231,"LOCAL LAW"
1244,2014-12-22,1004570,ELECTRICAL
9CRX,2014-12-22,1022561,"LOCAL LAW"
2420,2014-12-22,1063253,
9CRX,2014-12-22,1035077,"LOCAL LAW"
2528,2014-12-22,3204886,ELEVATOR
2402,2014-12-22,4045227,CONSTRUCTION
2460,2014-12-22,1063320,ELEVATOR
2283,2014-12-22,1030096,
9CRX,2014-12-22,1024937,"LOCAL LAW"
9CRX,2014-12-22,1047669,"LOCAL LAW"
9CRX,2014-12-22,1036867,"LOCAL LAW"
9CRX,2014-12-22,1045953,"LOCAL LAW"
9CRX,2014-12-22,1047659,"LOCAL LAW"
9CRX,2014-12-22,1044078,"LOCAL LAW"
2151,2014-12-22,1006404,CONSTRUCTION
2584,2014-12-22,2002070,ELEVATOR
2544,2014-12-22,4209830,
2528,2014-12-22,3336897,ELEVATOR
9CRX,2014-12-22,1034479,"LOCAL LAW"
2544,2014-12-22,3039814,
9CRX,2014-12-22,1034501,"LOCAL LAW"
2506,2014-12-22,1063381,ELEVATOR
2543,2014-12-22,4446930,
2584,2014-12-22,2002218,ELEVATOR
2151,2014-12-22,1006434,CONSTRUCTION
2246,2014-12-22,1055479,CONSTRUCTION
2528,2014-12-22,3336897,ELEVATOR
9CRX,2014-12-22,1029658,"LOCAL LAW"
2544,2014-12-22,3006399,CONSTRUCTION
9CRX,2014-12-22,1038634,"LOCAL LAW"
9CRX,2014-12-22,1039577,"LOCAL LAW"
2420,2014-12-22,1063253,CONSTRUCTION
9CRX,2014-12-22,1034818,"LOCAL LAW"
9CRX,2014-12-22,1045202,"LOCAL LAW"
2584,2014-12-22,2002068,ELEVATOR
9CRX,2014-12-22,1030396,"LOCAL LAW"
2544,2014-12-22,3006399,CONSTRUCTION
9CRX,2014-12-22,1029632,"LOCAL LAW"
9CRX,2014-12-22,1034250,"LOCAL LAW"
9CRX,2014-12-22,1035425,"LOCAL LAW"
2402,2014-12-22,4045227,CONSTRUCTION
2246,2014-12-22,1061156,
2460,2014-12-22,1084006,ELEVATOR
9CRX,2014-12-22,1030365,"LOCAL LAW"
2283,2014-12-22,1030096,
2550,2014-12-21,3066596,
2271,2014-12-21,1079887,
2550,2014-12-21,3066596,
2507,2014-12-20,4113027,ELEVATOR
2507,2014-12-20,4113662,ELEVATOR
2255,2014-12-20,1052000,
2271,2014-12-20,1088815,
2420,2014-12-20,2026282,
2420,2014-12-20,2026282,
2584,2014-12-20,2018567,ELEVATOR
2342,2014-12-20,3107761,CONSTRUCTION
2271,2014-12-20,1062464,CONSTRUCTION
2412,2014-12-19,4210396,CONSTRUCTION
2224,2014-12-19,1025150,CONSTRUCTION
2506,2014-12-19,2003023,
2218,2014-12-19,1025147,
1244,2014-12-19,1062959,ELECTRICAL
2224,2014-12-19,1025150,
2528,2014-12-19,3059262,ELEVATOR
2185,2014-12-19,3055969,
2185,2014-12-19,3000655,
2218,2014-12-19,1025147,PLUMBING
2240,2014-12-19,1088815,
2224,2014-12-19,1025150,
2584,2014-12-19,2005463,ELEVATOR
2411,2014-12-19,3328791,
2218,2014-12-19,1025147,CONSTRUCTION
2224,2014-12-19,1025150,
2506,2014-12-19,2003023,ELEVATOR
2528,2014-12-19,3059262,ELEVATOR
2218,2014-12-19,1025147,
2224,2014-12-19,1025150,PLUMBING
2528,2014-12-19,3054782,ELEVATOR
2282,2014-12-19,1084511,CONSTRUCTION
2185,2014-12-19,3000655,
2218,2014-12-19,1025147,
,2014-12-18,2013844,CONSTRUCTION
2565,2014-12-18,2014745,CONSTRUCTION
1807,2014-12-18,3024170,
2531,2014-12-18,4005065,
2550,2014-12-18,3389801,
2569,2014-12-18,1037997,
2341,2014-12-18,1057853,
2331,2014-12-18,2002847,CONSTRUCTION
2565,2014-12-18,2014745,CONSTRUCTION
2387,2014-12-18,1030972,CONSTRUCTION
2381,2014-12-18,2017013,CONSTRUCTION
1807,2014-12-18,3024170,CONSTRUCTION
2246,2014-12-18,1049819,
2565,2014-12-18,2014745,
2426,2014-12-18,2083245,CONSTRUCTION
2426,2014-12-18,2083245,CONSTRUCTION
2421,2014-12-18,2006470,
2543,2014-12-18,4112964,
2531,2014-12-18,4541663,
1739,2014-12-18,1002970,ELEVATOR
2341,2014-12-18,1057853,
2387,2014-12-18,1030972,CONSTRUCTION
2331,2014-12-18,2002847,CONSTRUCTION
2565,2014-12-18,2014745,CONSTRUCTION
2341,2014-12-18,1041036,
1807,2014-12-18,3024170,CONSTRUCTION
2421,2014-12-18,2006613,CONSTRUCTION
2569,2014-12-18,1037997,
2341,2014-12-18,1057853,
2246,2014-12-18,1015729,CONSTRUCTION
2565,2014-12-18,2014745,"CRANES "
,2014-12-18,4080522,CONSTRUCTION
2421,2014-12-18,2006470,
2185,2014-12-18,3083599,
2341,2014-12-18,1057853,CONSTRUCTION
1244,2014-12-17,1005786,ELECTRICAL
2271,2014-12-17,1040555,
2547,2014-12-17,3197899,ELEVATOR
2246,2014-12-17,1020103,
2422,2014-12-17,1057677,CONSTRUCTION
2535,2014-12-17,1033139,
2506,2014-12-17,2003023,ELEVATOR
2550,2014-12-17,3036881,
1244,2014-12-17,1005786,ELECTRICAL
2550,2014-12-17,3036881,
2531,2014-12-17,4005065,
2562,2014-12-17,2127019,CONSTRUCTION
1244,2014-12-17,1063320,ELECTRICAL
2246,2014-12-17,1020444,
0828,2014-12-17,1088760,CONSTRUCTION
1244,2014-12-17,1005786,ELECTRICAL
2358,2014-12-17,3035120,ELEVATOR
2531,2014-12-17,4005065,
2282,2014-12-17,1063351,CONSTRUCTION
2246,2014-12-17,1020103,
0380,2014-12-17,2017536,ELEVATOR
2422,2014-12-17,1057677,CONSTRUCTION
1514,2014-12-17,2023962,ELEVATOR
2426,2014-12-17,2012997,CONSTRUCTION
2210,2014-12-17,1001590,CONSTRUCTION
2422,2014-12-17,1057677,
2547,2014-12-17,3197899,ELEVATOR
2531,2014-12-17,4005065,
1244,2014-12-17,1063320,ELECTRICAL
1244,2014-12-17,1005786,ELECTRICAL
2550,2014-12-17,3396444,
2358,2014-12-17,3035120,ELEVATOR
2531,2014-12-17,4005065,
1961,2014-12-17,2013718,CONSTRUCTION
2562,2014-12-17,2127019,CONSTRUCTION
2282,2014-12-17,1063351,CONSTRUCTION
2506,2014-12-16,1051514,ELEVATOR
2574,2014-12-16,1007376,CONSTRUCTION
2576,2014-12-16,1088896,
2399,2014-12-16,2057043,CONSTRUCTION
2460,2014-12-16,1063188,ELEVATOR
2344,2014-12-16,1077229,CONSTRUCTION
2555,2014-12-16,3107313,
2576,2014-12-16,1088896,
2531,2014-12-16,4541663,
2576,2014-12-16,1088896,CONSTRUCTION
2535,2014-12-16,1038899,CONSTRUCTION
2574,2014-12-16,1007376,CONSTRUCTION
2576,2014-12-16,1088896,CONSTRUCTION
2555,2014-12-16,3107313,CONSTRUCTION
2576,2014-12-16,1088896,
2531,2014-12-16,4541663,
2576,2014-12-16,1088896,CONSTRUCTION
2246,2014-12-16,1018137,CONSTRUCTION
2492,2014-12-16,2013844,BOILER
2574,2014-12-16,1007376,CONSTRUCTION
2576,2014-12-16,1088896,CONSTRUCTION
2547,2014-12-16,3201730,ELEVATOR
2555,2014-12-16,3107313,
2576,2014-12-16,1088896,
2576,2014-12-16,1088896,
2358,2014-12-16,3321834,ELEVATOR
2542,2014-12-16,1016745,ELEVATOR
2574,2014-12-16,1007376,CONSTRUCTION
2246,2014-12-16,1020444,
2576,2014-12-16,1088896,
2246,2014-12-16,1019947,
2555,2014-12-16,3107313,
2550,2014-12-16,3061835,
2576,2014-12-16,1088896,CONSTRUCTION
2531,2014-12-16,4541663,
2576,2014-12-16,1088896,
2246,2014-12-16,1018137,CONSTRUCTION
2420,2014-12-16,2005568,
2574,2014-12-16,1007376,CONSTRUCTION
2576,2014-12-16,1088896,
2574,2014-12-16,1007376,CONSTRUCTION
2547,2014-12-16,3201730,ELEVATOR
0860,2014-12-16,2017220,
2506,2014-12-16,1051514,ELEVATOR
2576,2014-12-16,1088896,CONSTRUCTION
2576,2014-12-16,1088896,
2358,2014-12-16,3321834,ELEVATOR
2506,2014-12-16,1051514,ELEVATOR
2506,2014-12-16,1051514,ELEVATOR
1129,2014-12-15,3336547,BOILER
2246,2014-12-15,1018533,CONSTRUCTION
2542,2014-12-15,1086160,ELEVATOR
1129,2014-12-15,3336547,BOILER
2283,2014-12-15,2013718,
2584,2014-12-15,2007853,ELEVATOR
0641,2014-12-15,1080686,ELEVATOR
2246,2014-12-15,1034479,
1129,2014-12-15,3336547,BOILER
2558,2014-12-15,1016284,ELEVATOR
2246,2014-12-15,1034479,
0380,2014-12-15,2018417,ELEVATOR
2584,2014-12-15,2005568,ELEVATOR
1129,2014-12-15,3336547,BOILER
2506,2014-12-15,1064412,ELEVATOR
2342,2014-12-15,1086160,ELEVATOR
1129,2014-12-15,3336547,BOILER
2584,2014-12-15,2007853,ELEVATOR
2215,2014-12-14,1062803,CONSTRUCTION
1904,2014-12-13,4431358,
2506,2014-12-13,1036926,ELEVATOR
2246,2014-12-13,1015621,
2506,2014-12-13,1036926,ELEVATOR
1129,2014-12-13,2083947,CONSTRUCTION
2506,2014-12-13,1036926,ELEVATOR
1129,2014-12-13,1063525,CONSTRUCTION
2506,2014-12-13,1036926,ELEVATOR
2506,2014-12-13,1036926,ELEVATOR
2246,2014-12-13,1015729,
2246,2014-12-13,1015729,
2506,2014-12-13,1036926,ELEVATOR
2506,2014-12-13,1036926,ELEVATOR
1129,2014-12-13,1063525,BOILER
2506,2014-12-13,1036926,ELEVATOR
9CRX,2014-12-12,1002902,"LOCAL LAW"
2460,2014-12-12,1051786,ELEVATOR
9CRX,2014-12-12,1013497,"LOCAL LAW"
9CRX,2014-12-12,1001421,"LOCAL LAW"
9CRX,2014-12-12,1019972,"LOCAL LAW"
1514,2014-12-12,2062958,ELEVATOR
9CRX,2014-12-12,1007713,"LOCAL LAW"
9CRX,2014-12-12,1008216,"LOCAL LAW"
2460,2014-12-12,1051601,ELEVATOR
2609,2014-12-12,2006021,BOILER
2438,2014-12-12,3075861,BOILER
9CRX,2014-12-12,1016065,"LOCAL LAW"
9CRX,2014-12-12,1002856,"LOCAL LAW"
9CRX,2014-12-12,1015040,"LOCAL LAW"
1514,2014-12-12,2068133,ELEVATOR
9CRX,2014-12-12,1009492,"LOCAL LAW"
9CRX,2014-12-12,1010404,"LOCAL LAW"
9CRX,2014-12-12,1018115,"LOCAL LAW"
2422,2014-12-12,1054809,CONSTRUCTION
9CRX,2014-12-12,1088966,"LOCAL LAW"
2550,2014-12-12,3072713,
9CRX,2014-12-12,1017834,"LOCAL LAW"
9CRX,2014-12-12,1015060,"LOCAL LAW"
9CRX,2014-12-12,1011322,"LOCAL LAW"
9CRX,2014-12-12,1017092,"LOCAL LAW"
9CRX,2014-12-12,1015007,"LOCAL LAW"
