comp_disp_inspection_by,comp_disp_date,nyc_BIN,location
2600,2016-11-04,1017835,"40.7360256,-73.9882063"
2600,2016-11-04,1017835,"40.7360256,-73.9882063"
2787,2016-11-04,1060086,"40.8188040,-73.9396400"
2787,2016-11-04,1060086,"40.8188040,-73.9396400"
2556,2016-11-04,1060086,"40.8188040,-73.9396400"
2556,2016-11-04,1060086,"40.8188040,-73.9396400"
2556,2016-11-04,1060086,"40.8188040,-73.9396400"
2556,2016-11-04,1060086,"40.8188040,-73.9396400"
2715,2016-11-04,1057061,"40.7959590,-73.9734280"
2600,2016-11-04,1014264,"40.7477624,-73.9934165"
2562,2016-11-04,1015921,"40.7514061,-73.9857264"
1780,2016-11-04,1029658,"40.7767432,-73.9816571"
2600,2016-11-04,1011225,"40.7347950,-74.0058360"
1780,2016-11-04,1085019,"0.0000000,0.0000000"
1780,2016-11-04,1048566,"40.7748039,-73.9544447"
1780,2016-11-04,1048566,"40.7748039,-73.9544447"
860,2016-11-04,1064153,"40.8608949,-73.9260769"
860,2016-11-04,1064938,"40.8668566,-73.9263283"
2351,2016-11-04,1057287,"40.8030470,-73.9684429"
2556,2016-11-04,1058267,"40.8150490,-73.9423440"
2556,2016-11-04,1058267,"40.8150490,-73.9423440"
2351,2016-11-04,1055052,"40.8023140,-73.9511230"
860,2016-11-04,1064963,"40.8680230,-73.9245200"
2351,2016-11-04,1076524,
860,2016-11-04,1064938,"40.8668566,-73.9263283"
2633,2016-11-03,4303819,"40.5819821,-73.8260085"
1913,2016-11-03,4234283,"40.7064990,-73.7538410"
1913,2016-11-03,4234282,"40.7064390,-73.7540880"
1913,2016-11-03,4234281,"40.7063820,-73.7543180"
1984,2016-11-03,4075086,"40.7247254,-73.8548893"
2583,2016-11-03,4113575,"40.7590700,-73.8282240"
1913,2016-11-03,4077469,"40.7211906,-73.8483610"
1913,2016-11-03,4077469,"40.7211906,-73.8483610"
1913,2016-11-03,4077469,"40.7211906,-73.8483610"
1913,2016-11-03,4077469,"40.7211906,-73.8483610"
1913,2016-11-03,4077469,"40.7211906,-73.8483610"
1913,2016-11-03,4077469,"40.7211906,-73.8483610"
1913,2016-11-03,4077469,"40.7211906,-73.8483610"
2556,2016-11-03,4051291,"40.7356320,-73.8528282"
2556,2016-11-03,4051291,"40.7356320,-73.8528282"
2343,2016-11-03,4010261,"40.7675605,-73.9127483"
1760,2016-11-03,4079258,"40.7061590,-73.8350010"
2748,2016-11-03,4300236,"40.6052370,-73.7576524"
1913,2016-11-03,4003540,"40.7431024,-73.9366909"
1913,2016-11-03,4003540,"40.7431024,-73.9366909"
2284,2016-11-03,4082570,"40.7018073,-73.9086658"
2227,2016-11-03,4003540,"40.7431024,-73.9366909"
2227,2016-11-03,4003540,"40.7431024,-73.9366909"
2574,2016-11-03,3002928,"40.6906216,-73.9975518"
2512,2016-11-03,3073224,"40.7031170,-73.9223420"
2633,2016-11-03,3024549,"40.6741529,-73.9718089"
2610,2016-11-03,3024549,"40.6741529,-73.9718089"
1760,2016-11-03,3000495,"40.6894035,-73.9856444"
686,2016-11-03,3055748,"40.6876470,-73.9619950"
2270,2016-11-03,3378523,"40.6852497,-73.9825191"
2688,2016-11-03,3058264,"40.6923834,-73.9779359"
2687,2016-11-03,3095889,"40.6728089,-73.8660208"
2512,2016-11-03,3073224,"40.7031170,-73.9223420"
2574,2016-11-03,3031680,"40.6723118,-73.9439297"
2742,2016-11-03,3320628,
1995,2016-11-03,3180676,
1995,2016-11-03,3180676,
2399,2016-11-03,3055074,"40.6905170,-73.9667810"
2399,2016-11-03,3055074,"40.6905170,-73.9667810"
2633,2016-11-03,2083685,"40.8823580,-73.9034400"
2556,2016-11-03,2007879,"40.8473619,-73.9100150"
2666,2016-11-03,2007879,"40.8473619,-73.9100150"
2666,2016-11-03,2120470,"40.8472840,-73.9097020"
2412,2016-11-03,2083139,
2556,2016-11-03,2007879,"40.8473619,-73.9100150"
2565,2016-11-03,2014355,"40.8630735,-73.9018543"
2556,2016-11-03,2120470,"40.8472840,-73.9097020"
2744,2016-11-03,2013805,"40.8596020,-73.8991970"
2688,2016-11-03,2005886,"40.8203030,-73.8913670"
2543,2016-11-03,2014355,"40.8630735,-73.9018543"
2688,2016-11-03,2017676,"40.8827060,-73.8842389"
2744,2016-11-03,2083560,"40.8819214,-73.9041534"
2713,2016-11-03,2011837,"40.8481715,-73.8944972"
860,2016-11-03,2103572,"40.8140060,-73.9139090"
2396,2016-11-03,1027176,"40.7710864,-73.9913877"
2396,2016-11-03,1027176,"40.7708811,-73.9914791"
2282,2016-11-03,1016986,
1795,2016-11-03,1076844,"40.7580015,-73.9856053"
1795,2016-11-03,1076844,"40.7581957,-73.9850757"
1795,2016-11-03,1076844,"40.7580320,-73.9848319"
1795,2016-11-03,1063572,"40.8472240,-73.9372390"
2282,2016-11-03,1063572,"40.8472240,-73.9372390"
526,2016-11-03,1063572,"40.8472240,-73.9372390"
1795,2016-11-03,1080686,"40.7434240,-73.9903180"
2765,2016-11-03,1063337,"40.8380660,-73.9453020"
2676,2016-11-03,1024703,"0.0000000,0.0000000"
2676,2016-11-03,1088110,"40.7620782,-73.9929344"
2765,2016-11-03,1063333,"40.8376220,-73.9449829"
2765,2016-11-03,1063351,"40.8366726,-73.9437083"
2555,2016-11-03,1005676,"40.7206190,-73.9934700"
2341,2016-11-03,1064101,"40.8568615,-73.9318833"
2527,2016-11-03,1016894,"0.0000000,0.0000000"
2543,2016-11-03,1031993,"40.7838458,-73.9762252"
2543,2016-11-03,1031993,"40.7838458,-73.9762252"
2543,2016-11-03,1027195,"40.7699899,-73.9830875"
2543,2016-11-03,1027195,
2252,2016-11-03,1087780,"40.7886729,-73.9411623"
2271,2016-11-03,1008423,"40.7270311,-73.9947224"
2669,2016-11-03,1008423,"40.7270311,-73.9947224"
2785,2016-11-03,1079064,"40.7091361,-74.0075662"
2669,2016-11-03,1080357,"40.7416770,-74.0061097"
860,2016-11-03,1082387,"0.0000000,0.0000000"
2556,2016-11-03,1062439,"40.8288432,-73.9490636"
2765,2016-11-03,1063813,"40.8529100,-73.9296080"
2556,2016-11-03,1063813,"40.8529100,-73.9296080"
2767,2016-11-03,1079869,"40.8390426,-73.9394236"
237,2016-11-02,5105549,"40.5636340,-74.1123110"
2304,2016-11-02,5089354,
2543,2016-11-02,4449512,"40.7529386,-73.8727051"
2632,2016-11-02,4457899,"40.5839900,-73.8169390"
2232,2016-11-02,4534020,"0.0000000,0.0000000"
2232,2016-11-02,4534020,"0.0000000,0.0000000"
2583,2016-11-02,4051291,"40.7356320,-73.8528282"
1913,2016-11-02,4000740,"40.7431070,-73.9413189"
2688,2016-11-02,4077469,"40.7211906,-73.8483610"
2748,2016-11-02,4053027,"40.7389068,-73.9198200"
1913,2016-11-02,4045227,"40.7385022,-73.8759735"
1913,2016-11-02,4045227,"40.7385022,-73.8759735"
2552,2016-11-02,4115061,"40.7554800,-73.8313205"
2552,2016-11-02,4115061,
2512,2016-11-02,3036760,"40.6712870,-73.9339730"
1760,2016-11-02,3348360,"40.6659099,-73.8916890"
2374,2016-11-02,3033530,"40.6678480,-73.9514839"
2773,2016-11-02,3033530,"40.6678480,-73.9514839"
2376,2016-11-02,3063067,"40.7137710,-73.9645630"
2512,2016-11-02,3072806,"40.7071450,-73.9205200"
2342,2016-11-02,3063067,"40.7137710,-73.9645630"
686,2016-11-02,3345767,"40.6299992,-73.9703020"
2722,2016-11-02,3074559,"40.7019400,-73.9183640"
2342,2016-11-02,3063067,"40.7137710,-73.9645630"
2342,2016-11-02,3063067,"40.7137710,-73.9645630"
2342,2016-11-02,3063067,"40.7137710,-73.9645630"
686,2016-11-02,3057751,
2777,2016-11-02,3118787,"40.6420310,-73.9610220"
2554,2016-11-02,3396858,"40.7194260,-73.9611800"
2556,2016-11-02,3118787,"40.6420310,-73.9610220"
2574,2016-11-02,3031680,"40.6723118,-73.9439297"
2491,2016-11-02,3072138,"40.7052320,-73.9258450"
2342,2016-11-02,3330686,"40.6716897,-73.9515541"
1334,2016-11-02,3320627,
2556,2016-11-02,3320627,
2399,2016-11-02,3328200,"40.6832440,-73.8861270"
686,2016-11-02,3079744,"40.6890570,-73.9068790"
2608,2016-11-02,3001859,"40.6976000,-73.9940423"
2817,2016-11-02,3248963,"0.0000000,0.0000000"
2761,2016-11-02,3182861,"40.6074020,-73.9601859"
686,2016-11-02,3117102,"40.6486551,-73.9624923"
2374,2016-11-02,2072410,"40.8816100,-73.8280840"
2773,2016-11-02,2072410,"40.8816100,-73.8280840"
737,2016-11-02,2014355,"40.8630735,-73.9018543"
2584,2016-11-02,2017526,"40.8694690,-73.8939420"
2584,2016-11-02,2017526,"0.0000000,0.0000000"
2584,2016-11-02,2014664,"40.8649426,-73.9024137"
2584,2016-11-02,2017617,"40.8718930,-73.8888430"
2554,2016-11-02,2000039,"40.8069980,-73.9186610"
860,2016-11-02,2012023,"40.8478850,-73.8913880"
2584,2016-11-02,2048776,"40.8520070,-73.8670770"
2556,2016-11-02,2048776,"40.8520070,-73.8670770"
2732,2016-11-02,2002784,"40.8230530,-73.9243045"
2565,2016-11-02,2091947,"40.9038033,-73.9056003"
2554,2016-11-02,2093995,"40.8078550,-73.9292750"
2703,2016-11-02,2006460,"40.8187010,-73.8870020"
2732,2016-11-02,2113353,"40.8223160,-73.8908530"
2277,2016-11-02,2002796,"40.8264460,-73.9225826"
2277,2016-11-02,2002796,"40.8264752,-73.9223875"
2530,2016-11-02,1082154,"40.7488834,-73.9744840"
2555,2016-11-02,1089424,"40.7502185,-74.0046604"
2744,2016-11-02,1085146,"40.7957670,-73.9341150"
235,2016-11-02,1033696,"40.7938028,-73.9713349"
235,2016-11-02,1033696,"40.7938270,-73.9713170"
235,2016-11-02,1033696,"40.7938270,-73.9713170"
235,2016-11-02,1033696,"40.7938270,-73.9713170"
2542,2016-11-02,1082154,"40.7488834,-73.9744840"
2530,2016-11-02,1082154,"40.7488834,-73.9744840"
2632,2016-11-02,1040011,"40.7592510,-73.9636809"
2783,2016-11-02,1040011,"40.7592510,-73.9636809"
2789,2016-11-02,1079647,
2657,2016-11-02,1020545,"40.7363564,-73.9808007"
2565,2016-11-02,1050870,"40.7718500,-73.9488130"
2562,2016-11-02,1051137,"40.7719920,-73.9473650"
2565,2016-11-02,1052025,"40.7922352,-73.9458178"
2562,2016-11-02,1051137,"40.7719920,-73.9473650"
2543,2016-11-02,1031993,"40.7838458,-73.9762252"
2713,2016-11-02,1053082,"40.7955860,-73.9336820"
2713,2016-11-02,1086046,"40.7976160,-73.9481640"
2420,2016-11-02,1064153,"40.8608949,-73.9260769"
2744,2016-11-02,1053829,"40.8114850,-73.9419489"
2744,2016-11-02,1007973,"40.7257830,-73.9983530"
2785,2016-11-02,1079064,"40.7091361,-74.0075662"
2713,2016-11-02,1083932,"40.7865145,-73.9419678"
1795,2016-11-02,1088760,"40.7575067,-73.9877717"
2765,2016-11-02,1084007,"40.7998830,-73.9517610"
2765,2016-11-02,1079501,
2765,2016-11-02,1062949,"40.8369833,-73.9404471"
2765,2016-11-02,1079869,"40.8390426,-73.9394236"
2676,2016-11-02,1053578,"40.8080480,-73.9427530"
2713,2016-11-02,1062439,"40.8288432,-73.9490636"
2765,2016-11-02,1062967,"40.8389979,-73.9379529"
860,2016-11-02,1064855,"40.8664119,-73.9193630"
2246,2016-11-01,4040898,"40.7683376,-73.8682449"
2374,2016-11-01,4040898,"40.7683376,-73.8682449"
2727,2016-11-01,4217650,"40.7052790,-73.7884170"
2374,2016-11-01,4217650,"40.7052790,-73.7884170"
2374,2016-11-01,4040898,"40.7683376,-73.8682449"
2771,2016-11-01,4040898,"40.7683376,-73.8682449"
1998,2016-11-01,4075086,"40.7247254,-73.8548893"
1998,2016-11-01,4075086,"40.7247254,-73.8548893"
2543,2016-11-01,4036162,"40.7526419,-73.8733419"
2341,2016-11-01,4115055,"40.7549580,-73.8316240"
2749,2016-11-01,4052577,"40.7206670,-73.8403809"
2749,2016-11-01,4052577,"40.7206670,-73.8403809"
2749,2016-11-01,4052577,"40.7206670,-73.8403809"
2750,2016-11-01,4234837,"0.0000000,0.0000000"
2750,2016-11-01,4234837,"0.0000000,0.0000000"
2749,2016-11-01,4052577,"40.7206670,-73.8403809"
2556,2016-11-01,4530770,"40.7378707,-73.8732301"
2556,2016-11-01,4037275,"40.7449232,-73.8841469"
2351,2016-11-01,3340599,"40.6227563,-74.0287765"
2246,2016-11-01,3325981,"40.7042585,-73.9338680"
2374,2016-11-01,3325981,"40.7042585,-73.9338680"
2535,2016-11-01,3022819,"40.6689740,-73.9903080"
2374,2016-11-01,3325981,"40.7042585,-73.9338680"
2771,2016-11-01,3325981,"40.7042585,-73.9338680"
2535,2016-11-01,3022819,"40.6689740,-73.9903080"
2535,2016-11-01,3022819,"40.6689740,-73.9903080"
2779,2016-11-01,3398591,"40.6818163,-73.9752930"
2535,2016-11-01,3022819,"40.6689740,-73.9903080"
2779,2016-11-01,3063067,"40.7137710,-73.9645630"
2646,2016-11-01,3057751,
2779,2016-11-01,3063067,"40.7137710,-73.9645630"
2574,2016-11-01,3330686,"40.6716897,-73.9515541"
686,2016-11-01,3096971,"40.6649280,-73.8827410"
2610,2016-11-01,3247881,"40.5851860,-73.9345010"
2610,2016-11-01,3247881,"40.5852448,-73.9344683"
686,2016-11-01,3247881,"40.5851860,-73.9345010"
686,2016-11-01,3247881,"40.5852448,-73.9344683"
2654,2016-11-01,3196060,"40.5862982,-73.9673385"
2752,2016-11-01,3020567,"40.6751246,-73.9845935"
2656,2016-11-01,3031680,"40.6723118,-73.9439297"
2789,2016-11-01,3398367,"40.6699670,-73.9316580"
2188,2016-11-01,3342689,"40.6775026,-73.8799060"
2188,2016-11-01,3342688,"40.6775720,-73.8799369"
2188,2016-11-01,3342683,"40.6778005,-73.8799940"
2188,2016-11-01,3342685,"40.6777393,-73.8799787"
2188,2016-11-01,3336984,"40.6778744,-73.8799981"
2559,2016-11-01,3337329,"40.6315250,-73.9431330"
2685,2016-11-01,3043711,"40.6904320,-73.9377930"
2685,2016-11-01,3043711,"40.6904320,-73.9377930"
2685,2016-11-01,3043711,"40.6904320,-73.9377930"
2777,2016-11-01,3063047,"40.7100390,-73.9527380"
1334,2016-11-01,3246927,"40.5840991,-73.9577413"
1334,2016-11-01,3246066,
2761,2016-11-01,3063200,"40.7094163,-73.9537014"
2556,2016-11-01,3186146,"40.5956235,-73.9898567"
2556,2016-11-01,3181829,"40.6112720,-73.9593970"
2374,2016-11-01,2017838,"40.8843120,-73.8791730"
2246,2016-11-01,2017838,"40.8843120,-73.8791730"
2246,2016-11-01,2072410,"40.8816100,-73.8280840"
2374,2016-11-01,2072410,"40.8816100,-73.8280840"
2761,2016-11-01,2002727,"40.8312500,-73.9188820"
2556,2016-11-01,2002727,"40.8312500,-73.9188820"
2374,2016-11-01,2002144,"40.8305810,-73.9118830"
2771,2016-11-01,2002144,"40.8305810,-73.9118830"
2556,2016-11-01,2002727,"40.8312500,-73.9188820"
2556,2016-11-01,2002727,"40.8312500,-73.9188820"
1795,2016-11-01,2003078,"40.8374120,-73.9229960"
1795,2016-11-01,2003078,"40.8374120,-73.9229960"
1244,2016-11-01,2016875,"40.8684160,-73.8893900"
2584,2016-11-01,2013904,"40.8608390,-73.8999580"
2556,2016-11-01,2002727,"40.8312500,-73.9188820"
2556,2016-11-01,2002727,"40.8312500,-73.9188820"
2556,2016-11-01,2002727,"40.8312500,-73.9188820"
2556,2016-11-01,2017426,"40.8678470,-73.8937840"
2556,2016-11-01,2017426,"40.8678470,-73.8937840"
2676,2016-11-01,2007635,"40.8498380,-73.9076110"
2556,2016-11-01,2007635,"40.8498380,-73.9076110"
2666,2016-11-01,2045910,"40.8454000,-73.8349240"
2703,2016-11-01,2013614,"40.8623597,-73.8952922"
2556,2016-11-01,1079909,"40.8473910,-73.9341990"
2556,2016-11-01,1079909,"40.8473910,-73.9341990"
2556,2016-11-01,1079909,"40.8473910,-73.9341990"
2556,2016-11-01,1079909,"40.8473910,-73.9341990"
2556,2016-11-01,1079909,"40.8473910,-73.9341990"
2556,2016-11-01,1079909,"40.8473910,-73.9341990"
2556,2016-11-01,1079909,"40.8473910,-73.9341990"
2556,2016-11-01,1079909,"40.8473910,-73.9341990"
2556,2016-11-01,1079909,"40.8473910,-73.9341990"
2657,2016-11-01,1079266,"40.7660989,-73.9929110"
2765,2016-11-01,1079909,"40.8473910,-73.9341990"
2556,2016-11-01,1079909,"40.8473910,-73.9341990"
2556,2016-11-01,1079909,"40.8473910,-73.9341990"
2556,2016-11-01,1079909,"40.8473910,-73.9341990"
1795,2016-11-01,1014264,"40.7477624,-73.9934165"
2527,2016-11-01,1049819,"40.7740023,-73.9530184"
2632,2016-11-01,1040011,"40.7592510,-73.9636809"
2765,2016-11-01,1078884,"40.7971093,-73.9487062"
2556,2016-11-01,1079909,"40.8473910,-73.9341990"
2556,2016-11-01,1078884,"40.7971093,-73.9487062"
2722,2016-11-01,1060086,"40.8188040,-73.9396400"
2722,2016-11-01,1060086,"40.8188040,-73.9396400"
2556,2016-11-01,1078884,"40.7971093,-73.9487062"
2556,2016-11-01,1078884,"40.7971093,-73.9487062"
2765,2016-11-01,1030095,"40.7802060,-73.9799980"
2686,2016-11-01,1019647,"40.7375811,-73.9827292"
2341,2016-11-01,1064015,"40.8549970,-73.9308200"
2787,2016-11-01,1059991,"40.8163399,-73.9415490"
2686,2016-11-01,1085019,"0.0000000,0.0000000"
2341,2016-11-01,1004652,
2781,2016-11-01,1075475,"40.8152153,-73.9481644"
2402,2016-11-01,1027176,"40.7710864,-73.9913877"
2402,2016-11-01,1027176,"40.7708811,-73.9914791"
2765,2016-11-01,1056409,"40.7961699,-73.9701631"
2722,2016-11-01,1053829,"40.8114850,-73.9419489"
2402,2016-11-01,1002166,"40.7203234,-74.0083702"
2669,2016-11-01,1018009,"40.7391167,-73.9870468"
2722,2016-11-01,1083997,"40.8082015,-73.9364483"
1810,2016-11-01,1049819,"40.7740023,-73.9530184"
2713,2016-11-01,1084066,"40.8138158,-73.9498260"
2556,2016-11-01,1084066,"40.8138158,-73.9498260"
2556,2016-11-01,1084066,"40.8138158,-73.9498260"
2556,2016-11-01,1056409,"40.7961699,-73.9701631"
2713,2016-11-01,1055031,"40.8013490,-73.9529390"
1810,2016-11-01,1049819,"40.7740023,-73.9530184"
2224,2016-11-01,1025152,"40.7620520,-73.9880790"
2542,2016-10-31,5003118,"40.6323859,-74.0967570"
2449,2016-10-31,5039658,"40.5824180,-74.1659155"
2542,2016-10-31,5046266,"40.6046900,-74.0869510"
2542,2016-10-31,5046266,"40.6046900,-74.0869510"
2720,2016-10-31,4436179,"40.5944945,-73.7530624"
2720,2016-10-31,4436178,"40.5940940,-73.7515774"
2574,2016-10-31,4075086,"40.7247254,-73.8548893"
2747,2016-10-31,4011934,"40.7623690,-73.9132480"
2151,2016-10-31,4035855,"0.0000000,0.0000000"
2151,2016-10-31,4035855,"40.7503950,-73.8803360"
2596,2016-10-31,4080139,"40.7081660,-73.8280210"
2389,2016-10-31,3074559,"40.7019400,-73.9183640"
2389,2016-10-31,3074559,"40.7019400,-73.9183640"
2632,2016-10-31,3057751,
2530,2016-10-31,3079744,"40.6890570,-73.9068790"
2633,2016-10-31,3330686,"40.6716897,-73.9515541"
2344,2016-10-31,3062358,"40.7184008,-73.9640293"
2344,2016-10-31,3062358,"40.7184105,-73.9640175"
2742,2016-10-31,3331321,"40.7039491,-73.9628325"
2646,2016-10-31,3165840,"40.6043200,-73.9966060"
250,2016-10-31,3002928,"40.6906216,-73.9975518"
2399,2016-10-31,3031680,"40.6723118,-73.9439297"
2723,2016-10-31,3002539,"40.6927409,-73.9934177"
2389,2016-10-31,3031680,"40.6723118,-73.9439297"
2725,2016-10-31,3055658,"40.6884636,-73.9592824"
2725,2016-10-31,3055658,"40.6884636,-73.9592824"
2685,2016-10-31,3124738,"40.6439580,-73.9735590"
1334,2016-10-31,3247918,"40.5869005,-73.9329495"
2656,2016-10-31,3037393,"40.6691580,-73.9268300"
2761,2016-10-31,3063194,"40.7097150,-73.9532020"
2556,2016-10-31,3126867,"40.6386120,-73.9702380"
2680,2016-10-31,3136233,"40.6377750,-73.9886540"
2422,2016-10-31,3062142,"40.7144500,-73.9532700"
1780,2016-10-31,2024145,"40.8293477,-73.8705962"
1780,2016-10-31,2024145,"40.8305262,-73.8708752"
2666,2016-10-31,2015100,"40.8611091,-73.9105870"
1795,2016-10-31,2006667,"40.8128180,-73.8876450"
2556,2016-10-31,2015100,"40.8611091,-73.9105870"
2556,2016-10-31,2015100,"40.8611091,-73.9105870"
2556,2016-10-31,2015100,"40.8611091,-73.9105870"
2676,2016-10-31,2003109,"40.8392140,-73.9218090"
1780,2016-10-31,2014739,"40.8612341,-73.9075370"
2351,2016-10-31,2119403,"40.8058650,-73.9259050"
2556,2016-10-31,2003109,"40.8392140,-73.9218090"
2732,2016-10-31,2005080,"40.8124060,-73.9040120"
2351,2016-10-31,2119403,"40.8058650,-73.9259050"
2351,2016-10-31,2116170,"40.8190166,-73.9097174"
2351,2016-10-31,2114612,"40.8215160,-73.9145910"
2732,2016-10-31,2013614,"40.8623597,-73.8952922"
2412,2016-10-31,2084160,"40.8859809,-73.9099882"
2412,2016-10-31,2084151,"40.8859104,-73.9097872"
2752,2016-10-31,1020429,
2706,2016-10-31,1022624,"40.7574125,-73.9852816"
2282,2016-10-31,1080776,"40.7444291,-73.9857968"
2633,2016-10-31,1033204,"40.7895212,-73.9764621"
2633,2016-10-31,1005676,"40.7206190,-73.9934700"
2565,2016-10-31,1087335,"40.8000335,-73.9619541"
2788,2016-10-31,1079266,"40.7660989,-73.9929110"
2668,2016-10-31,1020078,"40.7447573,-73.9783690"
2706,2016-10-31,1031728,"40.7915634,-73.9651592"
2706,2016-10-31,1076844,"40.7580015,-73.9856053"
2706,2016-10-31,1076844,"40.7581957,-73.9850757"
2706,2016-10-31,1076844,"40.7580320,-73.9848319"
2668,2016-10-31,1001410,"40.7139538,-74.0096019"
1795,2016-10-31,1014453,"40.7542514,-73.9917648"
1795,2016-10-31,1026508,"40.7621701,-73.9921840"
2276,2016-10-31,1064101,"40.8568615,-73.9318833"
2276,2016-10-31,1064015,"40.8549970,-73.9308200"
2276,2016-10-31,1063987,"40.8520072,-73.9340547"
2374,2016-10-31,1061156,"40.8263270,-73.9425230"
2722,2016-10-31,1063425,"40.8442090,-73.9430930"
2562,2016-10-31,1015921,"40.7514061,-73.9857264"
2283,2016-10-31,1018041,"40.7394983,-73.9847236"
2722,2016-10-31,1040543,"40.7576890,-73.9607080"
2562,2016-10-31,1080358,"40.7418780,-74.0060300"
2374,2016-10-31,1079974,
2565,2016-10-31,1051349,"40.7766631,-73.9439313"
474,2016-10-31,1006404,"40.7295352,-73.9866299"
474,2016-10-31,1006404,"40.7295352,-73.9866299"
2543,2016-10-31,1010642,
474,2016-10-31,1077189,"40.7209580,-73.9885110"
2600,2016-10-31,1011938,"40.7366850,-74.0068090"
474,2016-10-31,1006798,"40.7295411,-73.9872437"
2565,2016-10-31,1043046,"40.7707224,-73.9602908"
2351,2016-10-31,1044120,"40.7729160,-73.9566786"
2224,2016-10-31,1055052,"40.8023140,-73.9511230"
2676,2016-10-31,1027110,"40.7638620,-73.9970190"
2713,2016-10-31,1076626,"40.8017436,-73.9611117"
2787,2016-10-31,1063575,"40.8485348,-73.9305786"
2787,2016-10-31,1063575,"40.8486199,-73.9305135"
2713,2016-10-31,1057061,"40.7959590,-73.9734280"
2210,2016-10-31,1017246,"40.7511520,-73.9821180"
2210,2016-10-31,1005620,
2210,2016-10-31,1005620,
2715,2016-10-31,1087600,
2218,2016-10-31,1016062,"40.7357534,-73.9929586"
2218,2016-10-31,1016062,"40.7357534,-73.9929586"
526,2016-10-30,3002928,"40.6906216,-73.9975518"
235,2016-10-30,3247881,"40.5851860,-73.9345010"
235,2016-10-30,3247881,"40.5852448,-73.9344683"
2668,2016-10-30,3327221,"40.6388114,-73.9453587"
2669,2016-10-30,2012352,"40.8490880,-73.8900580"
2591,2016-10-30,2010688,"40.8373310,-73.8859300"
2610,2016-10-30,1087286,"0.0000000,0.0000000"
2610,2016-10-30,1087286,"40.8165897,-73.9473934"
2709,2016-10-29,4541989,"40.7715750,-73.9253839"
2747,2016-10-29,4002499,"0.0000000,0.0000000"
2747,2016-10-29,4002499,"40.7452920,-73.9242440"
2514,2016-10-29,3032579,"40.6704700,-73.9547850"
2704,2016-10-29,2116173,"40.8808520,-73.8587330"
2514,2016-10-29,1085588,
250,2016-10-29,1059109,"40.8072260,-73.9566140"
2669,2016-10-29,1032587,"40.7933424,-73.9704493"
1984,2016-10-28,4075086,"40.7247254,-73.8548893"
1984,2016-10-28,4075086,"40.7247254,-73.8548893"
2387,2016-10-28,4312614,"40.7095686,-73.8187153"
2387,2016-10-28,4450985,"40.7877702,-73.7848101"
2387,2016-10-28,4450989,"40.7880143,-73.7848526"
2720,2016-10-28,4436179,"40.5944945,-73.7530624"
2387,2016-10-28,4312614,"40.7095686,-73.8187153"
2756,2016-10-28,4032965,"40.7610839,-73.8725300"
2749,2016-10-28,4072136,"40.7282010,-73.8613580"
2749,2016-10-28,4072136,"0.0000000,0.0000000"
2749,2016-10-28,4432109,"40.7357881,-73.8506249"
2556,2016-10-28,4037276,"40.7447076,-73.8835580"
2556,2016-10-28,4301174,"40.5989393,-73.7573878"
2284,2016-10-28,4451519,"40.7267691,-73.8145075"
2284,2016-10-28,4065248,"40.7304190,-73.8728870"
2284,2016-10-28,4065248,"40.7304190,-73.8728870"
2262,2016-10-28,4065248,"40.7304190,-73.8728870"
2262,2016-10-28,4065248,"40.7304190,-73.8728870"
2632,2016-10-28,3165840,"40.6043200,-73.9966060"
2389,2016-10-28,3055748,"40.6876470,-73.9619950"
2632,2016-10-28,3038502,"40.6629810,-73.9359900"
2654,2016-10-28,3342687,"40.6776334,-73.8799522"
686,2016-10-28,3165840,"40.6043200,-73.9966060"
2215,2016-10-28,3074165,"40.6992465,-73.9218991"
2610,2016-10-28,3055748,"40.6876470,-73.9619950"
686,2016-10-28,3329423,"40.7028816,-73.9904334"
686,2016-10-28,3063433,"40.7116520,-73.9638770"
686,2016-10-28,3063433,"40.7116520,-73.9638770"
2399,2016-10-28,3378523,"40.6852497,-73.9825191"
2685,2016-10-28,3114644,"40.6564050,-73.9604470"
2680,2016-10-28,3044207,"40.6906784,-73.9265258"
1771,2016-10-28,3062358,"40.7184008,-73.9640293"
1771,2016-10-28,3062358,"40.7184105,-73.9640175"
2556,2016-10-28,3144194,
2685,2016-10-28,3116827,"40.6516962,-73.9497376"
2556,2016-10-28,3144194,
2556,2016-10-28,2012997,"40.8462344,-73.8845436"
2556,2016-10-28,2012997,"40.8462344,-73.8845436"
1795,2016-10-28,2088325,"40.8606397,-73.8902283"
2565,2016-10-28,2096681,"40.8392670,-73.8611601"
2666,2016-10-28,2012997,"40.8462344,-73.8845436"
2565,2016-10-28,2009923,"40.8419155,-73.8931010"
2556,2016-10-28,2012997,"40.8462344,-73.8845436"
2556,2016-10-28,2012997,"40.8462344,-73.8845436"
2565,2016-10-28,2014355,"40.8630735,-73.9018543"
2556,2016-10-28,2012997,"40.8462344,-73.8845436"
2723,2016-10-28,2117694,"40.8209521,-73.9099814"
2703,2016-10-28,2045910,"40.8454000,-73.8349240"
2761,2016-10-28,2009873,"40.8375940,-73.8887699"
2732,2016-10-28,2119403,"40.8058650,-73.9259050"
2591,2016-10-28,2000740,"40.8119174,-73.9240952"
2591,2016-10-28,2000740,"40.8119190,-73.9241170"
2732,2016-10-28,2119403,"40.8058650,-73.9259050"
2761,2016-10-28,2007360,"40.8431750,-73.9071030"
