building,counts
27 W 27TH ST,3
433 E 82 ST,3
122          CHRISTOPHER STREET,3
815 PARK AVE,3
404 PARK AVENUE SOUTH,3
56 W 45TH ST,3
1101 MADISON AVENUE,3
411          WEST 35 STREET,3
1789 BROADWAY,3
88 9 AVENUE,3
346 WEST 37 STREET,3
231 W 142 ST,3
237 LAFAYETTE ST,3
19 COMMERCE STREET,3
207          AVENUE B,3
533 WEST 48 STREET,3
1251 3RD AVE,3
964 AMSTERDAM AVENUE,3
41 WEST 72 STREET,3
63 MADISON AVE,3
600 8TH AVE,3
159 E 79TH ST,3
129 E 38 ST,3
307          WEST 93 STREET,3
172          ELIZABETH STREET,3
45 W 34TH ST,3
400 E 52 ST,3
236 FIFTH AVE,3
124 WEST 23 STREET,3
321 WEST 35 STREET,3
118 5 AVENUE,3
420          WEST END AVENUE,3
400 EAST 52 STREET,3
214 WEST HOUSTON STREET,3
4172 BROADWAY,3
210 LAFAYETTE STREET,3
2108         AMSTERDAM AVENUE,3
226          WEST 13 STREET,3
41 COOPER SQUARE,3
136 W 21ST ST,3
12 W 27TH ST,3
809          BROADWAY,3
960 PARK AVE,3
30 W 70TH ST,3
2211 3 AVENUE,3
561 BROADWAY,3
500 WEST END AVE,3
401 W 116 ST,3
360 EAST 57 STREET,3
461 10 AVENUE,3
124          WEST 16 STREET,3
369          WEST 51 STREET,3
47 E 44TH ST,3
400 CLINTON STREET,3
549 WEST 29 STREET,3
57           SPRING STREET,3
307 CANAL STREET,3
447 W 14TH ST,3
941          COLUMBUS AVENUE,3
186 EAST 76 STREET,3
1571 BROADWAY,3
6 E 39TH ST,3
841 WASHINGTON STREET,3
257 WEST 88 STREET,3
10 EAST 15 ST,3
98           MORNINGSIDE AVENUE,3
101 W 91 ST,3
13 WEST   56 STREET,3
154 3 AVENUE,3
9 E 38TH ST,3
203 WEST 146 STREET,3
15 E 62ND ST,3
57           WEST 8 STREET,3
235 W 103RD ST,3
429 EAST 52 STREET,3
152 WEST 26 STREET,3
202 W 40TH ST,3
56 PARK AVENUE,3
324 W 84TH ST,3
401 E 74 ST,3
436 EAST 83 STREET,3
128 W 30TH ST,3
125 WORTH ST,3
118 CENTRAL PK SO,3
240 WEST 35 ST,3
22 W 46TH ST,3
131 AVE B,3
96 SPRING STREET,3
60 WEST 36 STREET,3
125 VARICK STREET,3
400 EAST 90 STREET,3
747 10 AVENUE,3
368 10 AVENUE,3
351 WEST 42 STREET,3
250 HUDSON STREET,3
400 E 58TH ST,3
6 E 44TH ST,3
319          EAST 24 STREET,3
25 W 54TH ST,3
6 WASHINGTON SQUARE NORTH,3
238 EAST 24 STREET,3
356 WEST 36 STREET,3
446 FT WASHINGTON AVENUE,3
3 SHERIDAN SQUARE,3
662 LEXINGTON AVE,3
37 W 44TH ST,3
487 AVENUE OF AMERICAS,3
37 WEST 44 STREET,3
878 PARK AVE,3
572 W 141ST ST,3
223 E 2ND ST,3
147 W 74TH ST,3
424 WEST 58 STREET,3
537 EAST 70 ST,3
157 EAST 57 STREET,3
48 E 21ST ST,3
171 W 71ST ST,3
153 MADISON AV,3
191          9 AVENUE,3
132 4 AVE,3
471 WEST END AVENUE,3
90 FRANKLIN STREET,3
333 PEARL STREET,3
185 MADISON AVE,3
73 W 55 ST,3
174 HUDSON STREET,3
2930 BROADWAY,3
10 LEXINGTON AVENUE,3
50 PINE STREET,3
22 W 38 ST,3
683 BROADWAY,3
319 E 24 ST,3
4230         BROADWAY,3
10           ST LUKES PLACE,3
304 PARK AVE SO,3
324 WEST 30 STREET,3
46 WEST 111 ST,3
105 EAST 22 STREET,3
3671 BROADWAY,3
122 5 AVENUE,3
301 EAST 69 STREET,3
209 WEST  138 STREET,3
430 WEST 54 STREET,3
260 WEST 153 STREET,3
38 E 32ND ST,3
1061 LEXINGTON AVE,3
2 E 70TH ST,3
200 WEST END AVENUE,3
18 W 20TH ST,3
626 1 AVENUE,3
345 EAST 56 STREET,3
401 EAST 89 ST,3
304 EAST 41 STREET,3
524 EAST 72 ST,3
155          8 AVENUE,3
11 W 17TH ST,3
152 WEST  106 STREET,3
201 EAST 28 STREET,3
849 7TH AVE,3
118 WEST 22 STREET,3
3 E 40TH ST,3
420 EAST 92 STREET,3
135 WILLIAM STREET,3
82 BEAVER STREET,3
120 WOOSTER ST,3
220 EAST 63 STREET,3
1152 YORK AVE,3
211 MADISON AV,3
830 5 AVENUE,3
445 EAST 86 ST,3
203 WEST 90 ST,3
2 COOPER SQUARE,3
290 RIVERSIDE DRIVE,3
214 WEST 43 STREET,3
408 GREENWICH STREET,3
323 EAST 44 STREET,3
656 BROADWAY,3
442 WEST 49 STREET,3
79 PEARL STREET,3
409 WEST 14 STREET,3
300 EAST 77 STREET,3
189 MADISON AVE,3
2 W 45TH ST,3
505          WEST 142 STREET,3
404 EAST 66 ST,3
366 MADISON AVE,3
453 WEST 37 STREET,3
82 WALL STREET,3
98 AVENUE A,3
70 ELIZABETH STREET,3
528 WEST 38 STREET,3
4140 BWAY,3
2825 8 AVENUE,3
30 E 21ST ST,3
42 EAST 69 STREET,3
24 W 40TH ST,3
38 W 34TH ST,3
3703 10 AVENUE,3
237          EAST 116 STREET,3
253 WEST 47 STREET,3
1623 3 AVE,3
505 EAST 79TH ST,3
2121 BWAY,3
410 WASHINGTON STREET,3
68 PARK AVE,3
533 GREENWICH ST,3
480 RIVERSIDE DR,3
1925 7 AVENUE,3
1153 PARK AVE,3
180 ST NICHOLAS AVE,3
17 W 67TH ST,3
202 WEST 24 STREET,3
7            CLINTON STREET,3
148 5TH AVE,3
2333 BWAY,3
624 ST NICHOLAS AVE,3
202 WEST 148 STREET,3
1355 1 AV,3
53 5 AVE,3
143 W 20TH ST,2
4300 BROADWAY,2
714 MADISON AVE,2
510 EAST 23 STREET,2
34 EAST 10 STREET,2
19 EAST 128 STREET,2
230 WEST 41 STREET,2
426 WEST 55 STREET,2
868 AMSTERDAM AVENUE,2
118 HUDSON STREET,2
353 E 78TH ST,2
16 W 23RD ST,2
44           SEAMAN AVENUE,2
540 W 145 ST,2
401 BROADWAY,2
338          EAST 30 STREET,2
1275         BROADWAY,2
108 E 36 ST,2
335          WEST 43 STREET,2
75 EAST BROADWAY,2
90 BAXTER STREET,2
60 EAST 56TH ST,2
165 WILLIAM STREET,2
9 CHRISTOPHER STREET,2
401 WEST 56TH ST,2
10 EAST 79 STREET,2
210          WEST 88 STREET,2
135 W 79TH ST,2
11 HARRISON STREET,2
136 W 86TH ST,2
425 EAST 35 STREET,2
43 EAST BROADWAY,2
47 GREENE ST,2
36 W 56TH ST,2
639 LEXINGTON AVENUE,2
250 W 88 ST,2
2332 ADAM C POWELL BLV,2
230 W 17TH ST,2
1271 BROADWAY,2
433 BROADWAY,2
15           WEST 55 STREET,2
311 W 89TH ST,2
430 WEST 41 STREET,2
153 WEST 21 STREET,2
155 EAST 52 STREET,2
11 VESTRY STREET,2
247 BOWERY,2
462 6 AVENUE,2
416 BROADWAY,2
135 EAST HOUSTON STREET,2
519 FIFTH AVE,2
152 W 58TH ST,2
116 WEST 31 STREET,2
144 EAST 24 STREET,2
7 E 57TH ST,2
1 UNIVERSITY PLACE,2
1339 YORK AVE,2
329 4TH AVE,2
3333 D       BROADWAY,2
60 EAST 55 STREET,2
50 E 41 ST,2
305 W 150TH ST,2
362 8 AVENUE,2
83 WHITE ST,2
1060 AMSTERDAM AVE,2
10 WEST 46 STREET,2
31 E 72 ST,2
120 CHAMBERS STREET,2
317 E 57TH ST,2
465          CENTRAL PARK WEST,2
118 FT WASHINGTON AVE,2
483 BROADWAY,2
225 LAFAYETTE STREET,2
108          LEONARD STREET,2
433 WASHINGTON STREET,2
250          WEST 50 STREET,2
166 ELDRIDGE ST,2
202 WEST 81ST ST,2
48 WALKER STREET,2
1504 3RD AVE,2
210 WEST 147 STREET,2
1160 BWAY,2
107 E 80TH ST,2
183 E 3RD ST,2
425 E 53 ST,2
44 WEST 106 STREET,2
10 CORTLANDT STREET,2
605          WEST 156 STREET,2
4 E 67 ST,2
835 BROADWAY,2
25 W 31ST ST,2
222 EAST 59 STREET,2
10 DOWNING STREET,2
30 WATER STREET,2
350 W 88TH ST,2
36 WEST 34 STREET,2
125 WORTH STREET,2
184 5TH AVE,2
457 WEST 150 STREET,2
47 E 74TH ST,2
25 W 26TH ST,2
151 E 97TH ST,2
241 WEST 148 STREET,2
439 LAFAYETTE STREET,2
151 GRAND ST,2
678 MAIN STREET,2
175 SULLIVAN STREET,2
349 CANAL STREET,2
337 EAST 58 STREET,2
80 4 AVENUE,2
233 MADISON AVENUE,2
110 LENOX AVE,2
380 LAFAYETTE STREET,2
447 EAST 83 STREET,2
61 3 AVENUE,2
161 EAST 74 STREET,2
131 RIVERSIDE DR,2
121 E 60TH ST,2
521 WEST 49 STREET,2
440 EAST 52 STREET,2
4140 BROADWAY,2
255 5TH AVE,2
22 W 12 ST,2
18           EAST 93 STREET,2
192 STANTON STREET,2
800 RIVERSIDE DR,2
75 FRANKLIN STREET,2
235          EAST 22 STREET,2
99 SUFFOLK STREET,2
321 E 73 ST,2
105 NASSAU STREET,2
622 W 114 ST,2
974          ST NICHOLAS AVENUE,2
162 WEST    4 STREET,2
32 W 111 ST,2
119 EAST 17 STREET,2
870          RIVERSIDE DRIVE,2
12 E 82ND ST,2
217 W 19 ST,2
105 E 84 ST,2
122 E 38 ST,2
720 WEST END AVENUE,2
214 WEST 95 STREET,2
509 WEST 121 ST,2
466 WEST   23 STREET,2
581 6 AVENUE,2
62 MULBERRY STREET,2
109 MERCER STREET,2
274          MADISON AVENUE,2
12           EAST 87 STREET,2
242 LAFAYETTE STREET,2
51 JOHN STREET,2
40 MORNINGSIDE AVENUE,2
136 W 55TH ST,2
221          EAST 10 STREET,2
3261 BROADWAY,2
149          CANAL STREET,2
459 WEST 46 STREET,2
200 EAST 36 STREET,2
56 W 22ND ST,2
2167 2 AVENUE,2
110 BARUCH DRIVE,2
229 W 28TH ST,2
1352         1 AVENUE,2
13 WEST 12 STREET,2
275 CENTRAL PARK WEST,2
630 ISHAM STREET,2
137 WEST 58 STREET,2
200 WEST 24 STREET,2
97 FRANKLIN STREET,2
242 W 38TH ST,2
410          GRAND STREET,2
425 AVENUE OF AMERICAS,2
13 ELIZABETH STREET,2
65 E 96TH ST,2
312 EAST 70 ST,2
442 BROADWAY,2
797 MADISON AVENUE,2
31 W 31ST ST,2
408 EAST 85 STREET,2
76 WARREN STREET,2
330 8 AVENUE,2
118 E 40TH ST,2
330 EAST 119 STREET,2
235 E 45TH ST,2
63 WEST 36 STREET,2
600 WEST 113 STREET,2
301 W 46TH ST,2
59 4 AVE,2
960 6TH AVE,2
170 WEST 136 STREET,2
231 GRAND STREET,2
2 WEST END AVENUE,2
83 GREENWICH STREET,2
601 W 113TH ST,2
43 WEST   94 STREET,2
19 W 69TH ST,2
39 GROVE STREET,2
240 EAST 82ND ST,2
288 MADISON AVE,2
421 WEST 54 STREET,2
141 EAST HOUSTON STREET,2
340 W 56 ST,2
202 WEST 89 ST,2
224 CENTRE STREET,2
571 WEST END AVENUE,2
153 WEST 48 STREET,2
30 EAST 33 STREET,2
17 WEST 87 STREET,2
579 FIFTH AVE,2
46 LEXINGTON AVE,2
180 CANAL ST,2
27 CLIFF STREET,2
730 RIVERSIDE DR,2
355 RIVERSIDE DR,2
205 WEST 79 STREET,2
25 1 AVENUE,2
36 W 67TH ST,2
244 WEST 48 STREET,2
128 W 26TH ST,2
203 MULBERRY STREET,2
30 KENMARE STREET,2
1990 SEVENTH AVE,2
116 CHAMBERS STREET,2
2 WASHINGTON PL,2
213 FRONT STREET,2
933 AMSTERDAM AVE,2
676 RIVERSIDE DR,2
250 E 39 ST,2
220 8 AVENUE,2
190 CLAREMONT AVENUE,2
141 5TH AVE,2
307          MOTT STREET,2
62 W 38TH ST,2
429 EAST 51 STREET,2
3810 BROADWAY,2
69 ST. MARKS PLACE,2
13           EAST 13 STREET,2
302          CONVENT AVENUE,2
13 EAST 79 ST,2
90 PLEASANT AVENUE,2
209 EAST 35 STREET,2
440 E 62 ST,2
160          WEST 88 STREET,2
323 WEST 38 STREET,2
139 W 71 ST,2
145 WEST 28 STREET,2
180 AMSTERDAM AVENUE,2
81 EIGHTH AVE,2
420 EAST 102 STREET,2
315 WEST 34 STREET,2
163 ST NICHOLAS AVENUE,2
1 E 48TH ST,2
50 FRANKLIN STREET,2
271 W 125TH ST,2
765          UNITED NATIONS PLAZA,2
476 FIFTH AVENUE,2
5            BEEKMAN STREET,2
33 BEEKMAN PLACE,2
121 WEST   28 STREET,2
33 CROSBY STREET,2
337 RIVERSIDE DR,2
661 AMSTERDAM AVENUE,2
1000 AVE OF AMER,2
111 WILLIAM STREET,2
865 AMSTERDAM AVE,2
11 E 61ST ST,2
425 W 50TH ST,2
51 CANAL STREET,2
130 WEST 20 STREET,2
76           GREENE STREET,2
256 5TH AVE,2
158 EAST 64 STREET,2
40 10 AVENUE,2
347 WEST 55 STREET,2
461 WEST 148 STREET,2
17 8 AVENUE,2
142 W 86TH ST,2
211 WEST 19 STREET,2
10 E 28TH ST,2
214 EAST 22 STREET,2
23 BOND STREET,2
1109 5 AVENUE,2
97 GREENWICH AVE,2
34 W 84TH ST,2
60 W 36 ST,2
110          WEST 130 STREET,2
606 W 113TH ST,2
9 E 45TH ST,2
513 WEST 57TH STREET,2
166 WILLIAM ST,2
987          2 AVENUE,2
311 WEST 46 STREET,2
421 SEVENTH AVE,2
60 2ND AVE,2
2421 BROADWAY,2
965 COLUMBUS AVENUE,2
19 E 17TH ST,2
7 E 35 ST,2
152 MADISON AVE,2
106 MOTT STREET,2
390 6 AVE,2
27 E 69TH ST,2
141 WEST 26 ST,2
4 E 34TH ST,2
145 LEXINGTON AVENUE,2
11 EAST 86 ST,2
308 EAST 59 STREET,2
706 11 AVENUE,2
60 EAST 12 ST,2
310 W 99TH ST,2
131 E 64TH ST,2
341 EAST 73 ST,2
141 GREENE STREET,2
114 E 84TH ST,2
200 WEST 16 STREET,2
239 5TH AVE,2
13 WEST 13 STREET,2
8 EAST 79 ST,2
59 EAST 3RD ST,2
301 WEST 24 STREET,2
20           WEST 64 STREET,2
152 W 118TH ST,2
304 E 64TH ST,2
26 DOWNING STREET,2
451 BROADWAY,2
32 E 67TH ST,2
942 3 AVENUE,2
420 LEXINGTON AVE,2
6 E 68TH ST,2
1181 BROADWAY,2
543 W 146TH ST,2
341 W 70TH ST,2
205 E 24 ST,2
1556 BWAY,2
205 WEST 19 STREET,2
32 EAST 23 STREET,2
15 E 91ST ST,2
1 MURRAY STREET,2
38 W 55TH ST,2
909          PARK AVENUE,2
152 W 36 ST,2
206 W 95 ST,2
24 W 111 ST,2
335          EAST 6 STREET,2
50 BAYARD STREET,2
1682 2 AVE,2
521          ISHAM STREET,2
471 AMSTERDAM AVE,2
16 PARK AVE,2
313          WEST 35 STREET,2
603 W 138TH ST,2
101 PARK AVENUE SOUTH,2
69 GOLD STREET,2
32 W 23 ST,2
261 BROADWAY,2
441 WEST 53 STREET,2
235 BOWERY,2
20 W 36TH ST,2
1 EAST 86TH ST,2
250 W 75TH ST,2
405 GREENWICH STREET,2
1491 3RD AVE,2
329 BLEECKER STREET,2
192 CLAREMONT AVENUE,2
11 W 56TH ST,2
520 EAST 119TH ST,2
275          WEST 144 STREET,2
400 MANHATTAN AVENUE,2
442 E 57 ST,2
116 THOMPSON ST,2
562 WEST END AVE,2
949 WEST END AVE,2
527 WEST  110 STREET,2
891 PARK AVE,2
1110 PARK AVENUE,2
128          WILLIAM STREET,2
11 E 47TH ST,2
4            EAST 107 STREET,2
156 READE STREET,2
141 DIVISION STREET,2
324 LAFAYETTE STREET,2
165 EAST 118 ST,2
316 W 93RD ST,2
701 EIGHTH AVE,2
250 SOUTH STREET,2
2 EAST 79 ST,2
115 PITT STREET,2
76 MADISON AVE,2
123 BAXTER STREET,2
434 BROADWAY,2
411 PEARL STREET,2
8 ST NICHOLAS PLACE,2
215 W 34TH ST,2
305 W 104 ST,2
48 CENTRAL PK W,2
138 E 28TH ST,2
65 NASSAU STREET,2
222 W 14 ST,2
528 WEST BROADWAY,2
180          WATER STREET,2
124 W 18TH ST,2
3139 BROADWAY,2
103 PRINCE STREET,2
306 WEST 104 STREET,2
422 E 85 ST,2
146 W 26TH ST,2
16 E 64 ST,2
273          WEST 131 STREET,2
17 EAST 98 ST,2
8 EAST 69 STREET,2
51 WASHINGTON SQUARE SOUTH,2
215 W 83RD ST,2
313          EAST 53 STREET,2
585 8 AVENUE,2
19 BEEKMAN STREET,2
100 UNIVERSITY PLACE,2
65 COLUMBIA STREET,2
625          BROADWAY,2
34 GANSEVOORT STREET,2
140 WEST 142 STREET,2
73 GREENE ST,2
54 CANAL STREET,2
40 WALL ST,2
625 MADISON AVE,2
2            SPRING STREET,2
865 1 AVENUE,2
214 EAST 42 ST,2
24           PRINCE STREET,2
80           ST NICHOLAS PLACE,2
1384 BROADWAY,2
122 E 25 ST,2
915 WEST END AVE,2
239 EAST 44 ST,2
53           LUDLOW STREET,2
143 WEST 96 STREET,2
36 EAST 8 STREET,2
401 WEST 22 STREET,2
242 W 36TH ST,2
264 WEST 25 STREET,2
29 BEEKMAN STREET,2
260 WEST 52 STREET,2
124 EAST 59 STREET,2
84 3 AVENUE,2
37 WASHINGTON SQUARE WEST,2
558          WEST 181 STREET,2
315 EAST 10 STREET,2
108 FRANKLIN STREET,2
1035 FIFTH AVE,2
66 ST NICHOLAS PLACE,2
601 W 191ST ST,2
68 LEXINGTON AVE,2
85 BROAD STREET,2
819 MADISON AVE,2
161 FRONT STREET,2
368 BROOME ST,2
132 LAFAYETTE STREET,2
176 E 106TH ST,2
214 BOWERY,2
20 SUTTON PLACE SOUTH,2
311 E 43 ST,2
12           WEST 107 STREET,2
233 WEST 22 STREET,2
19 BEEKMAN ST,2
210 W 31 ST,2
501 10 AVENUE,2
2 MOTT STREET,2
101 LAFAYETTE STREET,2
417 RIVERSIDE DR,2
96 HUDSON STREET,2
388          BROADWAY,2
58 WEST 142 STREET,2
181 BLEECKER STREET,2
230          RIVERSIDE DRIVE,2
15 CHARLES STREET,2
49           EDGECOMBE AVENUE,2
709          WEST 176 STREET,2
471          CENTRAL PARK WEST,2
521 W 57TH ST,2
39 WEST 37 STREET,2
325          GREENWICH STREET,2
52 WEST 22 STREET,2
13 ABINGDON SQUARE,2
233 EAST    5 STREET,2
418 WEST 25 STREET,2
307 E 53RD ST,2
2015 MADISON AVENUE,2
462 GREENWICH STREET,2
55 WALKER ST,2
8 MOTT ST,2
115 WATTS ST,2
14 EAST 79 STREET,2
12 W 44 ST,2
351 EAST 57 STREET,2
1230 YORK AVENUE,2
236 W 40TH ST,2
72 5 AVENUE,2
517 LEXINGTON AVENUE,2
180 WEST BROADWAY,2
328 WEST 23 STREET,2
849 7 AVENUE,2
240 EAST 84 STREET,2
27 EAST 21 STREET,2
145 W. 84 ST,2
27 WEST 69 STREET,2
52 PARK AVENUE,2
951 5 AVENUE,2
30 E 29TH ST,2
43 WEST 61 STREET,2
120 WEST  106 STREET,2
207 THOMPSON STREET,2
207 VARICK ST,2
134 EAST 7TH ST,2
122 EAST 22 STREET,2
80 GOLD STREET,2
721          AMSTERDAM AVENUE,2
498          BROOME STREET,2
31 DIVISION STREET,2
159 WEST 145 STREET,2
265 W 52 ST,2
690 PARK AVENUE,2
11 E 90 ST,2
223 BOWERY,2
87 ST NICHOLAS PL,2
32 W 65TH ST,2
600 WEST END AVE,2
120 BRADHURST AVENUE,2
138 EAST 112 STREET,2
1753 PARK AVENUE,2
248 WEST 18 STREET,2
38 WEST 87 STREET,2
65 JACKSON ST,2
360 BROADWAY,2
143 WEST 130 STREET,2
3863 10TH AVE,2
133 W 71 ST,2
332 EAST 76 ST,2
212 FIFTH AVE,2
108 E 81ST ST,2
270          WEST 25 STREET,2
26 WEST 28 STREET,2
9 GRACIE SQUARE,2
926          2 AVENUE,2
262 WEST 154 STREET,2
434 GREENWICH STREET,2
28 WASHINGTON STREET,2
617 WEST 143 ST,2
1 EAST    2 STREET,2
547 GREENWICH ST,2
156 WEST 48 ST,2
211 WEST 61 ST,2
155 RIVERSIDE DR,2
1468 1 AVE,2
119 E 36TH ST,2
222 RIVERSIDE DRIVE,2
142 5TH AVE,2
316 W 75TH ST,2
215 W 40TH ST,2
592 FORT WASHINGTON AVE,2
160 FULTON ST,2
78 5 AVENUE,2
156 EAST 37 STREET,2
410 E 54 ST,2
267 W 89TH ST,2
812 BROADWAY,2
521 WEST 145 STREET,2
337 W 138TH ST,2
131 E 50TH ST,2
723 WASHINGTON STREET,2
312 EAST 94TH ST,2
740          WEST 187 STREET,2
517          WEST 45 STREET,2
60 MACDOUGAL ST,2
15 EAST 40 STREET,2
113 BOWERY,2
220 EAST   94 STREET,2
231 8TH AVE,2
332 WEST 44 ST,2
22 W 19TH ST,2
409 EAST 6TH ST,2
65 PARK TERRACE EAST,2
313 W 125 ST,2
516 1 AVENUE,2
150 EAST 45 STREET,2
1407 BROADWAY,2
122 WEST 26 STREET,2
160 EAST 65 STREET,2
122 E 76TH ST,2
312 EAST 22 STREET,2
116 EAST 27 STREET,2
304 WEST 34 STREET,2
127 LUDLOW ST,2
53 NORTH MOORE STREET,2
250          WEST 87 STREET,2
120 WEST 25 STREET,2
11 E 30TH ST,2
735          WEST 183 STREET,2
331 COLUMBUS AVE,2
531 MAIN STREET,2
25 AVENUE D,2
264 LEXINGTON AVENUE,2
336 EAST 45 STREET,2
88 EAST 4 STREET,2
136 E 67 ST,2
244 W 74TH ST,2
140 WEST 22 STREET,2
2067 BROADWAY,2
218 EAST 57 STREET,2
1530         BROADWAY,2
2151         3 AVENUE,2
259 WEST 144 STREET,2
140 EAST END AVE,2
371 WEST STREET,2
18 BLEEKER STREET,2
314 W 87TH ST,2
2 PARK PLACE,2
2299 7 AVENUE,2
106 E 85TH ST,2
50 W 33 ST,2
200 EAST 89 ST,2
120 HUDSON STREET,2
224 W 49TH ST,2
345          WEST 86 STREET,2
466 AMSTERDAM AVENUE,2
236 E 46 ST,2
214 EAST 50 STREET,2
132 W 22ND ST,2
635 PARK AVE,2
66 READE ST,2
210 E 39TH ST,2
138 WILLIAM STREET,2
11 WEST 67 STREET,2
413 EAST 51ST ST,2
41 ELIZABETH STREET,2
21 WASHINGTON PLACE,2
50 W 96TH ST,2
790 AMSTERDAM AVE,2
733 9 AVENUE,2
223 EAST 3RD ST,2
515 WEST 26 STREET,2
5 EAST 15TH ST,2
436 WEST BROADWAY,2
301 WEST 130 STREET,2
60 W 68TH ST,2
1136 5 AVENUE,2
138 EAST 28 STREET,2
343 ST NICHOLAS AVE,2
215 EAST 23 STREET,2
51 E 42ND ST,2
20 E 49TH ST,2
188 7 AVENUE,2
232 E 59TH ST,2
2720 BROADWAY,2
231 E 49 ST,2
520 CATHEDRAL PARKWAY,2
151 E 80TH ST,2
425 W. 25 ST,2
202 WEST 146 STREET,2
36 BOND STREET,2
305 BRADHURST AVENUE,2
2238A        AMSTERDAM AVENUE,2
124 WATER STREET,2
240 PARK AVE SOUTH,2
31 BOND ST,2
1838         7 AVENUE,2
15 E 67TH ST,2
212 E 13TH ST,2
202 SHERMAN AVE,2
38 WEST 33 STREET,2
72 WEST 68 STREET,2
79 WHITE STREET,2
115 E 90TH ST,2
284 LEXINGTON AVENUE,2
405 EAST 60 STREET,2
271          WEST 121 STREET,2
777 WASHINGTON ST,2
304 W 55TH ST,2
214 WEST 42 ST,2
202 BOWERY,2
215          WEST 94 STREET,2
207 E 37TH ST,2
160 WEST 71 STREET,2
245 10 AVENUE,2
430 WEST 55 STREET,2
117 WEST 141 STREET,2
29 EAST 10 STREET,2
37 E 28TH ST,2
600 EAST 23 STREET,2
100          GREENWICH STREET,2
326          EAST 100 STREET,2
2171 MADISON AVENUE,2
62 WILLIAM STREET,2
32 WEST 29 STREET,2
9 E 79TH ST,2
57 ANN STREET,2
131          EAST 62 STREET,2
120 WEST 24 STREET,2
2376 ADAM CLAYTON POWELL JR BOULEVA,2
170 EAST 80 STREET,2
160 EAST 78 STREET,2
137 E 25TH ST,2
564 5TH AVE,2
112 WEST 18 ST,2
677 WEST END AVE,2
16 E 48TH ST,2
200 MERCER STREET,2
200 HAVEN AVE,2
124 W 72ND ST,2
1925         7 AVENUE,2
104 W 29TH ST,2
3143         BROADWAY,2
425          PARK AVENUE,2
117 EAST 118 STREET,2
161 WILLIAM ST,2
149 W 105 ST,2
318 EAST 54 STREET,2
201 WEST 16 STREET,2
547 WEST 157 STREET,2
418 W BWAY,2
100 WEST   97 STREET,2
2185 ADAM CLAYTON POWELL JR BLVD,2
491 GREENWICH STREET,2
733 PARK AVE,2
517 E 86TH ST,2
36 W 29TH ST,2
175 BROADWAY,2
8 W 36TH ST,2
13 W 36TH ST,2
1302 1 AVENUE,2
945 WEST END AVE,2
111 WEST   72 STREET,2
401 WEST  110 STREET,2
71           BROADWAY,2
260 WEST END AVE,2
33 W 46TH ST,2
143 FRANKLIN STREET,2
200 WEST 20 STREET,2
122 W 30 ST,2
440 E 52 ST,2
58 10 AVENUE,2
1091 3 AVENUE,2
1944         MADISON AVENUE,2
242 EAST 25 STREET,2
133 5TH AVE,2
530 EAST 23 STREET,2
464 RIVERSIDE DR,2
100 CENTRE ST,2
79 7 AVENUE,2
302 EAST 57 STREET,2
15 RENWICK STREET,2
104 WEST 29 STREET,2
520 WEST 27 STREET,2
33 GREENE STREET,2
16 E 68TH ST,2
54 WEST 13 STREET,2
161 WADSWORTH AV,2
495          9 AVENUE,2
395 FT WASHINGTON AVENUE,2
40 MORNINGSIDE AVE,2
37           EAST 1 STREET,2
305 E 61ST ST,2
206 SPRING STREET,2
320 E 53RD ST,2
376 LAFAYETTE STREET,2
427 WASHINGTON STREET,2
1831 MADISON AVENUE,2
126          MULBERRY STREET,2
385 GREENWICH STREET,2
185 CANAL STREET,2
562 WEST 174TH ST,2
720          LEXINGTON AVENUE,2
13 WEST 47 STREET,2
2171         2 AVENUE,2
360          WEST 45 STREET,2
152 WEST 71 STREET,2
600 W 218TH ST,2
291 WEST 4 STREET,2
40           HORATIO STREET,2
80 11 AVENUE,2
196 BROADWAY,2
2611 8 AVENUE,2
4320 BROADWAY,2
201 WARREN ST,2
49 MURRAY STREET,2
957 PARK AVE,2
9 GRAMERCY PARK,2
644 WEST 57 STREET,2
345 WEST 14 STREET,2
260          LENOX AVENUE,2
253 LEXINGTON AVENUE,2
617 WEST END AVE,2
221          WEST 135 STREET,2
79 8 AVENUE,2
12 W 72ND ST,2
6            WEST 37 STREET,2
1 BEEKMAN ST,2
30 W 59 ST,2
1862 THIRD AVE,2
185 AVENUE B,2
3 E 66TH ST,2
166 W 81ST ST,2
25 WAVERLY PLACE,2
345          WEST 19 STREET,2
99 BANK STREET,2
153 EAST 32 STREET,2
846 2ND AVE,2
1721 1 AVENUE,2
63 WEST 46TH STREET,2
21 EAST    1 STREET,2
614 WEST 135 STREET,2
60 WEST   22 STREET,2
217 WEST BROADWAY,2
779 RIVERSIDE DR,2
400 WEST STREET,2
201 E 62 ST,2
24 MURRAY STREET,2
168 CANAL STREET,2
9 PARK AVE,2
40 W 22ND ST,2
41 W 82ND ST,2
9 EAST 26TH ST,2
139 W 86TH ST,2
120 WEST 82 STREET,2
153          MERCER STREET,2
520 AMSTERDAM AVE,2
24 EAST 39 STREET,2
25 CHURCH STREET,2
534 W BWAY,2
79 NASSAU STREET,2
418 W 130TH ST,2
336 WEST 85 STREET,2
14 EAST 48 STREET,2
66 PINE STREET,2
246 EAST 46 STREET,2
407 E 70TH ST,2
12 WAVERLY PLACE,2
50 MADISON AVENUE,2
88 LAIGHT STREET,2
317 EAST 48 STREET,2
