boro,door_number,street_address
1,558,W 21 AV ST
1,550,W 21 AV ST
1,417,W 21 AV ST
1,583,W 21 AV ST
1,600,W 21 AV ST
1,35,W 33 ST
1,325,W 33 ST
1,48,W 33 ST
1,450,W 33 ST
1,20,W 33 ST
1,553,W 33 ST
1,135,W 33 ST
1,155,W 33 ST
1,4,W 33 ST
1,42,W 33 ST
1,50,W 33 ST
1,532,W 33 ST
1,38,W 33 ST
1,49,W 33 ST
1,424,W 33 ST
1,507,W 33 ST
1,217,BRDWAY
1,3485,BRDWAY
1,261,BRDWAY
1,388,BRDWAY
1,1237,BRDWAY
1,541,BRDWAY
1,2561,BRDWAY
1,502,BRDWAY
1,1960,BRDWAY
1,1580,BRDWAY
1,708,BRDWAY
1,2720,BRDWAY
1,2150,BRDWAY
1,3410,BRDWAY
1,611,BRDWAY
1,2861,BRDWAY
1,600,BRDWAY
1,4530,BRDWAY
1,1231,BRDWAY
1,213,BRDWAY
1,1296,BRDWAY
1,175,BRDWAY
1,60,BRDWAY
1,3975,BRDWAY
1,1122,BRDWAY
1,1275,BRDWAY
1,827,BRDWAY
1,388,BRDWAY
1,575,BRDWAY
1,1961,BRDWAY
1,1855,BRDWAY
1,277,BRDWAY
1,425,BRDWAY
1,265,BRDWAY
1,652,BRDWAY
1,2101,BRDWAY
1,684,BRDWAY
1,250,BRDWAY
1,3800,BRDWAY
1,2201,BRDWAY
1,4230,BRDWAY
1,1860,BRDWAY
1,71,BRDWAY
1,3560,BRDWAY
1,4140,BRDWAY
1,350,BRDWAY
1,2929,BRDWAY
1,623,BRDWAY
1,537,BRDWAY
1,2080,BRDWAY
1,4730,BRDWAY
1,1601,BRDWAY
1,374,BRDWAY
1,3485,BRDWAY
1,1841,BRDWAY
1,2421,BRDWAY
1,198,BRDWAY
1,3143,BRDWAY
1,2000,BRDWAY
1,444,BRDWAY
1,2586,BRDWAY
1,4280,BRDWAY
1,595,BRDWAY
1,2120,BRDWAY
1,715,BRDWAY
1,2281,BRDWAY
1,1170,BRDWAY
1,478,BRDWAY
1,3957,BRDWAY
1,4141,BRDWAY
1,1350,BRDWAY
1,2211,BRDWAY
1,550,BRDWAY
1,620,BRDWAY
1,486,BRDWAY
1,722,BRDWAY
1,55,BRDWAY
1,396,BRDWAY
1,3117,BRDWAY
1,80,BRDWAY
1,179,BRDWAY
1,2030,BRDWAY
1,277,BRDWAY
1,487,BRDWAY
1,400,BRDWAY
1,1302,BRDWAY
1,392,BRDWAY
1,1652,BRDWAY
1,1500,BRDWAY
1,845,BRDWAY
1,434,BRDWAY
1,1424,BRDWAY
1,57,BRDWAY
1,181,BRDWAY
1,650,BRDWAY
1,2,BRDWAY
1,1115,BRDWAY
1,233,BRDWAY
1,365,BRDWAY
1,335,BRDWAY
1,273,BRDWAY
1,628,BRDWAY
1,149,BRDWAY
1,810,BRDWAY
1,1614,BRDWAY
1,1214,BRDWAY
1,3151,BRDWAY
1,3157,BRDWAY
1,3569,BRDWAY
1,3147,BRDWAY
1,495,BRDWAY
1,1557,BRDWAY
1,2852,BRDWAY
1,1332,BRDWAY
1,416,BRDWAY
1,676,BRDWAY
1,1407,BRDWAY
1,486,BRDWAY
1,1568,BRDWAY
1,414,BRDWAY
1,594,BRDWAY
1,280,BRDWAY
1,1865,BRDWAY
1,654,BRDWAY
1,2350,BRDWAY
1,3458,BRDWAY
1,915,BRDWAY
1,1158,BRDWAY
1,770,BRDWAY
1,643,BRDWAY
1,63,BRDWAY
1,1851,BRDWAY
1,456,BRDWAY
1,1695,BRDWAY
1,3495,BRDWAY
1,183,BRDWAY
1,325,BRDWAY
1,3505,BRDWAY
1,108,BRDWAY
1,3393,BRDWAY
1,622,BRDWAY
1,180,BRDWAY
1,3821,BRDWAY
1,402,BRDWAY
1,573,BRDWAY
1,1265,BRDWAY
1,1880,BRDWAY
1,814,BRDWAY
1,3105,BRDWAY
1,3658,BRDWAY
1,644,BRDWAY
1,2179,BRDWAY
1,746,BRDWAY
1,3015,BRDWAY
1,2309,BRDWAY
1,4295,BRDWAY
1,636,BRDWAY
1,3471,BRDWAY
1,3261,BRDWAY
1,1871,BRDWAY
1,3750,BRDWAY
1,696,BRDWAY
1,1881,BRDWAY
1,1145,BRDWAY
1,3040,BRDWAY
1,2745,BRDWAY
1,3671,BRDWAY
1,704,BRDWAY
1,699,BRDWAY
1,809,BRDWAY
1,1240,BRDWAY
1,1991,BRDWAY
1,256,BRDWAY
1,4290,BRDWAY
1,52,BRDWAY
1,542,BRDWAY
1,372,BRDWAY
1,2361,BRDWAY
1,32,BRDWAY
1,2851,BRDWAY
1,625,BRDWAY
1,714,BRDWAY
1,1101,BRDWAY
1,373,BRDWAY
1,2465,BRDWAY
1,513,BRDWAY
1,4230,BRDWAY
1,62,BRDWAY
1,3080,BRDWAY
1,4162,BRDWAY
1,1571,BRDWAY
1,1507,BRDWAY
1,3333D,BRDWAY
1,408,BRDWAY
1,1133,BRDWAY
1,583,BRDWAY
1,2879,BRDWAY
1,503,BRDWAY
1,726,BRDWAY
1,837,BRDWAY
1,2171,BRDWAY
1,1845,BRDWAY
1,480,BRDWAY
1,1181,BRDWAY
1,2460,BRDWAY
1,1150,BRDWAY
1,932,BRDWAY
1,1195,BRDWAY
1,600,BRDWAY
1,368,BRDWAY
1,3210,BRDWAY
1,473,BRDWAY
1,360,BRDWAY
1,3333 B,BRDWAY
1,204,BRDWAY
1,475,BRDWAY
1,591,BRDWAY
1,678,BRDWAY
1,560,BRDWAY
1,3161,BRDWAY
1,182,BRDWAY
1,558,BRDWAY
1,393,BRDWAY
1,543,BRDWAY
1,415,BRDWAY
1,1260,BRDWAY
1,568,BRDWAY
1,4650,BRDWAY
1,1633,BRDWAY
1,1552,BRDWAY
1,4468,BRDWAY
1,150,BRDWAY
1,2069,BRDWAY
1,364,BRDWAY
1,1604,BRDWAY
1,2841,BRDWAY
1,2182,BRDWAY
1,2529,BRDWAY
1,1,BRDWAY
1,716,BRDWAY
1,96,BRDWAY
1,291,BRDWAY
1,2930,BRDWAY
1,270,BRDWAY
1,1384,BRDWAY
1,313,BRDWAY
1,4492,BRDWAY
1,1507,BRDWAY
1,321,BRDWAY
1,560,BRDWAY
1,890,BRDWAY
1,840,BRDWAY
1,269,BRDWAY
1,491,BRDWAY
1,1475,BRDWAY
1,1775,BRDWAY
1,3163,BRDWAY
1,2502,BRDWAY
1,2360,BRDWAY
1,29,BRDWAY
1,433,BRDWAY
1,2160,BRDWAY
1,625,BRDWAY
1,4915,BRDWAY
1,584,BRDWAY
1,1271,BRDWAY
1,1186,BRDWAY
1,686,BRDWAY
1,1776,BRDWAY
1,692,BRDWAY
1,736,BRDWAY
1,1727,BRDWAY
1,3959,BRDWAY
1,588,BRDWAY
1,2124,BRDWAY
1,222,BRDWAY
1,593,BRDWAY
1,3565,BRDWAY
1,10,BRDWAY
1,4913,BRDWAY
1,3642,BRDWAY
1,1255,BRDWAY
1,3333B,BRDWAY
1,212,BRDWAY
1,411,BRDWAY
1,756,BRDWAY
1,1745,BRDWAY
1,354,BRDWAY
1,380,BRDWAY
1,4172,BRDWAY
1,176,BRDWAY
1,401,BRDWAY
1,3601,BRDWAY
1,4232,BRDWAY
1,1538,BRDWAY
1,385,BRDWAY
1,390,BRDWAY
1,2061,BRDWAY
1,3841,BRDWAY
1,258,BRDWAY
1,1789,BRDWAY
1,3153,BRDWAY
1,518,BRDWAY
1,462,BRDWAY
1,1715,BRDWAY
1,2824,BRDWAY
1,4223,BRDWAY
1,377,BRDWAY
1,577,BRDWAY
1,599,BRDWAY
1,160,BRDWAY
1,166,BRDWAY
1,4666,BRDWAY
1,536,BRDWAY
1,801,BRDWAY
1,2881,BRDWAY
1,446,BRDWAY
1,1551,BRDWAY
1,598,BRDWAY
1,1412,BRDWAY
1,1530,BRDWAY
1,2020,BRDWAY
1,512,BRDWAY
1,1531,BRDWAY
1,3333E,BRDWAY
1,1435,BRDWAY
1,281,BRDWAY
1,710,BRDWAY
1,5141,BRDWAY
1,1311,BRDWAY
1,1600,BRDWAY
1,3820,BRDWAY
1,2525,BRDWAY
1,3381,BRDWAY
1,1462,BRDWAY
1,356,BRDWAY
1,640,BRDWAY
1,3333 D,BRDWAY
1,2170,BRDWAY
1,25,BRDWAY
1,476,BRDWAY
1,850,BRDWAY
1,648,BRDWAY
1,5008,BRDWAY
1,3149,BRDWAY
1,42,BRDWAY
1,196,BRDWAY
1,656,BRDWAY
1,4180,BRDWAY
1,912,BRDWAY
1,115,BRDWAY
1,4101,BRDWAY
1,2551,BRDWAY
1,177,BRDWAY
1,514,BRDWAY
1,1385,BRDWAY
1,484,BRDWAY
1,229,BRDWAY
1,2491,BRDWAY
1,2701,BRDWAY
1,402,BRDWAY
1,552,BRDWAY
1,813,BRDWAY
1,170,BRDWAY
1,2131,BRDWAY
1,1411,BRDWAY
1,3041,BRDWAY
1,472,BRDWAY
1,3810,BRDWAY
1,3679,BRDWAY
1,359,BRDWAY
1,2780,BRDWAY
1,506,BRDWAY
1,1889,BRDWAY
1,1372,BRDWAY
1,455,BRDWAY
1,225,BRDWAY
1,4484,BRDWAY
1,3155,BRDWAY
1,1166,BRDWAY
1,650,BRDWAY
1,880,BRDWAY
1,835,BRDWAY
1,195,BRDWAY
1,1481,BRDWAY
1,772,BRDWAY
1,483,BRDWAY
1,712,BRDWAY
1,380,BRDWAY
1,458,BRDWAY
1,3657,BRDWAY
1,1930,BRDWAY
1,3281,BRDWAY
1,1232,BRDWAY
1,2067,BRDWAY
1,580,BRDWAY
1,597,BRDWAY
1,2138,BRDWAY
1,69,BRDWAY
1,546,BRDWAY
1,311,BRDWAY
1,788,BRDWAY
1,1141,BRDWAY
1,3139,BRDWAY
1,50,BRDWAY
1,806,BRDWAY
1,682,BRDWAY
1,1505,BRDWAY
1,361,BRDWAY
1,1567,BRDWAY
1,547,BRDWAY
1,2651,BRDWAY
1,466,BRDWAY
1,1149,BRDWAY
1,371,BRDWAY
1,3458,BRDWAY
1,4340,BRDWAY
1,451,BRDWAY
1,3647,BRDWAY
1,802,BRDWAY
1,525,BRDWAY
1,394,BRDWAY
1,683,BRDWAY
1,424,BRDWAY
1,4300,BRDWAY
1,358,BRDWAY
1,4320,BRDWAY
1,1270,BRDWAY
1,895,BRDWAY
1,3675,BRDWAY
1,549,BRDWAY
1,809,BRDWAY
1,1141,BRDWAY
1,3903,BRDWAY
1,450,BRDWAY
1,244,BRDWAY
1,255,BRDWAY
1,688,BRDWAY
1,3165,BRDWAY
1,41,BRDWAY
1,443,BRDWAY
1,3607-3609,BRDWAY
1,839,BRDWAY
1,832,BRDWAY
1,2162,BRDWAY
1,3440,BRDWAY
1,1275,BRDWAY
1,565,BRDWAY
1,902,BRDWAY
1,1352,BRDWAY
1,524,BRDWAY
1,2135,BRDWAY
1,3520,BRDWAY
1,1472,BRDWAY
1,2851,BRDWAY
1,3012,BRDWAY
1,427,BRDWAY
1,253,BRDWAY
1,35,BRDWAY
1,707,BRDWAY
1,4300,BRDWAY
1,557,BRDWAY
1,3750,BRDWAY
1,1784,BRDWAY
1,2473,BRDWAY
1,3603,BRDWAY
1,759,BRDWAY
1,540,BRDWAY
1,140,BRDWAY
1,2644,BRDWAY
1,2373,BRDWAY
1,3143,BRDWAY
1,1672,BRDWAY
1,391,BRDWAY
1,2521,BRDWAY
1,477,BRDWAY
1,812,BRDWAY
1,3320,BRDWAY
1,1392,BRDWAY
1,561,BRDWAY
1,718,BRDWAY
1,459,BRDWAY
1,3607,BRDWAY
1,4168,BRDWAY
1,442,BRDWAY
1,447,BRDWAY
1,3155,BRDWAY
1,395,BRDWAY
1,545,BRDWAY
1,3280,BRDWAY
1,1900,BRDWAY
1,2171,E 135 ST
1,300,E 79 ST
1,60,E 79 ST
1,155,E 79 ST
1,225,E 79 ST
1,2,E 79 ST
1,321,E 79 ST
1,502,E 79 ST
1,505,E 79 ST
1,515,E 79 ST
1,420,E 79 ST
1,334,E 79 ST
1,404,E 79 ST
1,325,E 79 ST
1,58,E 79 ST
1,348,E 79 ST
1,4,E 79 ST
1,406,E 79 ST
1,312,E 79 ST
1,13,E 79 ST
1,168,E 79 ST
1,14,E 79 ST
1,8,E 79 ST
1,113,E 79 ST
1,239,E 79 ST
1,172,E 79 ST
1,301,E 79 ST
1,31,E 79 ST
1,200,E 79 ST
1,410,E 79 ST
1,53,E 79 ST
1,10,E 79 ST
1,172,E 79 ST
1,380,RECTOR PL
1,225,RECTOR PL
1,200,RECTOR PL
1,510,W 126
1,41,OVERLOOK TERRACE
1,353,2ND AV
1,175,2ND AV
1,60,2ND AV
1,800,2ND AV
1,223,2ND AV
1,1738,2ND AV
1,63,2ND AV
1,884,2ND AV
1,1025,2ND AV
1,530,2ND AV
1,145,2ND AV
1,204,2ND AV
1,825,2ND AV
1,159,2ND AV
1,1236,2ND AV
1,846,2ND AV
1,205,2ND AV
1,43,2ND AV
1,1185,2ND AV
1,104,2ND AV
1,1649,2ND AV
1,193,2ND AV
1,180,FORT WASHINGTON AV
1,592,FORT WASHINGTON AV
1,514,FORT WASHINGTON AV
1,660,FORT WASHINGTON AV
1,161,FORT WASHINGTON AV
1,140,FORT WASHINGTON AV
1,578,FORT WASHINGTON AV
1,275,FORT WASHINGTON AV
1,17,FORT GEORGE HILL
1,15,WILLETT ST
1,15,WILLETT ST
1,221,E 123 ST
1,207,E 123 ST
1,113,E 123 ST
1,137,E 13 ST
1,48,E 13 ST
1,513,E 13 ST
1,122,E 13 ST
1,39,E 13 ST
1,536,E 13 ST
1,415,E 13 ST
1,7,E 13 ST
1,110,E 13 ST
1,13,E 13 ST
1,442,E 13 ST
1,12,E 13 ST
1,229,E 13 ST
1,111,E 13 ST
1,6,E 13 ST
1,523,E 13 ST
1,22,E 13 ST
1,612,E 13 ST
1,203,E 13 ST
1,442,E 13 ST
1,231,E 13 ST
1,104,E 13 ST
1,114,E 13 ST
1,604,E 13 ST
1,444,E 13 ST
1,208,E 13 ST
1,436,E 13 ST
1,110,E 13 ST
1,461,W 148 ST
1,202,W 148 ST
1,239,W 148 ST
1,421,W 148 ST
1,201,W 148 ST
1,241,W 148 ST
1,209,W 148 ST
1,461,W 150 ST
1,620,W 150 ST
1,465,W 150 ST
1,537,W 150 ST
1,295,W 150 ST
1,457,W 150 ST
1,408,W 150 ST
1,308,W 150 ST
1,10,ST LUKES PL
1,11,ST LUKES PL
1,180,WATER ST
1,247,WATER ST
1,272,WATER ST
1,160,WATER ST
1,30,WATER ST
1,630,WATER ST
1,245,WATER ST
1,264,WATER ST
1,6,WATER ST
1,161,WATER ST
1,617,WATER ST
1,237,WATER ST
1,199,WATER ST
1,645,WATER ST
1,397,WATER ST
1,124,WATER ST
1,264,WATER ST
1,101,WATER ST
1,605,WATER ST
1,275,WATER ST
1,180,WATER ST
1,46,WATER ST
1,40,WATER ST
1,55,WATER ST
1,670,WATER ST
1,1,WATER ST
1,9,GRACIE SQUARE
1,77,COLUMBIA ST
1,85,COLUMBIA ST
1,65,COLUMBIA ST
1,80,COLUMBIA ST
1,71,COLUMBIA ST
1,72,COLUMBIA ST
1,130,COLUMBIA ST
1,24,COLUMBIA ST
1,110,COLUMBIA ST
1,150,CENTER ST
1,304,E 41 ST
1,313,E 41 ST
1,333,E 41 ST
1,50,E 41 ST
1,222,E 41 ST
1,223,E 41 ST
1,8,E 41 ST
1,318,E 41 ST
1,314,E 41 ST
1,609,W 180 ST
1,854,W 180 ST
1,559,W 180 ST
1,719,W 180 ST
1,3,SUTTON PL
1,35,SUTTON PL
1,31,SUTTON PL
1,11,SUTTON PL
1,550,AUDUBON AV
1,29,AUDUBON AV
1,27,AUDUBON AV
1,248,AUDUBON AV
1,11,AUDUBON AV
1,284,AUDUBON AV
1,560,AUDUBON AV
1,59,AUDUBON AV
1,79,AUDUBON AV
1,525,AUDUBON AV
1,79,AUDUBON AV
1,227,AUDUBON AV
1,549,AUDUBON AV
1,363,AUDUBON AV
1,258,AUDUBON AV
1,111,W 87 ST
1,137,W 87 ST
1,250,W 87 ST
1,207,W 87 ST
1,166,W 87 ST
1,7,W 87 ST
1,247,W 87 ST
1,44,W 87 ST
1,169,W 87 ST
1,163,W 87 ST
1,38,W 87 ST
1,17,W 87 ST
1,162,W 87 ST
1,54,W 87 ST
1,633,W 115 ST
1,315,W 115 ST
1,81,W 115 ST
1,304,W 115 ST
1,205,W 115 ST
1,207,W 115 ST
1,605,W 115 ST
1,612,W 115 ST
1,320,W 115 ST
1,318,W 115 ST
1,127,W 115 ST
1,357,W 115 ST
1,123,W 115 ST
1,318,W 115 ST
1,121,W 115 ST
1,211,W 105 ST
1,52,W 105 ST
1,239,W 105 ST
1,4,W 105 ST
1,201,W 105 ST
1,149,W 105 ST
1,140,W 105 ST
1,121,W 105 ST
1,112,W 105 ST
1,290,DYCKMAN ST
1,192,DYCKMAN ST
1,104,DYCKMAN ST
1,160,DYCKMAN ST
1,51,E 128 ST
1,110,E 128 ST
1,144,E 128 ST
1,19,E 128 ST
1,70,PARK TERRACE W
1,60,PARK TERRACE W
1,50,GRAMERCY PARK
1,9,GRAMERCY PARK
1,61,GRAMERCY PARK
1,300,NORTH END AV
1,455,NORTH END AV
1,325,NORTH END AV
1,102,NORTH END AV
1,200,NORTH END AV
1,PIER 59,NORTH RIVER
1,21,OLD BRDWAY
1,40,1 PL
1,51,E 129 ST
1,142,HENRY ST
1,46,HENRY ST
1,220,HENRY ST
1,205,HENRY ST
1,162,HENRY ST
1,299,HENRY ST
1,229,HENRY ST
1,95,HENRY ST
1,165,HENRY ST
1,150,HENRY ST
1,173,HENRY ST
1,179,HENRY ST
1,160,HENRY ST
1,193,HENRY ST
1,166,HENRY ST
1,24,HENRY ST
1,41,HENRY ST
1,143,HENRY ST
1,22,THAMES ST
1,311,E 94 ST
1,215,E 94 ST
1,139,E 94 ST
1,220,E 94 ST
1,207,E 94 ST
1,340,E 94 ST
1,20,E 94 ST
1,4,E 94 ST
1,178,E 94 ST
1,309,E 94 ST
1,312,E 94 ST
1,179,E 94 ST
1,302,CONVENT AV
1,133,CONVENT AV
1,400,CONVENT AV
1,289,CONVENT AV
1,132,CONVENT AV
1,336,CONVENT AV
1,380,CONVENT AV
1,221,CONVENT AV
1,341,CONVENT AV
1,261,CONVENT AV
1,470,CONVENT AV
1,80,CONVENT AV
1,201,CONVENT AV
1,260,CONVENT AV
1,41,CONVENT AV
1,435,CONVENT AV
1,90,CONVENT AV
1,305,CONVENT AV
1,339,CONVENT AV
1,181,CONVENT AV
1,229,CONVENT AV
1,301,W 153 ST
1,260,W 153 ST
1,210 N,W 153 ST
1,630,ISHAM ST
1,521,ISHAM ST
1,600,W 192ND ST
1,238,E 68 ST
1,32,E 68 ST
1,58,E 68 ST
1,401,E 68 ST
1,316,E 68 ST
1,437,E 68 ST
1,521,E 68 ST
1,44,E 68 ST
1,444,E 68 ST
1,417,E 68 ST
1,43,E 68 ST
1,50,E 68 ST
1,38,E 68 ST
1,34,E 68 ST
1,130,E 68 ST
1,49,E 68 ST
1,41,E 68 ST
1,162,E 68 ST
1,142,W 44 ST
1,45,W 44 ST
1,133,W 44 ST
1,332,W 44 ST
1,128,W 44 ST
1,30,W 44 ST
1,546,W 44 ST
1,438,W 44 ST
1,306,W 44 ST
1,12,W 44 ST
1,408,W 44 ST
1,145,W 44 ST
1,459,W 44 ST
1,415,W 44 ST
1,406,W 44 ST
1,37,W 44 ST
1,19,W 44 ST
1,522,W 44 ST
1,27,W 44 ST
1,139,W 44 ST
1,525,W 44 ST
1,414,W 44 ST
1,464,W 44 ST
1,220,W 107 ST
1,221,W 107 ST
1,210,W 107 ST
1,70,W 107 ST
1,103,W 107 ST
1,203,W 107 ST
1,15,W 107 ST
1,102,W 107 ST
1,13,W 107 ST
1,12,W 107 ST
1,237,W 107 ST
1,171,W 107 ST
1,209,W 107 ST
1,12,W 107 ST
1,63,COOPER SQ
1,130,E 82 ST
1,45,E 82 ST
1,431,E 82 ST
1,554,E 82 ST
1,44,E 82 ST
1,515,E 82 ST
1,130,E 82 ST
1,17,E 82 ST
1,24,E 82 ST
1,418,E 82 ST
1,350,E 82 ST
1,433,E 82 ST
1,532,E 82 ST
1,109,E 82 ST
1,20,E 82 ST
1,127,E 82 ST
1,174,E 82 ST
1,52,E 82 ST
1,46,E 82 ST
1,19,E 82 ST
1,427,E 82 ST
1,221,E 82 ST
1,548,E 82 ST
1,65,E 82 ST
1,221,E 122 ST
1,158,E 122 ST
1,160,W 88 ST
1,257,W 88 ST
1,341,W 88 ST
1,29,W 88 ST
1,48,W 88 ST
1,210,W 88 ST
1,250,W 88 ST
1,1,W 88 ST
1,57,W 88 ST
1,6,E 67 ST
1,326,E 67 ST
1,216,E 67 ST
1,36,E 67 ST
1,8,E 67 ST
1,136,E 67 ST
1,4,E 67 ST
1,34,E 67 ST
1,222,E 67 ST
1,149,E 67 ST
1,41,E 67 ST
1,121,E 67 ST
1,21,E 67 ST
1,35,W 92ND ST
1,292,W 92ND ST
1,294,W 92ND ST
1,114,W 92ND ST
1,214,W 92ND ST
1,206,W 92ND ST
1,166,W 92ND ST
1,251,W 92ND ST
1,137,W 108 ST
1,234,W 108 ST
1,202,W 108 ST
1,18,W 108 ST
1,3,W 108 ST
1,151,W 108 ST
1,104,W 108 ST
1,256,W 108 ST
1,149,W 108 ST
1,103,W 108 ST
1,255,W 108 ST
1,204,W 108 ST
1,300,W 109 ST
1,115,W 109 ST
1,312,W 109 ST
1,210,W 109 ST
1,20,W 109 ST
1,312,W 109 ST
1,12,W 109 ST
1,514,W 211 ST
1,123,BAXTER ST
1,150,BAXTER ST
1,96,BAXTER ST
1,118,BAXTER ST
1,90,BAXTER ST
1,143,BAXTER ST
1,9,WEEHAWKEN ST
1,23,W 106 ST
1,15,W 106 ST
1,310,W 106 ST
1,120,W 106 ST
1,156,W 106 ST
1,152,W 106 ST
1,207,W 106 ST
1,44,W 106 ST
1,135,W 106 ST
1,71,W 106 ST
1,102,W 106 ST
1,13,W 106 ST
1,61,W 106 ST
1,308,W 106 ST
1,133,MULBERRY ST
1,20,MULBERRY ST
1,81,MULBERRY ST
1,175,MULBERRY ST
1,126,MULBERRY ST
1,126,MULBERRY ST
1,290,MULBERRY ST
1,182,MULBERRY ST
1,196,MULBERRY ST
1,132,MULBERRY ST
1,62,MULBERRY ST
1,110,MULBERRY ST
1,141,MULBERRY ST
1,229,MULBERRY ST
1,145,MULBERRY ST
1,296,MULBERRY ST
1,298,MULBERRY ST
1,176,MULBERRY ST
1,203,MULBERRY ST
1,52,MULBERRY ST
1,304,MULBERRY ST
1,227,MULBERRY ST
1,224,MULBERRY ST
1,143,MULBERRY ST
1,23,CLIFF ST
1,27,CLIFF ST
1,34,CLIFF ST
1,15,CLIFF ST
1,30,CLIFF ST
1,32,CLIFF ST
1,97,SAINT MARKS PL
1,28,E 52ND ST
1,155,E 52ND ST
1,4,E 52ND ST
1,12,E 52ND ST
1,49,E 52ND ST
1,431,E 52ND ST
1,26,W 61 ST
1,40,W 61 ST
1,43,W 61 ST
1,227,W 61 ST
1,211,W 61 ST
1,16,W 61 ST
1,400,W 61 ST
1,124,E 101 ST
1,307,E 101 ST
1,112,E 101 ST
1,129,E 101 ST
1,10,VANDERBILT AV
1,50,VANDERBILT AV
1,52,VANDERBILT AV
1,447,W 49 ST
1,428,W 49 ST
1,344,W 49 ST
1,540,W 49 ST
1,239,W 49 ST
1,540,W 49 ST
1,521,W 49 ST
1,514,W 49 ST
1,244,W 49 ST
1,411,W 49 ST
1,436,W 49 ST
1,10,W 49 ST
1,432,W 49 ST
1,409,W 49 ST
1,424,W 49 ST
1,442,W 49 ST
1,115,W 137 ST
1,46,W 137 ST
1,611,W 137 ST
1,607,W 137 ST
1,224,W 137 ST
1,226,W 137 ST
1,63,W 137 ST
1,319,W 137 ST
1,601,W 137 ST
1,113,CHRISTOPHER ST
1,115,CHRISTOPHER ST
1,9,CHRISTOPHER ST
1,119,CHRISTOPHER ST
1,27,CHRISTOPHER ST
1,180,CHRISTOPHER ST
1,10-12,CHRISTOPHER ST
1,45,CHRISTOPHER ST
1,82,CHRISTOPHER ST
1,135,CHRISTOPHER ST
1,115,CHRISTOPHER ST
1,122,CHRISTOPHER ST
1,51,CHRISTOPHER ST
1,106,CHRISTOPHER ST
1,1,CHRISTOPHER ST
1,120,CHRISTOPHER ST
1,13,CHRISTOPHER ST
1,10,CHRISTOPHER ST
1,14,CHRISTOPHER ST
1,15,CHRISTOPHER ST
1,119,CHRISTOPHER ST
1,48,PARK AV
1,81,PARK AV
1,680,PARK AV
1,815,PARK AV
