source_table,comp_disp_inspection_by,comp_disp_date,nyc_BIN,location,note1,note2
elevator,9027,9/16/16,3092051,"40.6838320,-73.8779960",ROUTINE,
elevator,2713,9/16/16,2005359,"40.8213310,-73.8972330",COMPLAINT,
elevator,9028,9/16/16,1046802,"40.7791092,-73.9605702",ROUTINE,
elevator,9027,9/16/16,4435134,"40.6916540,-73.7983800",ROUTINE,
elevator,9027,9/16/16,4258378,"40.6894230,-73.7966200",ROUTINE,
elevator,2666,9/16/16,2009616,"40.8344830,-73.9026389",VIOLATION REINSPECTION,
elevator,9027,9/16/16,3391591,"40.6691665,-73.8952734",ROUTINE,
elevator,2713,9/16/16,2113353,"40.8223160,-73.8908530",COMPLAINT,
elevator,2657,9/16/16,1022577,"40.7552833,-73.9854807",SPECIAL,
elevator,2528,9/16/16,4003101,"40.7517853,-73.9274566",SURVEY,
elevator,2687,9/16/16,3398367,"40.6699670,-73.9316580",COMPLAINT,
elevator,9027,9/16/16,1001250,"40.7115239,-74.0075286",ROUTINE,
elevator,9027,9/16/16,1001252,"40.7115513,-74.0072959",ROUTINE,
elevator,9028,9/16/16,3417598,"40.6178890,-73.9580557",ROUTINE,
elevator,9028,9/16/16,1046785,"40.7787560,-73.9592830",ROUTINE,
elevator,9027,9/16/16,1024918,"40.7667193,-73.9795327",ROUTINE,
elevator,9028,9/16/16,1046733,"40.7780016,-73.9609190",ROUTINE,
elevator,9027,9/16/16,1001251,"40.7113289,-74.0073211",ROUTINE,
elevator,2715,9/16/16,1034245,"40.7561500,-73.9806910",COMPLAINT,
elevator,9028,9/16/16,1046837,"40.7802990,-73.9582400",ROUTINE,
elevator,2742,9/16/16,4434873,"40.6659570,-73.8480370",COMPLAINT,
elevator,2742,9/16/16,4113859,"40.7615874,-73.8189107",SURVEY,
elevator,2742,9/16/16,4113859,"40.7615874,-73.8189107",COMPLAINT,
elevator,9028,9/16/16,1046840,"40.7805139,-73.9586921",ROUTINE,
elevator,9027,9/16/16,1024922,"40.7674524,-73.9811142",ROUTINE,
elevator,9028,9/16/16,1046659,"40.7779207,-73.9623222",ROUTINE,
elevator,9028,9/16/16,1046822,"40.7792627,-73.9585315",ROUTINE,
elevator,9028,9/16/16,1046607,"40.7776390,-73.9628310",ROUTINE,
elevator,9028,9/16/16,1046650,"40.7780020,-73.9625440",ROUTINE,
elevator,9028,9/16/16,1046660,"40.7783450,-73.9622400",ROUTINE,
elevator,9028,9/16/16,1046787,"40.7792668,-73.9596101",ROUTINE,
elevator,9028,9/16/16,3181128,"40.6168650,-73.9551089",ROUTINE,
elevator,2777,9/16/16,1085146,"40.7957670,-73.9341150",COMPLAINT,
elevator,1514,9/16/16,2004260,"40.8280899,-73.9058373",SPECIAL,
elevator,2528,9/16/16,4003265,"40.7417730,-73.9291140",SURVEY,
elevator,2676,9/16/16,1085735,"40.7535254,-73.9765707",SPECIAL,
elevator,9028,9/16/16,3181126,"40.6176140,-73.9553890",ROUTINE,
elevator,9028,9/16/16,1046660,"40.7656524,-73.9721786",ROUTINE,
elevator,2690,9/16/16,1045285,"40.7601527,-73.9588646",COMPLAINT,
elevator,2713,9/16/16,2006567,"40.8161360,-73.8856480",COMPLAINT,
elevator,2713,9/16/16,2113134,"40.8228830,-73.8992130",COMPLAINT,
elevator,2715,9/16/16,1085140,"40.7686973,-73.9918181",COMPLAINT,
elevator,2358,9/16/16,3398355,"40.6913504,-73.9822885",SPECIAL,
elevator,2460,9/16/16,1089248,"40.7093565,-74.0126397",SPECIAL,
elevator,2713,9/16/16,2006246,"40.8234610,-73.8878850",COMPLAINT,
elevator,9028,9/16/16,1045997,"40.7709020,-73.9520000",ROUTINE,
elevator,9028,9/16/16,1046829,"40.7807470,-73.9600630",ROUTINE,
elevator,200,9/16/16,3059171,"40.6877831,-73.9783681",SPECIAL,
elevator,2715,9/16/16,1034245,"40.7561389,-73.9807151",COMPLAINT,
violation,1734,9/16/16,2003048,C,,
violation,1795,9/16/16,1047561,C,,
ecb,2713,9/16/16,2005359,"40.8213310,-73.8972330",ELEVATOR,
ecb,2246,9/16/16,1051797,"40.7882097,-73.9484161",CONSTRUCTION,
ecb,2294,9/16/16,1051797,"40.7882097,-73.9484161",PLUMBING,
ecb,2649,9/16/16,4311899,"40.7757145,-73.9090453",BOILER,
ecb,2715,9/16/16,1034245,"40.7561500,-73.9806910",ELEVATOR,
ecb,2742,9/16/16,4434873,"40.6659570,-73.8480370",ELEVATOR,
ecb,2742,9/16/16,4113859,"40.7615874,-73.8189107",ELEVATOR,
ecb,2650,9/16/16,1076756,"40.8608196,-73.9300663",CONSTRUCTION,
ecb,2777,9/16/16,1085146,"40.7957670,-73.9341150",ELEVATOR,
ecb,2690,9/16/16,1045285,"40.7601527,-73.9588646",ELEVATOR,
ecb,2713,9/16/16,2006567,"40.8161360,-73.8856480",ELEVATOR,
ecb,363,9/16/16,5032745,"40.6205560,-74.1568730",CONSTRUCTION,
ecb,2713,9/16/16,2006246,"40.8234610,-73.8878850",ELEVATOR,
ecb,2224,9/16/16,1013274,"40.7447900,-74.0017640",QUALITY OF LIFE,
ecb,2224,9/16/16,1013274,"40.7447900,-74.0017640",CONSTRUCTION,
ecb,2224,9/16/16,1013274,"40.7447900,-74.0017640",PLUMBING,
ecb,2715,9/16/16,1034245,"40.7561389,-73.9807151",ELEVATOR,
comp,437,9/15/16,3327408,"40.6384060,-73.9453462",,
comp,2686,9/15/16,1045407,"40.7635223,-73.9577011",,
comp,2676,9/15/16,2002784,"40.8230530,-73.9243045",,
comp,686,9/15/16,3037548,"40.6684000,-73.9322940",,
comp,2570,9/15/16,3100735,"40.6627220,-73.9213810",,
comp,2554,9/15/16,1054347,"40.8003060,-73.9407410",,
comp,2666,9/15/16,2015522,"40.8730038,-73.9030700",,
comp,2551,9/15/16,2002727,"40.8312500,-73.9188820",,
comp,2676,9/15/16,2017805,"40.8826980,-73.8786310",,
comp,860,9/15/16,2017399,"40.8761210,-73.8836989",,
comp,1734,9/15/16,2005456,"40.8213210,-73.8965390",,
comp,2688,9/15/16,4003540,"40.7431024,-73.9366909",,
comp,2412,9/15/16,2096757,"40.8415786,-73.8595975",,
comp,2666,9/15/16,2116169,"40.8210380,-73.9096270",,
comp,2713,9/15/16,2116648,"40.8242172,-73.9117342",,
comp,2294,9/15/16,1052712,"40.7891310,-73.9419740",,
comp,2374,9/15/16,1052712,"40.7891310,-73.9419740",,
comp,1244,9/15/16,1002286,"40.7189983,-74.0032336",,
comp,2639,9/15/16,2063558,"40.8899010,-73.8585030",,
comp,2185,9/15/16,2063557,"40.8898470,-73.8583340",,
comp,1871,9/15/16,3247881,"40.5851860,-73.9345010",,
comp,2294,9/15/16,2091301,"40.8082781,-73.9119625",,
comp,2374,9/15/16,2091301,"40.8082781,-73.9119625",,
comp,2646,9/15/16,1064521,"40.8753160,-73.9132120",,
comp,2282,9/15/16,2083685,"40.8823580,-73.9034400",,
comp,1244,9/15/16,1064990,"40.8687860,-73.9215460",,
comp,2271,9/15/16,1014045,"40.7430940,-73.9978850",,
comp,2555,9/15/16,3116275,"40.6544680,-73.9504970",,
comp,2550,9/15/16,3006400,"40.6812320,-73.9819830",,
comp,2584,9/15/16,2090433,"40.8255550,-73.8978170",,
comp,860,9/15/16,2014837,"40.8659830,-73.9039920",,
comp,2565,9/15/16,1064250,"40.8636640,-73.9275170",,
comp,2632,9/15/16,1064250,"40.8636640,-73.9275170",,
comp,2632,9/15/16,1004489,"40.7227427,-73.9769955",,
comp,2632,9/15/16,1004489,"40.7227629,-73.9766985",,
comp,9,9/15/16,1057839,"40.8097339,-73.9474139",,
comp,2723,9/15/16,3063835,"40.7349053,-73.9579084",,
comp,2643,9/15/16,3055748,"40.6876470,-73.9619950",,
comp,2294,9/15/16,3213393,"40.6339388,-73.9324881",,
comp,2374,9/15/16,3213393,"40.6339388,-73.9324881",,
comp,2531,9/15/16,3330686,"40.6716897,-73.9515541",,
comp,2282,9/15/16,2114454,"40.8473123,-73.9203345",,
comp,2412,9/15/16,2008604,"40.8524559,-73.9112130",,
comp,2556,9/15/16,2007451,"40.8460710,-73.9068489",,
comp,2713,9/15/16,2007451,"40.8460710,-73.9068489",,
comp,2633,9/15/16,1088896,"40.7460488,-73.9905392",,
comp,2643,9/15/16,3005514,"40.6776910,-73.9985030",,
comp,2600,9/15/16,1024898,"40.7660281,-73.9816700",,
comp,2646,9/15/16,1081692,"40.6464262,-73.9454699",,
comp,2699,9/15/16,3059581,"40.6686420,-73.9834349",,
comp,2780,9/15/16,3034452,"40.6647851,-73.9529925",,
comp,2531,9/15/16,3032236,"40.6715033,-73.9512686",,
comp,1244,9/15/16,1056690,"40.6906230,-73.4211879",,
comp,2584,9/15/16,2017808,"40.8833440,-73.8780670",,
comp,2282,9/15/16,1064770,"40.8642319,-73.9215912",,
comp,2686,9/15/16,1031728,"40.7915634,-73.9651592",,
comp,2584,9/15/16,2090433,"40.8255687,-73.8977275",,
comp,2374,9/15/16,4301969,"40.7641367,-73.9614500",,
comp,2294,9/15/16,4301969,"40.7641367,-73.9614500",,
comp,2374,9/15/16,4056461,"40.7225855,-73.8478604",,
comp,2294,9/15/16,4056461,"40.7225855,-73.8478604",,
comp,2294,9/15/16,1052712,"40.7891393,-73.9421321",,
comp,2374,9/15/16,1052712,"40.7891393,-73.9421321",,
comp,2294,9/15/16,2012644,"40.8456000,-73.8886930",,
comp,2374,9/15/16,2012644,"40.8456000,-73.8886930",,
comp,2544,9/15/16,2012644,"40.8456000,-73.8886930",,
comp,2554,9/15/16,1083997,"40.8082015,-73.9364483",,
comp,2676,9/15/16,2002796,"40.8264460,-73.9225826",,
comp,1984,9/15/16,4115055,"40.7549580,-73.8316240",,
comp,2342,9/15/16,1078062,"40.7225067,-73.9916262",,
comp,437,9/15/16,3340244,"40.6422582,-73.8793926",,
comp,2188,9/15/16,3253907,"40.5770985,-74.0015144",,
comp,2704,9/15/16,2011001,"40.8613120,-73.8948250",,
comp,2686,9/15/16,1045407,"40.7633828,-73.9578792",,
comp,2556,9/15/16,2092759,"40.8221404,-73.8618149",,
comp,2713,9/15/16,2092759,"40.8221404,-73.8618149",,
comp,2342,9/15/16,1078062,"40.7228070,-73.9929844",,
comp,2723,9/15/16,3327565,"40.6595690,-73.9337830",,
comp,686,9/15/16,3057701,"40.6814775,-73.9581321",,
comp,2565,9/15/16,1064250,"40.8639730,-73.9277150",,
comp,2632,9/15/16,1064250,"40.8639730,-73.9277150",,
comp,2252,9/15/16,4436433,"40.5973357,-73.7829115",,
comp,437,9/15/16,1012862,"40.7549040,-73.9985040",,
comp,2686,9/15/16,1005262,"40.7296270,-73.9800250",,
comp,2512,9/15/16,1005262,"40.7296270,-73.9800250",,
comp,2744,9/15/16,1005262,"40.7296270,-73.9800250",,
comp,2686,9/15/16,1029778,"40.7775623,-73.9815947",,
comp,2676,9/15/16,2002796,"40.8264752,-73.9223875",,
comp,437,9/15/16,1019822,"40.7400662,-73.9815311",,
comp,2294,9/15/16,3086687,"40.6849853,-73.8827395",,
comp,2374,9/15/16,3086687,"40.6849853,-73.8827395",,
comp,2294,9/15/16,3065312,"40.7270416,-73.9533874",,
comp,2374,9/15/16,3065312,"40.7270416,-73.9533874",,
comp,2282,9/15/16,1064129,"40.8591514,-73.9278899",,
comp,2528,9/15/16,4008346,"40.7599827,-73.9251068",,
comp,2742,9/15/16,4430191,"40.7725340,-73.9242940",,
comp,2556,9/15/16,4430191,"40.7725340,-73.9242940",,
comp,1871,9/15/16,3247881,"40.5852448,-73.9344683",,
comp,2676,9/15/16,2115534,"40.8379362,-73.9174955",,
comp,2218,9/15/16,1036867,"40.7607865,-73.9703719",,
comp,1334,9/15/16,3323150,"40.6518012,-73.9479509",,
comp,2528,9/15/16,4001556,"40.7418220,-73.9186400",,
comp,2556,9/15/16,4001556,"40.7418220,-73.9186400",,
comp,2686,9/15/16,1059855,"40.8147160,-73.9595130",,
boiler,9970,9/15/16,3071381,"40.7064912,-73.9367412",JOB NOT S/O,OP-49 REJ ID#19970
boiler,2662,9/15/16,1063853,"40.7130880,-73.7711969",F/T PASSED 140423432,SEPULVEDA LUIS 2662
boiler,2490,9/15/16,4451388,"40.7058770,-73.8705570",F/T PASSED 440227648,BARRETTA MARTIN 2490
boiler,2490,9/15/16,4451399,"40.7208071,-73.8177197",F/T PASSED 440227620,BARRETTA MARTIN 2490
boiler,2662,9/15/16,1063832,"40.8543480,-73.9289330",FAILED F/T 140460944,SEPULVEDA LUIS 2662
boiler,2762,9/15/16,2012955,"40.8462762,-73.8854250",F/T PASSED 220367314,TUA LUIS 2762
elevator,9028,9/15/16,1046778,"40.7804658,-73.9612610",ROUTINE,
elevator,9027,9/15/16,1024806,"40.7616500,-73.9851810",ROUTINE,
elevator,2666,9/15/16,2015522,"40.8730038,-73.9030700",COMPLAINT,
elevator,9028,9/15/16,2007433,"40.8448965,-73.9102881",ROUTINE,
elevator,9028,9/15/16,1046802,"40.7791092,-73.9605702",ROUTINE,
elevator,2690,9/15/16,2114972,"40.8577740,-73.8929900",COMPLAINT,
elevator,2657,9/15/16,1024706,"40.7572270,-73.9867189",VIOLATION REINSPECTION,
elevator,9027,9/15/16,3398467,"40.6652335,-73.8853765",ROUTINE,
elevator,2670,9/15/16,4459306,"40.5919805,-73.7862497",COMPLAINT,
elevator,9028,9/15/16,2007446,"40.8465620,-73.9071510",ROUTINE,
elevator,1514,9/15/16,1009747,"40.7271604,-74.0061561",VIOLATION REINSPECTION,
elevator,9028,9/15/16,2007451,"40.8460710,-73.9068489",ROUTINE,
elevator,9027,9/15/16,1024918,"40.7667193,-73.9795327",ROUTINE,
elevator,9027,9/15/16,1024785,"40.7613051,-73.9862250",ROUTINE,
elevator,2667,9/15/16,2007890,"40.8467210,-73.9094845",COMPLAINT,
elevator,9028,9/15/16,1046841,"40.7805790,-73.9588327",ROUTINE,
elevator,9028,9/15/16,2094521,"40.8459514,-73.9089417",ROUTINE,
elevator,9028,9/15/16,2094520,"40.8459287,-73.9092455",ROUTINE,
elevator,9028,9/15/16,1046793,"40.7796824,-73.9603341",ROUTINE,
elevator,9015,9/15/16,3064227,"40.7315587,-73.9619100",SURVEY,
elevator,9027,9/15/16,1024856,"40.7642955,-73.9813804",ROUTINE,
elevator,9027,9/15/16,1024857,"40.7642948,-73.9817005",ROUTINE,
elevator,9028,9/15/16,1046777,"40.7795862,-73.9614424",ROUTINE,
elevator,9028,9/15/16,1046845,"40.7816743,-73.9600313",ROUTINE,
elevator,9028,9/15/16,1046594,"40.7774399,-73.9631254",ROUTINE,
elevator,9028,9/15/16,1046778,"40.7796452,-73.9614992",ROUTINE,
elevator,9028,9/15/16,1046792,"40.7795180,-73.9603340",ROUTINE,
elevator,9028,9/15/16,3180726,"40.6195561,-73.9552549",ROUTINE,
elevator,9027,9/15/16,1034227,"40.7552372,-73.9801410",ROUTINE,
elevator,2690,9/15/16,1014485,"40.7540935,-73.9888524",SPECIAL,
elevator,9028,9/15/16,1046830,"40.7806894,-73.9595387",ROUTINE,
elevator,2559,9/15/16,3398355,"40.6913504,-73.9822885",SPECIAL,
elevator,9028,9/15/16,3180721,"40.6189810,-73.9558760",ROUTINE,
elevator,2547,9/15/16,3026900,"40.6611145,-73.9827247",VIOLATION REINSPECTION,
elevator,9027,9/15/16,4438723,"40.6938036,-73.8051077",ROUTINE,
elevator,9027,9/15/16,1024851,"40.7639411,-73.9818782",ROUTINE,
elevator,2559,9/15/16,3398591,"40.6818163,-73.9752930",SPECIAL,
elevator,9027,9/15/16,1024825,"40.7635649,-73.9848257",ROUTINE,
elevator,2528,9/15/16,4001556,"40.7418220,-73.9186400",COMPLAINT,
violation,2389,9/15/16,3116472,C,,
ecb,2246,9/15/16,2011163,"40.8552170,-73.8958380",CONSTRUCTION,
ecb,2294,9/15/16,2011163,"40.8552170,-73.8958380",PLUMBING,
ecb,2294,9/15/16,3850138,"40.6746310,-73.9040000",CONSTRUCTION,
ecb,2294,9/15/16,3850138,"40.6746310,-73.9040000",PLUMBING,
ecb,2565,9/15/16,1064250,"40.8636640,-73.9275170",CONSTRUCTION,
ecb,2565,9/15/16,1064250,"40.8636640,-73.9275170",CRANES ,
ecb,2753,9/15/16,1064382,"40.8579819,-73.9356594",CONSTRUCTION,
ecb,2783,9/15/16,1014794,"40.7430417,-73.9950242",CONSTRUCTION,
ecb,2555,9/15/16,3418187,"40.6802273,-73.9679604",CONSTRUCTION,
ecb,2555,9/15/16,3418187,"40.6802273,-73.9679604",,
ecb,2667,9/15/16,2007890,"40.8467210,-73.9094845",ELEVATOR,
ecb,1244,9/15/16,1056690,"40.6906230,-73.4211879",ELECTRICAL,
ecb,1803,9/15/16,4432104,"40.7282886,-73.8489613",CONSTRUCTION,
ecb,2565,9/15/16,1064250,"40.8639730,-73.9277150",CONSTRUCTION,
ecb,2565,9/15/16,1064250,"40.8639730,-73.9277150",CRANES ,
ecb,2786,9/15/16,1015685,"40.7444871,-73.9881979",CONSTRUCTION,
ecb,2271,9/15/16,1062876,"40.8361620,-73.9415120",CONSTRUCTION,
ecb,2750,9/15/16,4113027,"40.7664452,-73.8236444",CONSTRUCTION,
ecb,2288,9/15/16,1089438,"40.7614745,-73.9986005",CONSTRUCTION,
comp,686,9/14/16,3073159,"40.7003883,-73.9252174",,
comp,2723,9/14/16,3182894,"40.6067890,-73.9591540",,
comp,2703,9/14/16,2017814,"40.8819159,-73.8794360",,
comp,2556,9/14/16,2050008,"40.8580600,-73.8661120",,
comp,2741,9/14/16,3173710,"40.6141930,-73.9702720",,
comp,2556,9/14/16,3117841,"40.6470780,-73.9494859",,
comp,2714,9/14/16,3117841,"40.6470780,-73.9494859",,
comp,2270,9/14/16,3100735,"40.6627220,-73.9213810",,
comp,1771,9/14/16,3038244,"40.6647850,-73.9347800",,
comp,2699,9/14/16,1007726,"40.7254640,-74.0020582",,
comp,2669,9/14/16,1001982,"40.7187200,-74.0057790",,
comp,2271,9/14/16,1064113,"40.8579380,-73.9312160",,
comp,2584,9/14/16,2057656,"40.8856460,-73.8623480",,
comp,2271,9/14/16,1007239,"40.7221109,-73.9986421",,
comp,2556,9/14/16,2113353,"40.8223160,-73.8908530",,
comp,2666,9/14/16,2113353,"40.8223160,-73.8908530",,
comp,2683,9/14/16,1035346,"40.7534630,-73.9800659",,
comp,2584,9/14/16,2051297,"40.8637370,-73.8687190",,
comp,2412,9/14/16,1080609,"40.7525266,-73.9872301",,
comp,2282,9/14/16,2083685,"40.8823580,-73.9034400",,
comp,2556,9/14/16,3179165,"40.6310379,-73.9578420",,
comp,2550,9/14/16,3006389,"40.6812460,-73.9812240",,
comp,2600,9/14/16,1011761,"40.7339030,-74.0081480",,
comp,860,9/14/16,2014837,"40.8659830,-73.9039920",,
comp,2270,9/14/16,3036946,"40.6706300,-73.9389960",,
comp,2427,9/14/16,1057839,"40.8097339,-73.9474139",,
comp,2449,9/14/16,4029670,"40.7497510,-73.8866670",,
comp,686,9/14/16,3055748,"40.6876470,-73.9619950",,
comp,1913,9/14/16,4021811,"40.7671410,-73.8967033",,
comp,2282,9/14/16,2114454,"40.8473123,-73.9203345",,
comp,2555,9/14/16,1079148,"40.7137970,-74.0099030",,
comp,2633,9/14/16,1079148,"40.7137970,-74.0099030",,
comp,686,9/14/16,3055658,"40.6884636,-73.9592824",,
comp,2699,9/14/16,1015532,"40.7405452,-73.9909675",,
comp,1244,9/14/16,2017357,"40.8747310,-73.8840900",,
comp,2282,9/14/16,1064770,"40.8642319,-73.9215912",,
comp,2565,9/14/16,1043046,"40.7707224,-73.9602908",,
comp,2632,9/14/16,4312083,"40.7215583,-73.8448059",,
comp,1734,9/14/16,2010905,"40.8294740,-73.8866700",,
comp,1514,9/14/16,2010679,"40.8359966,-73.8865391",,
comp,2669,9/14/16,1054922,"40.7987010,-73.9531609",,
comp,1913,9/14/16,4021811,"40.7672599,-73.8969460",,
comp,1244,9/14/16,1027472,"40.7715807,-73.9811807",,
comp,2782,9/14/16,1089424,"40.7502185,-74.0046604",,
comp,1771,9/14/16,3051375,"40.6852960,-73.9498799",,
comp,2339,9/14/16,1084209,"40.8602757,-73.9291078",,
comp,237,9/14/16,3115662,"40.6570780,-73.9587790",,
comp,2679,9/14/16,3189551,"40.5754304,-73.9880130",,
comp,2669,9/14/16,1053772,"40.8112112,-73.9428630",,
comp,2449,9/14/16,4116404,"40.7510630,-73.8231280",,
comp,2721,9/14/16,2056136,"40.8710017,-73.8476759",,
comp,2669,9/14/16,1053812,"40.8112016,-73.9428702",,
comp,2412,9/14/16,1080609,"40.7523672,-73.9871517",,
comp,1244,9/14/16,2017949,"40.8723226,-73.8785246",,
comp,2670,9/14/16,3201796,"40.5925590,-73.9566280",,
comp,2316,9/14/16,1001838,"40.7168382,-74.0039336",,
comp,2556,9/14/16,1024937,"40.7583910,-73.9917920",,
comp,2715,9/14/16,1024937,"40.7583910,-73.9917920",,
comp,2565,9/14/16,1035737,"40.7607510,-73.9751299",,
comp,2633,9/14/16,1035737,"40.7607510,-73.9751299",,
comp,2664,9/14/16,1005262,"40.7296270,-73.9800250",,
comp,2550,9/14/16,1089451,"40.7172506,-73.9852757",,
comp,2699,9/14/16,1007726,"40.7253690,-74.0018930",,
comp,2745,9/14/16,4074614,"40.7230953,-73.8575422",,
comp,2679,9/14/16,3189551,"40.5751641,-73.9883465",,
comp,2449,9/14/16,4052811,"40.7148382,-73.8310864",,
comp,686,9/14/16,3331321,"40.7039491,-73.9628325",,
comp,2608,9/14/16,1004220,"40.7201220,-73.9848729",,
comp,2271,9/14/16,1007847,"40.7230778,-73.9938553",,
comp,1913,9/14/16,4003103,"40.7519863,-73.9254325",,
comp,2547,9/14/16,3026900,"40.6611145,-73.9827247",,
comp,2551,9/14/16,2098146,"40.8220480,-73.9015809",,
comp,2282,9/14/16,2012130,"40.8539386,-73.8881897",,
comp,250,9/14/16,1007079,"40.7223375,-74.0019017",,
comp,2633,9/14/16,3323150,"40.6518012,-73.9479509",,
comp,2714,9/14/16,3159836,"40.6087896,-73.9871534",,
comp,1998,9/14/16,4439482,"40.7394018,-73.7864065",,
comp,2632,9/14/16,4045227,"40.7385022,-73.8759735",,
boiler,9966,9/14/16,3074167,"40.6991471,-73.9219931",HVAC NOT FILED UNDER JOB,OP-49 REJ ID#19966
boiler,2731,9/14/16,1059445,"40.8142890,-73.9490900",FAILED F/T 140376019,HAFFEY KEVIN 2731
boiler,2491,9/14/16,3414180,"40.5879059,-73.9722670",FAILED F/T 320595414,SPINNATO CHARLE 2491
boiler,2491,9/14/16,3414181,"40.5881339,-73.9723069",FAILED F/T 320595405,SPINNATO CHARLE 2491
boiler,2662,9/14/16,2014855,"40.8546300,-73.9140640",F/T PASSED 240129286,SEPULVEDA LUIS 2662
boiler,2620,9/14/16,1080244,"40.7344154,-74.0097869",FAILED F/T 121508840,MATRONE MICHAEL 2620
boiler,2661,9/14/16,1005429,"40.7179320,-73.9918090",FAILED F/T 140112544,GATTO ROBERT 2661
boiler,2731,9/14/16,4006161,"40.7705490,-73.9241350",F/T PASSED 440328664,HAFFEY KEVIN 2731
boiler,2492,9/14/16,3335129,"40.6980705,-73.9751082",FAILED F/T 321400284,WARSHALL DAVID 2492
elevator,9028,9/14/16,3320893,"40.6225900,-73.9562560",ROUTINE,
elevator,9028,9/14/16,3320898,"40.6223222,-73.9557798",ROUTINE,
elevator,2741,9/14/16,3173710,"40.6141930,-73.9702720",COMPLAINT,
elevator,2584,9/14/16,1034004,"40.7911320,-73.9785480",SPECIAL,
elevator,2657,9/14/16,1002128,"40.7191348,-74.0069589",SPECIAL,
elevator,9028,9/14/16,1046802,"40.7791092,-73.9605702",ROUTINE,
elevator,2676,9/14/16,2017805,"40.8826980,-73.8786310",COMPLAINT,
elevator,2666,9/14/16,2116169,"40.8210380,-73.9096270",COMPLAINT,
elevator,2666,9/14/16,2116169,"40.8210380,-73.9096270",SURVEY,
elevator,2690,9/14/16,2009616,"40.8344830,-73.9026389",VIOLATION REINSPECTION,
elevator,9027,9/14/16,3852637,"40.6748738,-73.8641173",ROUTINE,
elevator,9027,9/14/16,1024895,"40.7650133,-73.9804412",ROUTINE,
elevator,9027,9/14/16,3331716,"40.6706924,-73.8897948",ROUTINE,
elevator,2509,9/14/16,1089662,"40.8007940,-73.9374780",SPECIAL,
elevator,2584,9/14/16,2017808,"40.8833440,-73.8780670",COMPLAINT,
elevator,9008,9/14/16,4856065,"40.7442903,-73.9298614",SURVEY,
elevator,9028,9/14/16,1046777,"40.7795862,-73.9614424",ROUTINE,
elevator,9028,9/14/16,1046443,"40.7763324,-73.9604027",ROUTINE,
elevator,9028,9/14/16,1046768,"40.7787154,-73.9600735",ROUTINE,
elevator,9028,9/14/16,1046750,"40.7782628,-73.9603791",ROUTINE,
elevator,9028,9/14/16,1046769,"40.7790291,-73.9609047",ROUTINE,
elevator,9027,9/14/16,2117335,"40.8525610,-73.8395354",ROUTINE,
elevator,2670,9/14/16,3201796,"40.5925590,-73.9566280",COMPLAINT,
elevator,2467,9/14/16,1016277,"40.7402421,-73.9891194",SPECIAL,
elevator,200,9/14/16,1001460,"40.7141690,-74.0074120",SPECIAL,
elevator,2687,9/14/16,3397861,"40.6906056,-73.9826683",SPECIAL,
elevator,2788,9/14/16,1022709,"40.7603820,-73.9807666",SPECIAL,
elevator,9027,9/14/16,4232979,"40.7068670,-73.7623520",ROUTINE,
elevator,9028,9/14/16,3180187,"40.6238979,-73.9565010",ROUTINE,
elevator,9028,9/14/16,3180555,"40.6230130,-73.9563100",ROUTINE,
elevator,2528,9/14/16,4008346,"40.7599827,-73.9251068",COMPLAINT,
elevator,2742,9/14/16,4449512,"40.7529386,-73.8727051",VIOLATION REINSPECTION,
elevator,2547,9/14/16,3026900,"40.6611145,-73.9827247",VIOLATION REINSPECTION,
elevator,2742,9/14/16,4430191,"40.7725340,-73.9242940",COMPLAINT,
elevator,9028,9/14/16,3180535,"40.6213755,-73.9556051",ROUTINE,
elevator,2274,9/14/16,2015674,"40.8708571,-73.9041409",SURVEY,
elevator,9028,9/14/16,3320893,"40.6227599,-73.9561795",ROUTINE,
elevator,9028,9/14/16,3320898,"40.6222364,-73.9562925",ROUTINE,
elevator,2761,9/14/16,1063862,"40.8548358,-73.9273703",SPECIAL,
elevator,9028,9/14/16,1046471,"40.7761810,-73.9606476",ROUTINE,
elevator,2714,9/14/16,3159836,"40.6087896,-73.9871534",COMPLAINT,
violation,2389,9/14/16,3418187,C,,
violation,2398,9/14/16,3418187,C,,
violation,1998,9/14/16,4439482,C,,
ecb,2741,9/14/16,3173710,"40.6141930,-73.9702720",ELEVATOR,
ecb,2294,9/14/16,1056650,"40.8020010,-73.9667350",PLUMBING,
ecb,2294,9/14/16,1056650,"40.8020010,-73.9667350",CONSTRUCTION,
ecb,2411,9/14/16,3038244,"40.6647850,-73.9347800",CONSTRUCTION,
ecb,2683,9/14/16,1048139,"40.7821050,-73.9539580",CONSTRUCTION,
ecb,2185,9/14/16,2063558,"40.8899010,-73.8585030",CONSTRUCTION,
ecb,2185,9/14/16,2063557,"40.8898470,-73.8583340",CONSTRUCTION,
ecb,2695,9/14/16,3032877,"40.6698860,-73.9567460",CONSTRUCTION,
ecb,2695,9/14/16,3032877,"40.6698860,-73.9567460",PLUMBING,
ecb,2678,9/14/16,3032877,"40.6698860,-73.9567460",ELECTRICAL,
ecb,2555,9/14/16,3116275,"40.6544680,-73.9504970",CONSTRUCTION,
ecb,2550,9/14/16,3006400,"40.6812320,-73.9819830",CONSTRUCTION,
ecb,2550,9/14/16,3006389,"40.6812460,-73.9812240",CONSTRUCTION,
ecb,2600,9/14/16,1011761,"40.7339030,-74.0081480",CONSTRUCTION,
