source_table,comp_disp_inspection_by,comp_disp_date,nyc_BIN,location,note1,note2
ecb,2294,9/26/16,4021811,"40.7672599,-73.8969460",PLUMBING,
ecb,2772,9/26/16,1008425,"40.7264955,-73.9944590",PLUMBING,
ecb,2773,9/26/16,1008425,"40.7264955,-73.9944590",PLUMBING,
ecb,2777,9/26/16,1085146,"40.7957670,-73.9341150",ELEVATOR,
ecb,2714,9/26/16,3095889,"40.6728089,-73.8660208",ELEVATOR,
ecb,2528,9/26/16,4113662,"40.7620500,-73.8218360",ELEVATOR,
comp,474,9/25/16,2014359,"40.8639080,-73.9010700",,
comp,2748,9/25/16,4536962,"40.7444875,-73.9556062",,
comp,2669,9/25/16,1030350,"40.7774536,-73.9834930",,
comp,2669,9/25/16,1030350,"40.7775064,-73.9835571",,
comp,2282,9/25/16,1034851,"40.7632133,-73.9771106",,
comp,526,9/25/16,1063079,"40.8423579,-73.9354716",,
comp,2282,9/25/16,4035855,"40.7503950,-73.8803360",,
elevator,2657,9/25/16,1014948,"40.7439530,-73.9945920",SPECIAL,
ecb,2185,9/25/16,1061082,"40.8217200,-73.9451050",CONSTRUCTION,
ecb,2639,9/25/16,1038595,"40.7598440,-73.9670260",CONSTRUCTION,
comp,2669,9/24/16,1045407,"40.7635223,-73.9577011",,
comp,2610,9/24/16,3040224,"40.6844910,-73.9153190",,
comp,2669,9/24/16,1044700,"40.7634870,-73.9601200",,
comp,2608,9/24/16,1014794,"40.7430417,-73.9950242",,
comp,2669,9/24/16,1045407,"40.7633828,-73.9578792",,
comp,2669,9/24/16,1013313,"40.7447019,-73.9997370",,
comp,2669,9/24/16,1078422,"40.7658315,-73.9568257",,
comp,2608,9/24/16,1034851,"40.7632133,-73.9771106",,
comp,2608,9/24/16,1048918,"40.7827522,-73.9485774",,
comp,2608,9/24/16,1051776,"40.7878370,-73.9482699",,
comp,1984,9/24/16,4029796,"40.7488688,-73.8925996",,
comp,1984,9/24/16,4002639,"40.7409753,-73.9236412",,
elevator,9027,9/24/16,1012538,"40.7417779,-74.0057950",ROUTINE,
elevator,200,9/24/16,1004298,"40.7186100,-73.9870052",SPECIAL,
elevator,9022,9/24/16,4430788,"40.7730609,-73.9328956",ROUTINE,
elevator,2636,9/24/16,1041175,"40.7676270,-73.9668950",SPECIAL,
elevator,9027,9/24/16,2049372,"40.8561100,-73.8693690",ROUTINE,
ecb,2781,9/24/16,4006691,"40.7670869,-73.9278999",CONSTRUCTION,
ecb,2774,9/24/16,3137077,"40.6400784,-73.9979268",CONSTRUCTION,
ecb,2639,9/24/16,1005000,"40.7230040,-73.9832060",CONSTRUCTION,
comp,2399,9/23/16,3029866,"40.6780376,-73.9441628",,
comp,686,9/23/16,3037548,"40.6684000,-73.9322940",,
comp,2744,9/23/16,1059881,"40.8159650,-73.9598160",,
comp,429,9/23/16,1032032,"40.7842730,-73.9755510",,
comp,2744,9/23/16,1009099,"40.7315410,-73.9921150",,
comp,2669,9/23/16,1063952,"40.8510280,-73.9335119",,
comp,2752,9/23/16,3399053,"40.7011565,-73.9554675",,
comp,686,9/23/16,3196064,"40.5860259,-73.9670680",,
comp,2783,9/23/16,1085978,"40.7448369,-73.9919763",,
comp,1999,9/23/16,2124477,"40.8145130,-73.8985460",,
comp,2420,9/23/16,1004489,"40.7227427,-73.9769955",,
comp,2420,9/23/16,1004489,"40.7227629,-73.9766985",,
comp,2610,9/23/16,3018165,"40.6472060,-74.0005360",,
comp,2619,9/23/16,1079148,"40.7137970,-74.0099030",,
comp,2752,9/23/16,3399053,"40.7011424,-73.9554893",,
comp,2589,9/23/16,1089698,"40.7151075,-74.0124206",,
comp,2669,9/23/16,1064339,"40.8520899,-73.9385390",,
comp,2452,9/23/16,3054993,"40.6942420,-73.9567919",,
comp,2752,9/23/16,3332190,"40.6759590,-73.9044357",,
comp,235,9/23/16,3001909,"40.6964029,-73.9928170",,
comp,2554,9/23/16,1034139,"40.7941829,-73.9752990",,
comp,2591,9/23/16,1086499,"40.7247826,-73.9807448",,
comp,2420,9/23/16,1083932,"40.7865145,-73.9419678",,
comp,429,9/23/16,1011444,"40.7376299,-74.0050586",,
comp,1760,9/23/16,1011444,"40.7376299,-74.0050586",,
comp,2610,9/23/16,3033239,"40.6686490,-73.9500970",,
comp,235,9/23/16,3033239,"40.6686490,-73.9500970",,
comp,429,9/23/16,1051861,"40.7898230,-73.9490760",,
comp,2283,9/23/16,1032442,"40.7890793,-73.9722811",,
comp,2342,9/23/16,5049717,"40.5844375,-74.0858104",,
comp,2610,9/23/16,5046266,"40.6046900,-74.0869510",,
comp,686,9/23/16,3245453,"40.5818210,-73.9556500",,
comp,2751,9/23/16,4457899,"40.5839900,-73.8169390",,
comp,2232,9/23/16,4005065,"40.7505696,-73.9423033",,
comp,2682,9/23/16,1060586,"40.8258390,-73.9388110",,
comp,2669,9/23/16,1063523,"40.8448894,-73.9377958",,
comp,2554,9/23/16,4028655,"40.7531299,-73.8932075",,
comp,2724,9/23/16,4308413,"40.7864616,-73.8360667",,
comp,2283,9/23/16,1055719,"40.7999631,-73.9601556",,
comp,1760,9/23/16,1055719,"40.7999631,-73.9601556",,
comp,2288,9/23/16,1028849,"40.7753774,-73.9833602",,
comp,2675,9/23/16,4035811,"40.7533400,-73.8728210",,
comp,2663,9/23/16,3029007,"40.6749370,-73.9571480",,
boiler,2762,9/23/16,2070565,"40.9003054,-73.8577667",F/T PASSED 220457878,TUA LUIS 2762
elevator,2742,9/23/16,3121734,"40.6353020,-73.9482600",COMPLAINT,
elevator,9028,9/23/16,3180612,"40.6178487,-73.9620841",ROUTINE,
elevator,9027,9/23/16,3324006,"40.6648080,-73.8791094",ROUTINE,
elevator,9028,9/23/16,1046991,"40.7831070,-73.9556330",ROUTINE,
elevator,9028,9/23/16,1047074,"40.7843710,-73.9547259",ROUTINE,
elevator,9027,9/23/16,3086534,"40.6837071,-73.8856625",ROUTINE,
elevator,9027,9/23/16,3347634,"40.6641310,-73.8812920",ROUTINE,
elevator,2713,9/23/16,2017805,"40.8826980,-73.8786310",COMPLAINT,
elevator,2666,9/23/16,2091244,"40.8316580,-73.9266190",COMPLAINT,
elevator,2713,9/23/16,2017427,"40.8674340,-73.8940810",COMPLAINT,
elevator,1999,9/23/16,2124477,"40.8145130,-73.8985460",COMPLAINT,
elevator,2765,9/23/16,1045818,"40.7658710,-73.9550467",COMPLAINT,
elevator,200,9/23/16,3061593,"40.7215630,-73.9587520",SPECIAL,
elevator,2713,9/23/16,2018567,"40.8745399,-73.8742617",COMPLAINT,
elevator,2777,9/23/16,1040752,"40.6541090,-73.9219419",VIOLATION REINSPECTION,
elevator,2777,9/23/16,1062493,"40.8324270,-73.9403940",SPECIAL,
elevator,9028,9/23/16,1047037,"40.7846009,-73.9563077",ROUTINE,
elevator,9028,9/23/16,1046991,"40.7830779,-73.9556481",ROUTINE,
elevator,9027,9/23/16,3342905,"40.6486548,-73.8842643",ROUTINE,
elevator,9027,9/23/16,3343583,"40.6509783,-73.8838022",ROUTINE,
elevator,9027,9/23/16,3343586,"40.6504515,-73.8825114",ROUTINE,
elevator,9027,9/23/16,3343587,"40.6500674,-73.8818618",ROUTINE,
elevator,9027,9/23/16,3343605,"40.6480191,-73.8801528",ROUTINE,
elevator,9027,9/23/16,3098293,"40.6486700,-73.8845807",ROUTINE,
elevator,9028,9/23/16,1046442,"40.7761383,-73.9609884",ROUTINE,
elevator,2765,9/23/16,1085146,"40.7957670,-73.9341150",COMPLAINT,
elevator,9027,9/23/16,1076262,"40.7589426,-73.9793564",ROUTINE,
elevator,2676,9/23/16,2127321,"40.8519709,-73.8442463",COMPLAINT,
elevator,9028,9/23/16,1047067,"40.7847375,-73.9557131",ROUTINE,
elevator,9028,9/23/16,1046826,"40.7806040,-73.9608315",ROUTINE,
elevator,9027,9/23/16,3398236,"40.6579774,-73.8816013",ROUTINE,
elevator,9027,9/23/16,1034217,"40.7561533,-73.9826879",ROUTINE,
elevator,9028,9/23/16,3180877,"40.6177746,-73.9604482",ROUTINE,
elevator,9028,9/23/16,1047037,"40.7844482,-73.9564284",ROUTINE,
elevator,2657,9/23/16,1014948,"40.7439530,-73.9945920",SPECIAL,
elevator,2741,9/23/16,2003313,"40.8386101,-73.9252726",COMPLAINT,
elevator,9028,9/23/16,1046815,"40.7798893,-73.9602833",ROUTINE,
elevator,2666,9/23/16,2006549,"40.8162370,-73.8871440",COMPLAINT,
elevator,9027,9/23/16,1034240,"40.7564786,-73.9824732",ROUTINE,
ecb,2742,9/23/16,3121734,"40.6353020,-73.9482600",ELEVATOR,
ecb,437,9/23/16,1032032,"40.7842730,-73.9755510",CONSTRUCTION,
ecb,2713,9/23/16,2017805,"40.8826980,-73.8786310",ELEVATOR,
ecb,2666,9/23/16,2091244,"40.8316580,-73.9266190",ELEVATOR,
ecb,2765,9/23/16,1045818,"40.7658710,-73.9550467",ELEVATOR,
ecb,2589,9/23/16,1089698,"40.7151075,-74.0124206",CONSTRUCTION,
ecb,2713,9/23/16,2018567,"40.8745399,-73.8742617",ELEVATOR,
ecb,2752,9/23/16,3332190,"40.6759590,-73.9044357",CONSTRUCTION,
ecb,2768,9/23/16,1061395,"40.8249352,-73.9443205",CONSTRUCTION,
ecb,2773,9/23/16,1060161,"40.8207940,-73.9385880",PLUMBING,
ecb,2252,9/23/16,2002457,"40.8254821,-73.9189897",CONSTRUCTION,
ecb,2610,9/23/16,3033239,"40.6686490,-73.9500970",CONSTRUCTION,
ecb,437,9/23/16,1051861,"40.7898230,-73.9490760",CONSTRUCTION,
ecb,2741,9/23/16,2003313,"40.8386101,-73.9252726",ELEVATOR,
ecb,2283,9/23/16,1055719,"40.7999631,-73.9601556",CONSTRUCTION,
comp,2749,9/22/16,4303677,"40.5859560,-73.8177810",,
comp,855,9/22/16,2002790,"40.8245176,-73.9239178",,
comp,2374,9/22/16,1056650,"40.8020010,-73.9667350",,
comp,2294,9/22/16,1056650,"40.8020010,-73.9667350",,
comp,2556,9/22/16,2002850,"40.8352080,-73.9188130",,
comp,2676,9/22/16,2002850,"40.8352080,-73.9188130",,
comp,2246,9/22/16,2011163,"40.8552170,-73.8958380",,
comp,2374,9/22/16,2011163,"40.8552170,-73.8958380",,
comp,2294,9/22/16,2011163,"40.8552170,-73.8958380",,
comp,2294,9/22/16,1051797,"40.7882097,-73.9484161",,
comp,2374,9/22/16,1051797,"40.7882097,-73.9484161",,
comp,2246,9/22/16,1051797,"40.7882097,-73.9484161",,
comp,2246,9/22/16,1025202,"40.7637110,-73.9872357",,
comp,2374,9/22/16,1025202,"40.7637110,-73.9872357",,
comp,2294,9/22/16,3850138,"40.6746310,-73.9040000",,
comp,2374,9/22/16,3850138,"40.6746310,-73.9040000",,
comp,2732,9/22/16,2014653,"40.8666340,-73.9019260",,
comp,2556,9/22/16,2003556,"40.8425220,-73.9252750",,
comp,2676,9/22/16,2003556,"40.8425220,-73.9252750",,
comp,2667,9/22/16,2113113,"40.8140662,-73.9077090",,
comp,2282,9/22/16,2114972,"40.8577740,-73.8929900",,
comp,2758,9/22/16,1007944,"40.7249154,-73.9969846",,
comp,2732,9/22/16,2016569,"40.8687220,-73.8842150",,
comp,855,9/22/16,2003900,"40.8112480,-73.9085100",,
comp,1987,9/22/16,2002258,"40.8311970,-73.9139480",,
comp,1252,9/22/16,3198180,"40.5995340,-73.9552990",,
comp,2294,9/22/16,4021796,"40.7673517,-73.8974426",,
comp,2374,9/22/16,4021796,"40.7673517,-73.8974426",,
comp,2374,9/22/16,4021811,"40.7671410,-73.8967033",,
comp,2780,9/22/16,3003098,"40.6896702,-73.9977888",,
comp,686,9/22/16,3045706,"40.6842910,-73.9365940",,
comp,2412,9/22/16,2000784,"40.8081259,-73.9311198",,
comp,1923,9/22/16,3199914,"40.5978366,-73.9488439",,
comp,2531,9/22/16,3032236,"40.6715033,-73.9512686",,
comp,2565,9/22/16,1032215,"40.7876853,-73.9734514",,
comp,2632,9/22/16,1032215,"40.7876853,-73.9734514",,
comp,2752,9/22/16,3127950,"40.6315290,-73.9705780",,
comp,855,9/22/16,2017801,"40.8816670,-73.8789550",,
comp,855,9/22/16,2014920,"40.8610939,-73.9079572",,
comp,1244,9/22/16,1078884,"40.7971093,-73.9487062",,
comp,2374,9/22/16,4021811,"40.7672599,-73.8969460",,
comp,2779,9/22/16,3044526,"40.6891180,-73.9298440",,
comp,2555,9/22/16,3044526,"40.6891180,-73.9298440",,
comp,2633,9/22/16,3027526,"40.6801150,-73.9626030",,
comp,2346,9/22/16,3027526,"40.6801150,-73.9626030",,
comp,855,9/22/16,2003776,"40.8035440,-73.9123950",,
comp,2270,9/22/16,3077985,"40.6934180,-73.9108140",,
comp,1252,9/22/16,3124178,"40.6457849,-73.9785370",,
comp,2732,9/22/16,2013614,"40.8623597,-73.8952922",,
comp,2685,9/22/16,3326069,"40.6991260,-73.9385460",,
comp,2657,9/22/16,1029778,"40.7775623,-73.9815947",,
comp,2556,9/22/16,1029778,"40.7775623,-73.9815947",,
comp,2669,9/22/16,1062876,"40.8361620,-73.9415120",,
comp,1984,9/22/16,4303819,"40.5819821,-73.8260085",,
comp,2765,9/22/16,4052240,"40.7229340,-73.8453390",,
comp,2686,9/22/16,3063288,"40.7114660,-73.9603420",,
comp,2670,9/22/16,4301174,"40.5989393,-73.7573878",,
comp,2246,9/22/16,4208858,"40.7051284,-73.8009509",,
comp,2374,9/22/16,4208858,"40.7051284,-73.8009509",,
comp,2294,9/22/16,4113292,"40.7639017,-73.8264317",,
comp,2374,9/22/16,4113292,"40.7639017,-73.8264317",,
comp,2246,9/22/16,4113292,"40.7639017,-73.8264317",,
comp,2565,9/22/16,1032215,"40.7877070,-73.9734905",,
comp,2632,9/22/16,1032215,"40.7877070,-73.9734905",,
comp,2543,9/22/16,4113027,"40.7664452,-73.8236444",,
comp,2720,9/22/16,4028655,"40.7531299,-73.8932075",,
comp,2727,9/22/16,1061187,"40.8296422,-73.9402837",,
comp,2556,9/22/16,3116149,"40.6533260,-73.9608730",,
comp,2358,9/22/16,3116149,"40.6533260,-73.9608730",,
comp,2346,9/22/16,3094552,"40.6757480,-73.8771340",,
comp,2658,9/22/16,4117387,"40.7510575,-73.8188875",,
comp,2556,9/22/16,4117387,"40.7510575,-73.8188875",,
comp,2749,9/22/16,4005181,"40.7480600,-73.9457940",,
elevator,9027,9/22/16,2047874,"40.8493330,-73.8688410",ROUTINE,
elevator,9027,9/22/16,2047875,"40.8496970,-73.8686309",ROUTINE,
elevator,9028,9/22/16,2007686,"40.8509200,-73.9060960",ROUTINE,
elevator,9027,9/22/16,3343595,"40.6500470,-73.8836250",ROUTINE,
elevator,2584,9/22/16,2002850,"40.8352080,-73.9188130",SPECIAL,
elevator,2584,9/22/16,2002850,"40.8352080,-73.9188130",VIOLATION REINSPECTION,
elevator,9028,9/22/16,2007637,"40.8496189,-73.9065630",ROUTINE,
elevator,2690,9/22/16,2005463,"40.8211242,-73.8960448",COMPLAINT,
elevator,9028,9/22/16,2007689,"40.8513368,-73.9057527",ROUTINE,
elevator,9022,9/22/16,4430797,"40.7718921,-73.9249241",ROUTINE,
elevator,2362,9/22/16,1045818,"40.7658710,-73.9550467",SPECIAL,
elevator,2607,9/22/16,3049207,"40.6943600,-73.9428540",COMPLAINT,
elevator,9027,9/22/16,1089439,"40.7649476,-73.9834310",ROUTINE,
elevator,9028,9/22/16,1046923,"40.7822440,-73.9586640",ROUTINE,
elevator,9027,9/22/16,1089439,"40.7648694,-73.9834887",ROUTINE,
elevator,9028,9/22/16,1046921,"40.7819227,-73.9575510",ROUTINE,
elevator,9028,9/22/16,1046924,"40.7823951,-73.9588923",ROUTINE,
elevator,9027,9/22/16,2114768,"40.8518721,-73.8674178",ROUTINE,
elevator,9027,9/22/16,3343595,"40.6501670,-73.8836844",ROUTINE,
elevator,9028,9/22/16,4058131,"40.7311427,-73.8874014",ROUTINE,
elevator,9028,9/22/16,4058561,"40.7272395,-73.8937187",ROUTINE,
elevator,2358,9/22/16,3115529,"40.6575476,-73.9576893",COMPLAINT,
elevator,9027,9/22/16,3342904,"40.6479290,-73.8850660",ROUTINE,
elevator,9027,9/22/16,3343597,"40.6482317,-73.8810966",ROUTINE,
elevator,9027,9/22/16,3343604,"40.6477377,-73.8808187",ROUTINE,
elevator,9028,9/22/16,1046977,"40.7828120,-73.9559290",ROUTINE,
elevator,9028,9/22/16,1047093,"40.7856179,-73.9571392",ROUTINE,
elevator,9028,9/22/16,1046925,"40.7828093,-73.9594212",ROUTINE,
elevator,2690,9/22/16,1025180,"40.7632701,-73.9868444",SPECIAL,
elevator,9027,9/22/16,1034238,"40.7562801,-73.9823241",ROUTINE,
elevator,9027,9/22/16,3387645,"40.6634169,-73.8808334",ROUTINE,
elevator,9027,9/22/16,1034217,"40.7561533,-73.9826879",ROUTINE,
elevator,9028,9/22/16,2007635,"40.8498380,-73.9076110",ROUTINE,
elevator,9027,9/22/16,3086212,"40.6817170,-73.8939604",ROUTINE,
elevator,9027,9/22/16,3086211,"40.6815720,-73.8942641",ROUTINE,
elevator,9027,9/22/16,2048776,"40.8520070,-73.8670770",ROUTINE,
elevator,2670,9/22/16,4301174,"40.5989393,-73.7573878",COMPLAINT,
elevator,9049,9/22/16,4593964,"40.7519795,-73.9406311",SURVEY,
elevator,2689,9/22/16,1024832,"40.7643340,-73.9841493",VIOLATION REINSPECTION,
elevator,9028,9/22/16,1046917,"40.7814080,-73.9574240",ROUTINE,
violation,1998,9/22/16,4207694,C,,
violation,1734,9/22/16,2017860,UB,,
violation,2270,9/22/16,3393247,C,,
ecb,2421,9/22/16,1058216,"40.8136790,-73.9432870",CONSTRUCTION,
ecb,2294,9/22/16,1058216,"40.8136790,-73.9432870",PLUMBING,
ecb,2294,9/22/16,1057322,"40.8051408,-73.9671539",CONSTRUCTION,
ecb,1983,9/22/16,1054499,"40.8062160,-73.9368000",CONSTRUCTION,
ecb,1983,9/22/16,1054347,"40.8003060,-73.9407410",CONSTRUCTION,
ecb,2690,9/22/16,2005463,"40.8211242,-73.8960448",ELEVATOR,
ecb,2783,9/22/16,1085978,"40.7448369,-73.9919763",CONSTRUCTION,
ecb,2607,9/22/16,3049207,"40.6943600,-73.9428540",ELEVATOR,
ecb,2752,9/22/16,3127950,"40.6315290,-73.9705780",CONSTRUCTION,
ecb,2773,9/22/16,1059709,"40.8151710,-73.9571239",PLUMBING,
ecb,2421,9/22/16,1058217,"40.8136450,-73.9432060",CONSTRUCTION,
ecb,2294,9/22/16,1058217,"40.8136450,-73.9432060",PLUMBING,
ecb,2358,9/22/16,3115529,"40.6575476,-73.9576893",ELEVATOR,
ecb,2732,9/22/16,2013614,"40.8623597,-73.8952922",CONSTRUCTION,
ecb,2682,9/22/16,1060586,"40.8258390,-73.9388110",CONSTRUCTION,
ecb,2670,9/22/16,4301174,"40.5989393,-73.7573878",ELEVATOR,
ecb,2554,9/22/16,4028655,"40.7531299,-73.8932075",CONSTRUCTION,
comp,2686,9/21/16,1062442,"40.8295900,-73.9494660",,
comp,338,9/21/16,1046293,"40.7681810,-73.9523690",,
comp,2282,9/21/16,2014358,"40.8637210,-73.9012110",,
comp,2721,9/21/16,2002890,"40.8316170,-73.9206710",,
comp,2570,9/21/16,3100735,"40.6627220,-73.9213810",,
comp,2686,9/21/16,1062434,"40.8289890,-73.9499800",,
comp,2608,9/21/16,1057216,"40.8008810,-73.9692630",,
comp,2271,9/21/16,1087283,"40.7889561,-73.9529022",,
comp,2662,9/21/16,2096766,"40.8407296,-73.8570499",,
comp,2716,9/21/16,1007944,"40.7249154,-73.9969846",,
comp,2252,9/21/16,1015868,"40.7498130,-73.9868420",,
comp,2610,9/21/16,3115601,"40.6583590,-73.9526260",,
comp,2713,9/21/16,2007924,"40.8515450,-73.9078540",,
comp,2387,9/21/16,3120821,"40.6369460,-73.9529750",,
comp,2288,9/21/16,1064521,"40.8753160,-73.9132120",,
comp,2633,9/21/16,4006691,"40.7670869,-73.9278999",,
comp,2399,9/21/16,3071890,"40.6985742,-73.9350686",,
comp,2780,9/21/16,3022490,"40.6695090,-73.9899090",,
comp,2543,9/21/16,4433860,"40.7238756,-73.8500581",,
comp,2654,9/21/16,3055748,"40.6876470,-73.9619950",,
comp,1913,9/21/16,4021796,"40.7673517,-73.8974426",,
comp,2531,9/21/16,3330686,"40.6716897,-73.9515541",,
comp,686,9/21/16,3066739,"40.7232717,-73.9495059",,
comp,2781,9/21/16,3399250,"40.7304090,-73.9595701",,
comp,1244,9/21/16,1014148,"40.7447664,-73.9965599",,
comp,2713,9/21/16,2007890,"40.8467210,-73.9094845",,
comp,2608,9/21/16,1009223,"40.7321555,-73.9947831",,
comp,2715,9/21/16,1064279,"40.8501865,-73.9365984",,
comp,2556,9/21/16,1064279,"40.8501865,-73.9365984",,
comp,686,9/21/16,3062784,"40.7139811,-73.9613802",,
comp,2362,9/21/16,4037276,"40.7447076,-73.8835580",,
comp,2284,9/21/16,4115055,"40.7549580,-73.8316240",,
comp,2399,9/21/16,3338078,"40.6852189,-73.9298110",,
comp,2574,9/21/16,3002928,"40.6906216,-73.9975518",,
comp,2570,9/21/16,3079784,"40.6902959,-73.9056600",,
comp,2252,9/21/16,1001126,"40.7074594,-74.0058924",,
comp,2270,9/21/16,3393247,"40.6751370,-73.9432150",,
comp,2271,9/21/16,1053772,"40.8112112,-73.9428630",,
comp,2412,9/21/16,2006002,"40.8168658,-73.8894634",,
comp,2633,9/21/16,3418424,"40.7191312,-73.9424712",,
comp,2252,9/21/16,4436445,"40.5971115,-73.7867993",,
comp,2556,9/21/16,2119194,"40.8475170,-73.8918780",,
comp,2666,9/21/16,2119194,"40.8475170,-73.8918780",,
comp,2608,9/21/16,1057216,"40.8008970,-73.9694920",,
comp,2270,9/21/16,3043366,"40.6916100,-73.9381850",,
comp,2744,9/21/16,1001451,"40.7138634,-74.0083967",,
comp,2343,9/21/16,4311892,"40.7653793,-73.9261372",,
comp,2619,9/21/16,2127144,"40.8302082,-73.9064513",,
comp,2271,9/21/16,1060905,"40.8196832,-73.9467471",,
comp,2720,9/21/16,4028655,"40.7531299,-73.8932075",,
comp,2748,9/21/16,4051274,"40.7261470,-73.8500040",,
comp,2271,9/21/16,1087286,"40.8165897,-73.9473934",,
comp,2271,9/21/16,1053815,"40.8107780,-73.9422160",,
boiler,2620,9/21/16,1089679,"40.7235720,-73.9957420",FAILED F/T 122479077,MATRONE MICHAEL 2620
boiler,2408,9/21/16,1061912,"40.8248470,-73.9482610",FAILED F/T 122311177,GAUTIERE LEONAR 2408
boiler,2705,9/21/16,1020357,"40.7475847,-73.9743757",F/T PASSED 140368493,PROLOGO VINCENT 2705
boiler,2408,9/21/16,1051436,"40.8019075,-73.9459850",F/T PASSED 122748232,GAUTIERE LEONAR 2408
boiler,2662,9/21/16,2127019,"40.8526440,-73.8829049",F/T PASSED 220396015,SEPULVEDA LUIS 2662
elevator,2687,9/21/16,3337329,"40.6315250,-73.9431330",COMPLAINT,
elevator,9027,9/21/16,1024839,"40.7640090,-73.9829190",ROUTINE,
elevator,9028,9/21/16,2007634,"40.8489730,-73.9075780",ROUTINE,
elevator,2676,9/21/16,2002850,"40.8352080,-73.9188130",COMPLAINT,
elevator,2676,9/21/16,2003556,"40.8425220,-73.9252750",COMPLAINT,
elevator,9027,9/21/16,3080412,"40.6819230,-73.9068630",ROUTINE,
elevator,9027,9/21/16,2103885,"40.8483080,-73.8692860",ROUTINE,
elevator,2667,9/21/16,2113113,"40.8140662,-73.9077090",COMPLAINT,
elevator,9027,9/21/16,2103139,"40.8488280,-73.8692780",ROUTINE,
elevator,2460,9/21/16,1024706,"40.7572270,-73.9867189",VIOLATION REINSPECTION,
elevator,9028,9/21/16,2007627,"40.8492490,-73.9071520",ROUTINE,
elevator,2667,9/21/16,2003900,"40.8112480,-73.9085100",COMPLAINT,
elevator,9022,9/21/16,4430797,"40.7718921,-73.9249241",ROUTINE,
elevator,9027,9/21/16,4215612,"40.7030850,-73.7992890",ROUTINE,
elevator,2689,9/21/16,1063448,"40.8478780,-73.9408540",SURVEY,
elevator,9028,9/21/16,4064869,"40.7336540,-73.8727569",ROUTINE,
elevator,9027,9/21/16,2125035,"40.8509938,-73.8410948",ROUTINE,
elevator,9027,9/21/16,1024898,"40.7660281,-73.9816700",ROUTINE,
elevator,9027,9/21/16,1089439,"40.7649476,-73.9834310",ROUTINE,
elevator,2542,9/21/16,1089662,"40.8007940,-73.9374780",SPECIAL,
elevator,9027,9/21/16,1089439,"40.7648694,-73.9834887",ROUTINE,
elevator,9027,9/21/16,1076200,"40.7634762,-73.9819464",ROUTINE,
elevator,1514,9/21/16,1065082,"40.8728492,-73.9183464",SPECIAL,
elevator,2715,9/21/16,1064279,"40.8501865,-73.9365984",COMPLAINT,
elevator,9028,9/21/16,1046457,"40.7769978,-73.9622469",ROUTINE,
elevator,9028,9/21/16,3181963,"40.6115714,-73.9562091",ROUTINE,
elevator,9027,9/21/16,3343607,"40.6452063,-73.8772338",ROUTINE,
elevator,9027,9/21/16,3340243,"40.6434420,-73.8782178",ROUTINE,
elevator,9027,9/21/16,3391210,"40.6430104,-73.8790271",ROUTINE,
elevator,9028,9/21/16,1046965,"40.7834883,-73.9586193",ROUTINE,
elevator,9028,9/21/16,1046432,"40.7767760,-73.9624650",ROUTINE,
elevator,9028,9/21/16,1046434,"40.7765094,-73.9622970",ROUTINE,
elevator,9028,9/21/16,2007615,"40.8482490,-73.9081910",ROUTINE,
elevator,9027,9/21/16,2047127,"40.8493305,-73.8424845",ROUTINE,
elevator,9027,9/21/16,1024843,"40.7643532,-73.9837801",ROUTINE,
elevator,9028,9/21/16,3182058,"40.6121560,-73.9547410",ROUTINE,
elevator,9028,9/21/16,3181959,"40.6122630,-73.9563330",ROUTINE,
elevator,9027,9/21/16,1024843,"40.7643535,-73.9837815",ROUTINE,
elevator,2666,9/21/16,2119194,"40.8475170,-73.8918780",COMPLAINT,
elevator,2171,9/21/16,5039658,"40.5824180,-74.1659155",SURVEY,
elevator,9027,9/21/16,1024897,"40.7657243,-73.9812057",ROUTINE,
elevator,9028,9/21/16,1046854,"40.7809480,-73.9575270",ROUTINE,
elevator,2274,9/21/16,2017707,"40.8828362,-73.8820934",SURVEY,
elevator,9028,9/21/16,5107484,"40.6013017,-74.0687558",ROUTINE,
elevator,2657,9/21/16,1029778,"40.7775623,-73.9815947",COMPLAINT,
elevator,2689,9/21/16,1087083,"40.7342236,-73.9903493",VIOLATION REINSPECTION,
elevator,9028,9/21/16,4064929,"40.7355180,-73.8800730",ROUTINE,
elevator,2742,9/21/16,3095889,"40.6728089,-73.8660208",VIOLATION REINSPECTION,
elevator,2467,9/21/16,1022709,"40.7603820,-73.9807666",SPECIAL,
elevator,2788,9/21/16,1022709,"40.7603820,-73.9807666",SPECIAL,
elevator,2765,9/21/16,4052240,"40.7229340,-73.8453390",COMPLAINT,
elevator,9028,9/21/16,1046435,"40.7767482,-73.9621187",ROUTINE,
elevator,9028,9/21/16,1046433,"40.7767200,-73.9623310",ROUTINE,
elevator,9028,9/21/16,3181963,"40.6116290,-73.9562100",ROUTINE,
elevator,9027,9/21/16,1024839,"40.7639112,-73.9828081",ROUTINE,
elevator,2358,9/21/16,3116149,"40.6533260,-73.9608730",COMPLAINT,
violation,2270,9/21/16,3043366,C,,
violation,KRC,9/21/16,3321863,LANDMRK,,
ecb,2282,9/21/16,2014358,"40.8637210,-73.9012110",CONSTRUCTION,
ecb,2421,9/21/16,1062066,"40.8277260,-73.9469670",CONSTRUCTION,
ecb,2676,9/21/16,2002850,"40.8352080,-73.9188130",ELEVATOR,
ecb,2676,9/21/16,2003556,"40.8425220,-73.9252750",ELEVATOR,
