building,counts
1-50 51 AV,3
213-03 NORTHERN BLVD,3
10-57 45 AV,3
33-11 GREENPOINT AV,3
136-01 NORTHERN BLVD,3
109-25 MERRICK BLVD,3
130-20 89 RD,3
122-22 MERRICK BLVD,3
103-19 68 RD,3
90-17 176 ST,3
75-08 133 AV,3
50-02 5 ST,3
98-09 NORTHERN BLVD,3
27-21 44 DRIVE,3
34-15 107 ST,3
154-01 NORTHERN BLVD,3
35-05 94 ST,3
140-24 CHERRY AV,3
45-52 KISSENA BLVD,3
105-42 OTIS AV,3
197-15 JAMAICA AV,3
27-45 JACKSON AV,3
5-26 47 AV,3
41-61 KISSENA BLVD,3
12-61 CENTRAL AV,3
161-20 89 AV,3
85-35 EDGERTON BLVD,3
17-23 WOODBINE ST,3
31-10 HUNTERS POINT AV,3
23-15 28 ST,3
116-40 NEW YORK BLVD,3
84-56 98 ST,3
137-21 70 RD,3
129-41 135 ST,3
117-41 135 ST,3
18-20 WHITESTONE EP SR W,3
139-62 35 AV,3
412 BEACH 129 ST,3
83-20 QUEENS BLVD,3
94-19 PLATTWOOD AV,3
33-54 FARRINGTON ST,3
143-33 SANFORD AV,3
144-35 JAMAICA AV,3
48-14 94 ST,3
138-52 ELDER AV,3
31-12 UNION ST,3
71-24 163 ST,3
67-25 51 RD,3
135-25 79 ST,3
115-25 84 AV,3
78-15 264 ST,3
100-00 BEACH CHANNEL DRIVE,3
89-15 144 ST,3
144-67 41 AV,3
52-20 83 ST,3
29-10 BRDWAY,3
22-07 ASTORIA BLVD,3
41-40 DENMAN ST,3
154-01 POWELLS COVE BLVD,3
85-52 85 ST,3
83-40 WOODHAV BLVD,3
35-11 35 AV,3
134-21 231 ST,3
111-11 ROCKAWAY BEACH BLVD,3
65-09 QUEENS BLVD,3
253 BEACH 17 ST,3
180-05 HILLSIDE AV,3
33-02 BRDWAY,3
96-27 95 AV,3
9-02 43 RD,3
78-10 34 AV,3
37-15 73 ST,3
67-27 DARTMOUTH ST,3
136-89 37 AV,3
35-64 80 ST,3
150-48 116 AV,3
17-01 BROOKHAV AV,3
141-40 8 AV DR,3
51-15 BEACH CHANNEL DR,3
140-14 CHERRY AV,3
38-15 149 ST,3
120-09 COVE COURT,3
64-21 BOOTH ST,3
107-09 ROCKAWAY BLVD,3
133-53 37 AV,3
175-01 LIBERTY AV,3
43-43 KISSENA BLVD,3
42-22 205 ST,3
86-37 87 DRIVE,3
69-95 58 RD,3
66-20 KISSENA BLVD,3
43-44 21 ST,3
69-26 65 DR,3
86-51 BRDWAY,3
165-35 145 DRIVE,3
170-17 107 AV,3
200-14 44 AV,3
28-22 ASTORIA BLVD,3
50-15 41 ST,3
4267 KETCHAM ST,3
111-51 130 ST,3
48-03 72 ST,3
41-46 MAIN ST,3
164-11 CHAPIN PKWAY,3
164 BEACH 116 ST,3
144-32 35 AV,3
90-25 PARSONS BLVD,3
30-60 REVIEW AV,3
20-02 127 ST,3
82-16 34 AV,3
38-18 UNION ST,3
140-30 ASH AV,3
88-05 171 ST,3
110-53 FARMERS BLVD,3
82-67 AUSTIN ST,3
140-18 45 AV,3
590 ONDERDONK AV,3
37-31 10 ST,3
217-09 LINDEN BLVD,3
131-11 ATLANTIC AV,3
148-18 134 ST,3
89-34 164 ST,3
55-20 METROPOLITAN AV,3
64-35 YELLOWSTONE BLVD,3
142-30 BARCLAY AV,3
66-03 JAY AV,3
47-39 5 ST,3
83-05 98 ST,3
35-02 35 AV,3
33-44 91 ST,3
85-36 LEFFERTS BLVD,3
30-02 QUEENS BLVD,3
675 WOODWARD AV,3
139-24 QUEENS BLVD,3
16-24 FAR ROCKAWAY BLVD,3
43-50 162 ST,3
43-18 ROBINSON ST,3
34-15 86 ST,3
56-25 92 ST,3
145-11 NORTH CONDUIT AV,3
144-45 41 AV,3
87-12 175 ST,3
62-98 SAUNDERS ST,3
1-77 BEACH 134 ST,3
136-39 41 AV,3
29-16 161 ST,3
109-14 ASCAN AV,3
142-01 41 AV,3
110-51 GUY R BREWER BLVD,3
187-16 BRINKERHOFF AV,3
128-11 LIBERTY AV,3
191-50 115 AV,3
84-51 BEVERLY RD,3
59-25 108 ST,3
222-14 JAMAICA AV,3
154-32 RIVERSIDE DRIVE,3
27-17 42 RD,3
60-70 WOODHAV BLVD,3
94-11 77 ST,3
71-20 110 ST,3
111-12 141 ST,3
43-23 COLDEN ST,3
108-60 38 AV,3
102-35 64 RD,3
40-08 22 ST,3
126-13 JAMAICA AV,3
216-47 114 AV,3
89-64 219 ST,3
35-08 95 ST,2
103-02 NORTHERN BLVD,2
38-15 BOWNE ST,2
33-24 91 ST,2
170-05 GRAND CENTRAL PARKWAY,2
114-17 101 AV,2
138-02 QUEENS BLVD,2
136-20 BOOTH MEMORIAL AV,2
140-08 SANFORD AV,2
149-34 35 AV,2
41-11 ELBERTSON ST,2
14-32 EGGERT PL,2
118-14 83 AV,2
51-23 QUEENS BLVD,2
140-75 ASH AV,2
168-42 JAMAICA AV,2
15-09 CENTRAL AV,2
43-22 45 ST,2
23-10 49 AV,2
75-15 ROCKAWAY BLVD,2
85-20 ELMHURST AV,2
115-25 METROPOLITAN AV,2
222-25 56 AV,2
210-26 HILLSIDE AV,2
53-48 97 ST,2
39-50 60 ST,2
86-23 56 AV,2
81-14 257 ST,2
85-18 118 ST,2
439 BEACH 22 ST,2
134-39 166 PL,2
71-19 80 ST,2
271 BEACH 17 ST,2
30-27 30 ST,2
30-60 WHITESTONE EXPRESSWAY,2
36-18 MAIN ST,2
149-42 17 RD,2
110-34 73 RD,2
25-13 27 ST,2
134-17 166 PL,2
110-56 7 AV AV,2
84-10 3 AV AV,2
117-51 168 ST,2
147-25 SANFORD AV,2
42-01 BRDWAY,2
241-06 MEMPHIS AV,2
132-52 41 AV,2
35-03 LEAVITT ST,2
91-21 90 ST,2
4253 24 ST,2
140-10 FRANKLIN AV,2
111-26 VAN WYCK EXPRESSWAY,2
52-09 99 ST,2
5-06 50 AV,2
41-26 27 ST,2
100-02 ROCKAWAY BLVD,2
104-21 68 DRIVE,2
147-37 ROOSEVELT AV,2
97-20 I 678,2
30-15 29 ST,2
136-76 39 AV,2
65-01 KISSENA BLVD,2
43-34 UNION ST,2
189-02 HILLSIDE AV,2
140-06 33 AV,2
56-10 94 ST,2
209-15 18 AV,2
102-17 64 RD,2
92-80 220 ST,2
25-20 30 RD,2
78-12 35 AV,2
42-42 COLDEN ST,2
110-07 ATLANTIC AV,2
83-19 141 ST,2
131-33 AVERY AV,2
233-10 38 RD,2
52-30 39 DRIVE,2
46-02 79 ST,2
81-03 ROOSEVELT AV,2
138-10 FRANKLIN AV,2
78-19 JAMAICA AV,2
22-51 NEW HAV AV,2
224-16 FRANCIS LEWIS BLVD,2
80-18 161 ST,2
32-25 88 ST,2
43-60 DOUGLASTON PKY,2
69-45 108 ST,2
222-11 56 AV,2
680 FAIRVIEW AV,2
36-25 UNION ST,2
176 WOODWARD AV,2
152-01 133 AV,2
37-34 29 ST,2
35-36 7 AV ST,2
5-49 46 AV,2
144-10 ROOSEVELT AV,2
39-27 29 ST,2
25-44 GILLMORE ST,2
141-36 222 ST,2
89-55 QUEENS BLVD,2
96-31 44 AV,2
30-02 THOMSON AV,2
27-18 HOYT AVSOUTH,2
147-15 NORTHERN BLVD,2
36-45 VERNON BLVD,2
11-16 BEACH CHANNEL DRIVE,2
140-15 HOLLY AV,2
213-11 4 AV AV,2
109-15 MERRICK BLVD,2
78-01 30 AV,2
59-29 QUEENS BLVD,2
32-28 97 ST,2
175-10 88 AV,2
105-10 LIVERPOOL ST,2
175-21 149 AV,2
159-21 CROSS BAY BLVD,2
43-7 42ND ST,2
2538 PARSONS BLVD,2
131-10 NEW YORK BLVD,2
89-11 63 DR,2
46-15 CENTER BLVD,2
57-04 PARSONS BLVD,2
107-04 129 ST,2
190-25 WOODHULL AV,2
149-45 17 RD,2
83-12 11 AV ST,2
70-02 54 AV,2
140-49 34 AV,2
144-36 153 LANE,2
92-01 LAMONT AV,2
87-55 124 ST,2
76-19 113 ST,2
119-37 METROPOLITAN AV,2
144-44 41 AV,2
72-45 DOUGLASTON PARKWAY,2
64-45 218 ST,2
109-18 175 ST,2
97-02 150 ST,2
104-36 196 ST,2
61-80 WOODHAV BLVD,2
172-90 HIGHLAND AV,2
135-10 GRAND CENTRAL PARKWAY,2
87-50 KINGSTON PL,2
44-55 KISSENA BLVD,2
84-19 5 AV AV,2
61-18 190 ST,2
14-10 NEW HAV AV,2
117-17 ATLANTIC AV,2
88-10 178 ST,2
42-01 23 ST,2
92-13 172 ST,2
111-11 118 ST,2
83-25 98 ST,2
42-12 28 ST,2
36 NORTH DRIVE,2
103-26 68 RD,2
543 BEACH 44 ST,2
114-03 QUEENS BLVD,2
149-30 116 ST,2
14-43 28 AV,2
141-10 28 AV,2
78-11 35 AV,2
179-02 150 AV,2
132-31 41 AV,2
134-35 SPRINGFIELD BLVD,2
88-11 34 AV,2
151-25 88 ST,2
25-10 ULMER ST,2
75-07 31 AV,2
319 BEACH 98 ST,2
42-25 LAYTON ST,2
12-14 HEYSON RD,2
146-14 35 AV,2
82-13 37 AV,2
140-44 34 AV,2
32-25 69 ST,2
43-01 170 ST,2
88-35 164 ST,2
108-10 109 AV,2
133-12 41 AV,2
99-32 62 DRIVE,2
89-20 5 AV AV,2
12 MARVIN ST,2
26-24 21 ST,2
138-50 QUEENS BLVD,2
39-06 30 ST,2
3-50 BEACH 54 ST,2
31-32 UNION ST,2
119-21 83 AV,2
141-10 25 RD,2
209-39 23 AV,2
89-36 VAN WYCK EXPRESSWAY,2
147-07 249 ST,2
5-15 49 AV,2
164-25 NORTHERN BLVD,2
25-11 49 AV,2
30-19 122 ST,2
88-35 163 ST,2
123-60 8 AV AV,2
90-44 211 ST,2
59-40 55 RD,2
168-32 127 AV,2
88-01 90 ST,2
147-45 BARCLAY AV,2
169-30 BAISLEY BLVD,2
70-35 BRDWAY,2
126-02 LOCUST MANOR LANE,2
44-02 23 ST,2
31-18 UNION ST,2
84-09 3 AV AV,2
108-23 44 AV,2
111-28 37 AV,2
141-48 84 DRIVE,2
252-12 72 AV,2
34-24 HUNTERS POINT AV,2
220-55 46 AV,2
88-11 63 DR,2
134-32 35 AV,2
102-14 RADCLIFF AV,2
168-01 12 AV,2
136-20 CHERRY AV,2
175-05 WEXFORD TERRACE,2
37-52 89 ST,2
110-52 FARMERS BLVD,2
209-21 26 AV,2
43-17 48 ST,2
21-17 MOTT AV,2
116-24 GROSVENOR LANE,2
84-19 ROOSEVELT AV,2
23-32 31 DRIVE,2
39-20 GREENPOINT AV,2
86-70 FRANCIS LEWIS BLVD,2
53-01REAR 11 ST,2
11-36 BAYPORT PL,2
84-20 AUSTIN ST,2
78-16 COOPER AV,2
41-15 29 ST,2
65-09 9 AV ST,2
230-19 ROCKAWAY BLVD,2
4-21 27 AV,2
80-33 88 RD,2
57-28 CATALPA AV,2
142-15 26 AV,2
316 BEACH 65 ST,2
60-81 69 AV,2
83-40 AUSTIN ST,2
75-16 BRDWAY,2
29-32 BEACH CHANNEL DRIVE,2
50-02 NORTHERN BLVD,2
320 BEACH 100 ST,2
59-45 161 ST,2
89-18 SUTPHIN BLVD,2
25-20 BORDEN AV,2
21-03 41 AV,2
34-01 73 ST,2
110-39 SPRINGFIELD BLVD,2
29-21 QUEENS PLAZA NORTH,2
201-08 NORTHERN BLVD,2
150-13 89 AV,2
89-29 163 ST,2
133-36 SANFORD AV,2
65-16 FLEET ST,2
86-25 FRANCIS LEWIS BLV,2
132-18 41 RD,2
36-40 MAIN ST,2
45-16 104 ST,2
159-18 NORTHERN BLVD,2
103-08 CORONA AV,2
41-31 71 ST,2
84-70 129 ST,2
46-55 METROPOLITAN AV,2
44-15 4 AV AV,2
36-30 COLLEGE POINT BLVD,2
19-26 HAZEN ST,2
73-50 BELL BLVD,2
99-41 211 ST,2
87-03 GRAND AV,2
249-26 HORACE HARDING EXPRESSWAY,2
139-37 35 AV,2
124-04 31 AV,2
102-30 6 AV AV,2
139-80 85 DRIVE,2
14-50 GREENPORT RD,2
115-50 MERRICK BLVD,2
27-35 JACKSON AV,2
129-10 107 AV,2
142-10 LINDEN BLVD,2
47-30 61 ST,2
155-17 SANFORD AV,2
23-22 30 RD,2
42-28 ITHACA ST,2
99-42 RUSSELL ST,2
149-47 17 RD,2
248-33 ROCKAWAY BLVD,2
22-59 DIX AV,2
226-26 UNION TPKE,2
37-02 4 AV AV,2
201-07 MURDOCK AV,2
154-01 109 AV,2
118-66 METROPOLITAN AV,2
85-45 115 ST,2
68-12 AUSTIN ST,2
211-01 26 AV,2
35-07 147 ST,2
84-10 MAIN ST,2
168-23 DOUGLAS AV,2
99-13 63 RD,2
42-11 BELL BLVD,2
116-30 SUTPHIN BLVD,2
140-45 ASH AV,2
71-40 164 ST,2
34-25 150 PL,2
101-20 101 ST,2
89-61 162 ST,2
160-10 SOUTH RD,2
184-56 TUDOR RD,2
40-09 99 ST,2
39-75 56 ST,2
30-02 WHITESTONE EXPRESSWAY,2
38-28 27 ST,2
14055 34 AV,2
8-15 27 AV,2
114-15 15 AV,2
89-18 163 ST,2
132-70 SANFORD AV,2
150-12 14 AV,2
162-45 CROSS BAY BLVD,2
218-85 9 AV AV,2
144-50 35 AV,2
110-42 MERRICK BLVD,2
135-21 38 AV,2
47-32 AUSTELL PL,2
39-01 84 RD,2
45-05 50 AV,2
30-03 40 AV,2
76-11 35 AV,2
215-15 NORTHERN BLVD,2
2-42 BCH 20 ST,2
150-02 86 AV,2
25-01 QUEENS PLAZA NORTH,2
71-40 112 ST,2
144-75 MELBOURNE AV,2
35-01 UNION ST,2
5-30 47 AV,2
30-85 VERNON BLVD,2
46-02 QUEENS BLVD,2
107-60 126 ST,2
66-60 KISSENA BLVD,2
78-15 LINDEN BLVD,2
42-33 KISSENA BLVD,2
27-40 170 ST,2
165-65 84 AV,2
75-10 GRAND CENTRAL PKW,2
269-01 76 AV,2
118-40 METROPOLITAN AV,2
38-27 30 ST,2
11-45 47 AV,2
64-45 MYRTLE AV,2
126-20 101 AV,2
45 KEW GARDENS RD,2
36-01 43 AV,2
142-02 FRANKLIN AV,2
57-04 84 ST,2
141-18 CHERRY AV,2
34-40 79 ST,2
110-03 164 ST,2
100-40 FRANCIS LEWIS BLVD,2
172-17 LINDEN BLVD,2
117-20 14 RD,2
108-43 52 AV,2
189-14 CROCHERON AV,2
5-39 48 AV,2
500 49 ST,2
131-08 40 RD,2
90-60 179 ST,2
32-02 JUNCTION BLVD,2
132-02 89 AV,2
36-27 PRINCE ST,2
607 SENECA AV,2
16-29 SUMMERFIELD ST,2
112-50 78 AV,2
41-54 22 ST,2
61-9 39 AV,2
384 SENECA AV,2
93-11 WHITNEY AV,2
33-02 48 AV,2
104-19 122 ST,2
132-37 41 RD,2
88-08 32 AV,2
51-11 QUEENS BLVD,2
220-05 HARTLAND AV,2
89-07 34 AV,2
162-07 65 AV,2
13633 37 AV,2
98-41 QUEENS BLVD,2
34-32 35 ST,2
189-04 64 AV,2
37-07 147 ST,2
34-21 7 AV ST,2
117-01 PARK LANE SOUTH,2
87-40 FRANCIS LEWIS BLVD,2
10-85 IRVING AV,2
90-26 171 ST,2
39-18 29 ST,2
5-44 47 AV,2
139-19 31 RD,2
23-20 99 ST,2
97-17 95 AV,2
431 BCH 20 ST,2
94-05 222 ST,2
43-38 162 ST,2
88-35 162 ST,2
123-33 83 AV,2
5-22 46 AV,2
42-32 82 ST,2
107-11 LEFFERTS BLVD,2
150-32 NORTHERN BLVD,2
10-30 JACKSON AV,2
89-44 162 ST,2
47-37 VAN DAM ST,2
42-15 165 ST,2
109-09 180 ST,2
139-81 35 AV,2
86-11 151 AV,2
102-10 ROCKAWAY BLVD,2
75-12 35 AV,2
1-90 BEACH 110 ST,2
37-51 80 ST,2
123-15 LIBERTY AV,2
113-15 ATLANTIC AV,2
87-28 109 ST,2
22-46 31 ST,2
80-45 WINCHESTER BLVD,2
177-09 112 AV,2
143-50 HOOVER AV,2
116-08 109 AV,2
143-23 21 RD,2
41-03 31 AV,2
83-84 116 ST,2
123-27 147 ST,2
33-04 91 ST,2
78-21 QUEENS BLVD,2
170-40 HIGHLAND AV,2
139-60 85 DR,2
86-01 ROOSEVELT AV,2
216-42 68 AV,2
95-20 222 ST,2
43-42 45 ST,2
44-23 PURVIS ST,2
35-27 93 ST,2
81-94 UTOPIA PARKWAY,2
88-19 19 AV ST,2
153-15 CROSS ISLAND PARKWAY,2
142-26 37 AV,2
41-10 22 ST,2
71-50 PARSONS BLVD,2
72-17 34 AV,2
8-15 2 AV AV,2
40-30 82 ST,2
22-14 LORETTA RD,2
55-05 WOODSIDE AV,2
37-31 73 ST,2
35-11 9 ST,2
150-36 14 AV,2
68-09 MYRTLE AV,2
88-11 ELMHURST AV,2
45-40 VERNON BLVD,2
49-02 5 ST,2
144-45 NORTHERN BLVD,2
19 CHARLOTTE ST,2
66-31 OTTO RD,2
28-70 COLLEGE POINT BLVD,2
130-08 SPRINGFIELD BLVD,2
140-70 ASH AV,2
82-12 151 AV,2
43-10 23 ST,2
46-23 LITTLE NECK PKWAY,2
141-30 PERSHING CRESCENT,2
64-00 SAUNDERS ST,2
143-40 41 AV,2
114-46 SUTPHIN BLVD,2
137-72 NORTHERN BLVD,2
51-60 MARATHON PKWAY,2
45-08 40 ST,2
109-35 131 ST,2
27-33 27 ST,2
30-55 12 ST,2
43-51 BYRD ST,2
77-10 41 AV,2
61-41 LINDEN ST,2
64-33 99 ST,2
31-50 140 ST,2
193-04 HORACE HARDING EXPRESSWAY,2
110-23 SPRINGFIELD BLVD,2
42-11 COLLEGE POINT BLVD,2
144-06 ROCKAWAY BLVD,2
135-41 37 AV,2
104-67 38 AV,2
45-20 83 ST,2
23-35 BRDWAY,2
53-37 202 ST,2
9-02 CYPRESS AV,2
218-17 137 RD,2
171-05 137 AV,2
106-15 154 ST,2
34-24 COLLINS PL,2
95-16 89 AV,2
131-12 111 AV,2
86-06 148 ST,2
89-67 162 ST,2
164-30 HILLSIDE AV,2
99-14 59 AV,2
29-76 NORTHERN BLVD,2
153-34 81 ST,2
134-01 BAISLEY BLVD,2
160-15 89 AV,2
39-74 44 ST,2
30-44 78 ST,2
107-01 OTIS AV,2
30-11 PARSONS BLVD,2
82-76 116 ST,2
97-35 DREW ST,2
169-25 GRAND CENTRAL PARKWAY,2
42-45 KISSENA BLVD,2
134-43 MAPLE AV,2
166-01 LINDEN BLVD,2
23-25 BELL BLVD,2
84-49 168 ST,2
87-30 62 AV,2
156-11 AGUILAR AV,2
195-44 SAGAMORE AV,2
13665 37 AV,2
29-05 REVIEW AV,2
158-10 101 ST,2
74-20 37 AV,2
57-20 68 ST,2
72-50 GRAND AV,2
145-47 SHORE AV,2
95-18 81 ST,2
21-27 HIMROD ST,2
143-20 HOOVER AV,2
142-38 122 AV,2
104-03 189 ST,2
136-16 35 AV,2
90-01 SUTPHIN BLVD,2
163-25 ARCHER AV,2
50-30 NORTHERN BLVD,2
43-40 UNION ST,2
175-06 DEVONSHIRE RD,2
178-13 UNION TURNPIKE,2
35-05 PARSONS BLVD,2
92-02 102 ST,2
194-56 115 DRIVE,2
201-10 CROSS ISLAND PARKWAY,2
107-20 QUEENS BLVD,2
106-53 GUY R BREWER BLVD,2
31-38 31 ST,2
84-05 QUEENS BLVD,2
86-11 3 AV AV,2
253-50 149 AV,2
204-15 FOOTHILL AV,2
136-66 ROOSEVELT AV,2
33-01 VERNON BLVD,2
89-02 32 AV,2
3-16 BCH 65 ST,2
33-52 62 ST,2
89-19 171 ST,2
37-14 32 ST,2
72-72 112 ST,2
113-15 34 AV,2
83-88 WOODHAV BLVD,2
56-17 56 DRIVE,2
87-21 79 AV,2
42-10 82 ST,2
21-10 NAMEOKE AV,2
80-15 164 ST,2
168-09 DOUGLAS AV,2
143-07 SANFORD AV,2
154-18 17 RD,2
127-01 87 RD,2
1-10 PARSONS BLVD,2
150-24 NORTHERN BLVD,2
71-33 162 ST,2
63-38 99 ST,2
159-05 MEYER AV,2
63-70 WOODHAV BLVD,2
14-30 SEAGIRT BLVD,2
143-30 38 AV,2
248-51 ROCKAWAY BLVD,2
63-47 BOOTH ST,2
20-32 42 ST,2
209-08 48 AV,2
150-80 70 RD,2
32-27 87 ST,2
52-07 FLUSHING AV,2
46-21 COLDEN ST,2
140-17 84 DRIVE,2
108-22 50 AV,2
33-34 103 ST,2
88-26 PITKIN AV,2
15-26 NEW HAV AV,2
45-11 31 AV,2
140-36 169 ST,2
23-50 217 ST,2
84-35 LANDER ST,2
136-26 39 AV,2
64-30 KISSENA BLVD,2
140-21 31 RD,2
532 BEACH 72 ST,2
31-11 THOMSON AV,2
632 BEACH 22 ST,2
132-55 41 AV,2
50-05 METROPOLITAN AV,2
39-56 45 ST,2
35-28 105 ST,2
159-17 MEYER AV,2
82-21 256 ST,2
32-14 31 ST,2
94-10 60 AV,2
34-20 83 ST,2
136-36 35 AV,2
130-08 116 AV,2
88-20 76 ST,2
109-15 QUEENS BLVD,2
23-10 QUEENS PLAZA SOUTH,2
30-89 23 ST,2
133-28 131 ST,2
76-06 41 AV,2
110-15 71 RD,2
11-22 44 RD,2
33-25 90 ST,2
89-30 161 ST,2
110-07 73 RD,2
68-28 CENTRAL AV,2
60-10 59 PL,2
69-09 108 ST,2
142-10 HOOVER AV,2
30-25 NORTHERN BLVD,2
54-05 GRAND AV,2
184-45 RADNOR RD,2
142-09 BARCLAY AV,2
112-04 167 ST,2
41-40 PARSONS BLVD,2
49-49 30 ST,2
103-02 101 AV,2
109-10 47 AV,2
106-38 157 ST,2
141-10 28 RD,2
121-39 5 AV,2
155 BEACH 1 AV ST,2
41-21 42 ST,2
187-12 HORACE HARDING EXP,2
47-40 34 ST,2
153 BRDWAY,2
112-11 68 DRIVE,2
91-35 193 ST,2
85-13 117 ST,2
50-21 69 ST,2
136-19 38 AV,2
30-80 42 ST,2
89-25 PARSONS BLVD,2
70-25 YELLOWSTONE BLVD,2
29-49 137 ST,2
53-11 99 ST,2
40-28 MAIN ST,2
41-05 BEACH CHANNEL DR,2
34-36 LINDEN PL,2
35-40 30 ST,2
85-37 168 ST,2
62-65 SAUNDERS ST,2
97-29 6 AV RD,2
104-62 45 AV,2
83-00 TALBOT ST,2
186-14 WILLIAMSON AV,2
132-08 POPLE AV,2
141-61 71 AV,2
34-08 204 ST,2
209-10 4 AV AV,2
500 BAYSIDE AV,2
112-51 NORTHERN BLVD,2
42-22 UNION ST,2
10-40 NEILSON ST,2
32-27 VERNON BLVD,2
41-34 25 ST,2
34-15 PARSONS BLVD,2
170-49 CEDARCROFT RD,2
28-30 34 ST,2
34-57 82ND ST,2
42-21 162 ST,2
123-14 147 ST,2
45-25 KISSENA BLVD,2
90-10 34 AV,2
27-10 49 AV,2
38-14 30 ST,2
258-19 UNION TURNPIKE,2
90-40 150 ST,2
34-12 36 AV,2
79-15 MAIN ST,2
30-87 23 ST,2
132-54 POPLE AV,2
11-05 30 RD,2
68-20 SELFRIDGE ST,2
5-03 50 AV,2
82-11 ROCKAWAY BLVD,2
52-40 39 DRIVE,2
40-55 COLLEGE POINT BLVD,2
32-16 25 ST,2
2-26 50 AV,2
44-15 43 AV,2
33-33 82ND ST,2
106-16 215 ST,2
42-06 27 ST,2
5-49 BORDEN AV,2
20-17 120 ST,2
144-24 37 AV,2
37-01 138 ST,2
34-35 76 ST,2
51-23 65 ST,2
119-23 145 ST,2
89-10 ELIOT AV,2
136-39 37 AV,2
37-11 21 AV,2
204-02 JAMAICA AV,2
131-40 FOWLER AV,2
84-62 BEVERLY RD,2
30-27 78 ST,2
31-16 LINDEN PL,2
23-30 BRDWAY,2
153-01 JAMAICA AV,2
124-16 31 AV,2
3916 PRINCE ST,2
86-45 EDGERTON BLVD,2
62-10 WOODSIDE AV,2
142-19 BARCLAY AV,2
30-12 41 ST,2
105-08 101 AV,2
199-06 93 AV,2
28-25 33 ST,2
87-53 133 ST,2
36-22 MAIN ST,2
34-74 113 ST,2
79-01 BRDWAY,2
25-11 BRDWAY,2
188-04 64 AV,2
85-15 13 AV ST,2
164-18 TUSKEGEE AIRMEN WAY,2
16-03 CENTRAL AV,2
143-10 20 AV,2
47-07 PEARSON PL,2
14-20 GREENPORT RD,2
147-20 35 AV,2
147-30 38 AV,2
144-77 ROOSEVELT AV,2
42-07 PARSONS BLVD,2
120-02 SUTPHIN BLVD,2
107-17 NORTHERN BLVD,2
140-08 28 RD,2
8-01 37 AV,2
165 BEACH 90 ST,2
85-25 120 ST,2
71-12 MAIN ST,2
251-11 WELLER AV,2
58-20 LITTLE NECK PKWAY,2
175-01 149 AV,2
31-22 COLLEGE POINT BLVD,2
119-01 LONG ST,2
54-19 GRAND AV,2
444 BEACH 6 ST,2
43-06 46 ST,2
37-63 81 ST,2
84-01 MAIN ST,2
53-06 GRAND AV,2
155-25 71 AV,2
83-11 139 ST,2
87-24 MIDLAND PKWY,2
34-20 31 ST,2
35-50 7 AV ST,2
64-26 QUEENS BLVD,2
14445 35 AV,2
88-08 151 AV,2
47-46 40 ST,2
37-06 65 ST,2
111-37 156 ST,2
134-45 166 PL,2
40-20 159 ST,2
86-56 91 ST,2
299 BURNS ST,2
13-02 43 AV,2
30-05 FRANCIS LEWIS BLVD,2
218-14 NORTHERN BLVD,2
34-33 JUNCTION BLVD,2
118-35 QUEENS BLVD,2
110-31 7 AV RD,2
175-45 88 AV,2
83-12 35 AV,2
145 BEACH 8 ST,2
116-16 150 AV,2
40-35 72 ST,2
44-20 DOUGLASTON PKWAY,2
90-05 161 ST,2
148-45 89 AV,2
36-41 MAIN ST,2
136-21 ROOSEVELT AV,2
31-30 42 ST,2
13-11 BAYPORT PL,2
32-09 GREENPOINT AV,2
38-19 UNION ST,2
13-20 124 ST,2
25-26 75 ST,2
132-01 131 AV,2
170-09 84 AV,2
151-71 20 RD,2
141-07 20 AV,2
11-15 47 AV,2
22-11 38 AV,2
40-36 191 ST,2
134-45 173 ST,2
77-10 45 AV,2
153-90 ROCKAWAY BLVD,2
38-34 BELL BLVD,2
34-09 MURRAY ST,2
32-05 PARSONS BLVD,2
89-04 148 ST,2
65-36 99 ST,2
37-08 MAIN ST,2
33-24 PARSONS BLVD,2
39-02 BELL BLVD,2
1869 PUTNAM AV,2
79-07 37 AV,2
42-37 HAMPTON ST,2
91-12 175 ST,2
57-37 MYRTLE AV,2
36-20 168 ST,2
36-20 PARSONS BLVD,2
140-20 SANFORD AV,2
46-40 FRANCIS LEWIS BLVD,2
86-04 GRAND AV,2
75-11 184 ST,2
18-12 GEORGE ST,2
118-18 UNION TURNPIKE,2
66-25 103 ST,2
138-18 28 RD,2
42-20 27 ST,2
109-10 PARK LANE SO,2
146 BEACH 9 ST,2
80-35 SPRINGFIELD BLVD,2
143-55 41 AV,2
74-01 78 AV,2
87-10 20 AV ST,2
159-25 ROCKAWAY BLVD,2
85-31 12 AV ST,2
252-03 71 RD,2
143-10 2 AV AV,2
25-05 37 AV,2
79-10 35 AV,2
108-29 155 ST,2
42-45 12 ST,2
42-41 156 ST,2
83-85 WOODHAV BLVD,2
124-16 84 RD,2
47-25 27 ST,2
93-11 34 AV,2
16-10 HAZEN ST,2
60-02 ROOSEVELT AV,2
84-14 143 ST,2
119-15 27 AV,2
161-02 JAMAICA AV,2
146-30 25 DRIVE,2
42-64 SAULL ST,2
17-10 FLUSHING AV,2
140-06 183 ST,2
102-25 6 AV DRIVE,2
63-01 AUSTIN ST,2
102-05 DITMARS BLVD,2
141-09 28 AV,2
3420 PARSONS BLVD,2
166-25 POWELLS COVE BLVD,2
70-10 74 ST,2
119-40 UNION TURNPIKE,2
48-08 30 PL,2
47-10 AUSTELL PL,2
